系统邮件主键	有效标志位	系统署名（不能超过20个汉字）	邮件标题（不能超过20个汉字）	邮件内容(通配符最多支持7个)换行：<Enter>（不能超过1000个汉字）	附加金钱	附加铜币	附加贡献	附加元宝	附加绑定元宝	附加师德	附加其他货币	附加其他货币	附加道具ID类型（绑定与否）	附加道具ID	附加道具数量	附加道具ID类型	附加道具ID	附加道具数量	附加道具ID类型	附加道具ID	附加道具数量	附加道具ID类型	附加道具ID	附加道具数量
114	1	"|C|天缘将军|T|天缘将军"	"|C|仙侣竞技场|T|仙侶競技場"	"|C|恭喜仙友您在<color=#3a69ff>仙侣竞技场·人榜</color>中获得当日积分亚军！<Enter>特此奉上大礼一份！|T|恭喜仙友您在<color=#3a69ff>仙侶競技場·人榜</color>中獲得當日積分亞軍！<Enter>特此奉上大禮一份！"	0	0	0	0	0	0	0	0	1	323700202	1	0	0	0	0	0	0	0	0	0
115	1	"|C|天缘将军|T|天缘将军"	"|C|仙侣竞技场|T|仙侶競技場"	"|C|恭喜仙友您在<color=#3a69ff>仙侣竞技场·人榜</color>中获得当日积分季军！<Enter>特此奉上大礼一份！|T|恭喜仙友您在<color=#3a69ff>仙侶競技場·人榜</color>中獲得當日積分季軍！<Enter>特此奉上大禮一份！"	0	0	0	0	0	0	0	0	1	323700203	1	0	0	0	0	0	0	0	0	0
116	1	"|C|天缘将军|T|天缘将军"	"|C|仙侣竞技场|T|仙侶競技場"	"|C|恭喜你们报名成功，组成了<color=#7e00ff>[%s]</color>&<color=#7e00ff>[%s]</color>战队。希望你们携手并进，共闯天榜！！<Enter><color=#00ab37>仙侣竞技场玩法简介：</color><Enter><color=#00ab37>要点1：</color>仙侣竞技场为双人PK玩法，目的为争夺天地人榜<Enter><color=#00ab37>要点2：</color>每次活动结束后会根据排名列出天地人榜<Enter><color=#00ab37>要点3：</color>活动开启前会进行一次换榜。地榜前5名与天榜最后5名、人榜前5名与地榜最后5名互换<Enter><color=#00ab37>要点4：</color>非夫妻战队只有天地异变1、2才可报名，天地异变3以上仅允许夫妻报名<Enter><color=#00ab37>要点5：</color>非仙侣战队在活动结束后会自动解散<Enter><color=#00ab37>要点6：</color>角色变性、离婚会解散仙侣战队，天地人榜积分也将清零|T|恭喜你們報名成功，組成了<color=#7e00ff>[%s]</color>&<color=#7e00ff>[%s]</color>戰隊。希望你們攜手並進，共闖天榜！！<Enter><color=#00ab37>仙侶競技場玩法簡介：</color><Enter><color=#00ab37>要點1：</color>仙侶競技場為雙人PK玩法，目的為爭奪天地人榜<Enter><color=#00ab37>要點2：</color>每次活動結束後會根據排名列出天地人榜<Enter><color=#00ab37>要點3：</color>活動開啟前會進行一次換榜。地榜前5名與天榜最後5名、人榜前5名與地榜最後5名互換<Enter><color=#00ab37>要點4：</color>非夫妻戰隊只有天地異變1、2才可報名，天地異變3以上僅允許夫妻報名<Enter><color=#00ab37>要點5：</color>非仙侶戰隊在活動結束後會自動解散<Enter><color=#00ab37>要點6：</color>角色變性、離婚會解散仙侶戰隊，天地人榜積分也將清零"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1003	1	"|C|系统|T|長生訣"	"|C|首通长生碑|T|首通長生碑"	"|C|恭喜仙友您在本职业中第一个通关长生碑第3大关！|T|恭喜仙友您在本職業中第一個通關長生碑第3大關！"	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1004	1	"|C|系统|T|長生訣"	"|C|首通长生碑|T|首通長生碑"	"|C|恭喜仙友您在本职业中第一个通关长生碑第4大关！|T|恭喜仙友您在本職業中第一個通關長生碑第4大關！"	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1005	1	"|C|系统|T|長生訣"	"|C|首通长生碑|T|首通長生碑"	"|C|恭喜仙友您在本职业中第一个通关长生碑第5大关！|T|恭喜仙友您在本職業中第一個通關長生碑第5大關！"	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1006	1	"|C|系统|T|長生訣"	"|C|首通长生碑|T|首通長生碑"	"|C|恭喜仙友您在本职业中第一个通关长生碑第6大关！|T|恭喜仙友您在本職業中第一個通關長生碑第6大關！"	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1007	1	"|C|系统|T|長生訣"	"|C|首通长生碑|T|首通長生碑"	"|C|恭喜仙友您在本职业中第一个通关长生碑第7大关！|T|恭喜仙友您在本職業中第一個通關長生碑第7大關！"	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1008	1	"|C|系统|T|長生訣"	"|C|首通长生碑|T|首通長生碑"	"|C|恭喜仙友您在本职业中第一个通关长生碑第8大关！|T|恭喜仙友您在本職業中第一個通關長生碑第8大關！"	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1108	1	"|C|系统|T|長生訣"	"|C|今日击杀榜第1名|T|今日擊殺榜第1名"	"|C|恭喜您在击杀排行榜中获得今日击杀数第1名，无人能挡，所向披靡！<Enter>特此奖励，希望下次能继续保持下去！|T|恭喜您在擊殺排行榜中獲得今日擊殺數第1名，無人能擋，所向披靡！<Enter>特此獎勵，希望下次能繼續保持下去！"	0	0	0	0	0	0	0	0	1	322000001	1	0	0	0	0	0	0	0	0	0
1109	1	"|C|系统|T|長生訣"	"|C|今日击杀榜第2~5名|T|今日擊殺榜第2~5名"	"|C|恭喜您在击杀排行榜中获得今日击杀数第2~5名，离第一名已不远！<Enter>特此奖励，希望下次能迎头追上！|T|恭喜您在擊殺排行榜中獲得今日擊殺數第2~5名，離第一名已不遠！<Enter>特此獎勵，希望下次能迎頭追上！"	0	0	0	0	0	0	0	0	1	322000002	1	0	0	0	0	0	0	0	0	0
1110	1	"|C|系统|T|長生訣"	"|C|今日击杀榜第6~10名|T|今日擊殺榜第6~10名"	"|C|恭喜您在击杀排行榜中获得今日击杀数第6~10名！<Enter>特此奖励，希望下次能取的更好的排名！|T|恭喜您在擊殺排行榜中獲得今日擊殺數第6~10名！<Enter>特此獎勵，希望下次能取的更好的排名！"	0	0	0	0	0	0	0	0	1	322000003	1	0	0	0	0	0	0	0	0	0
1111	1	"|C|系统|T|長生訣"	"|C|总击杀奖励|T|總擊殺獎勵"	"|C|恭喜仙友您的总击杀数达到100人，大杀特杀，特此奖励鼓励！|T|恭喜仙友您的總擊殺數達到100人，大殺特殺，特此獎勵鼓勵！"	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1112	1	"|C|系统|T|長生訣"	"|C|总击杀奖励|T|總擊殺獎勵"	"|C|恭喜仙友您的总击杀数达到200人，无人可挡，特此奖励鼓励！|T|恭喜仙友您的總擊殺數達到200人，無人可擋，特此獎勵鼓勵！"	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1113	1	"|C|系统|T|長生訣"	"|C|总击杀奖励|T|總擊殺獎勵"	"|C|恭喜仙友您的总击杀数达到500人，主宰战场，特此奖励鼓励！|T|恭喜仙友您的總擊殺數達到500人，主宰戰場，特此獎勵鼓勵！"	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1114	1	"|C|系统|T|長生訣"	"|C|总击杀奖励|T|總擊殺獎勵"	"|C|恭喜仙友您的总击杀数达到1000人，天下无双，特此奖励鼓励！|T|恭喜仙友您的總擊殺數達到1000人，天下無雙，特此獎勵鼓勵！"	0	0	0	0	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1115	1	"|C|系统|T|長生訣"	"|C|总击杀奖励|T|總擊殺獎勵"	"|C|恭喜仙友您的总击杀数达到10000人，神挡杀神，佛挡杀佛，特此奖励鼓励！|T|恭喜仙友您的總擊殺數達到10000人，神擋殺神，佛擋殺佛，特此獎勵鼓勵！"	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1201	1	"|C|系统|T|長生訣"	"|C|魅力榜奖励|T|魅力榜獎勵"	"|C|恭喜仙友您获得本周魅力排行榜的首名，<Enter>获得“倾国倾城”称号奖励，魅力倾倒四方客，<Enter>引领潮流第一人！|T|恭喜仙友您獲得本周魅力排行榜的首名，<Enter>獲得“傾國傾城”稱號獎勵，魅力傾倒四方客，<Enter>引領潮流第一人！"	0	0	0	0	0	0	0	0	1	300900701	1	0	0	0	0	0	0	0	0	0
1202	1	"|C|系统|T|長生訣"	"|C|魅力榜奖励|T|魅力榜獎勵"	"|C|恭喜仙友您获得本周魅力排行榜的2~5名，<Enter>获得“时尚教主”称号奖励，独具匠心时尚界，<Enter>姹紫嫣红领潮人！|T|恭喜仙友您獲得本周魅力排行榜的2~5名，<Enter>獲得“時尚教主”稱號獎勵，獨具匠心時尚界，<Enter>姹紫嫣紅領潮人！"	0	0	0	0	0	0	0	0	1	300900702	1	0	0	0	0	0	0	0	0	0
1203	1	"|C|系统|T|長生訣"	"|C|魅力榜奖励|T|魅力榜獎勵"	"|C|恭喜仙友您获得本周魅力排行榜的6~10名，<Enter>获得“魅力无限”称号奖励，追逐时尚最前沿，<Enter>魅力四射是达人！|T|恭喜仙友您獲得本周魅力排行榜的6~10名，<Enter>獲得“魅力無限”稱號獎勵，追逐時尚最前沿，<Enter>魅力四射是達人！"	0	0	0	0	0	0	0	0	1	300900703	1	0	0	0	0	0	0	0	0	0
1204	1	"|C|系统|T|長生訣"	"|C|魅力榜奖励|T|魅力榜獎勵"	"|C|恭喜仙友喜您获得本周魅力排行榜的11~30名，<Enter>获得“才子佳人”称号奖励！|T|恭喜仙友喜您獲得本周魅力排行榜的11~30名，<Enter>獲得“才子佳人”稱號獎勵！"	0	0	0	0	0	0	0	0	1	300900704	1	0	0	0	0	0	0	0	0	0
1301	1	"|C|系统|T|長生訣"	"|C|离婚通知|T|離婚通知"	"|C|你已申请与仙侣%s脱离关系，从此相忘于江湖。此生无缘执手长生，<Enter>愿能早日找到各自心仪的道侣！|T|你已申請與仙侶%s脫離關係，從此相忘於江湖。此生無緣執手長生，<Enter>願能早日找到各自心儀的道侶！"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1302	1	"|C|系统|T|長生訣"	"|C|离婚通知|T|離婚通知"	"|C|你的仙侣%s已申请与你脱离关系，非是无心，道不同而不相为谋也。一缕清风，一壶好酒，逍遥红尘，也是潇洒。|T|你的仙侶%s已申請與你脫離關係，非是無心，道不同而不相為謀也。一縷清風，一壺好酒，逍遙紅塵，也是瀟灑。"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1303	1	"|C|系统|T|長生訣"	"|C|离婚通知|T|離婚通知"	"|C|你已申请强制与仙侣%s脱离关系，或是无缘，或是无份，终于分道而行，愿能珍惜下一段美好的情缘。|T|你已申請強制與仙侶%s脫離關係，或是無緣，或是無份，終於分道而行，願能珍惜下一段美好的情緣。"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1304	1	"|C|系统|T|長生訣"	"|C|离婚通知|T|離婚通知"	"|C|你的仙侣%s已强制申请与你脱离关系，长生共寻，落花流水，只是一时之缘，也是美好万分。|T|你的仙侶%s已強制申請與你脫離關係，長生共尋，落花流水，只是一時之緣，也是美好萬分。"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1305	1	"|C|系统|T|長生訣"	"|C|婚礼通知|T|婚禮通知"	"|C|为了让你们的情缘更完善，留下更完美的回忆，你们申请了婚礼，记得主角可不能缺席哦！<Enter>婚礼时间：<color=#DD0000>%s月%s号%s点</color><Enter>地点：<color=#DD0000>喜堂，请到月老处进入</color>|T|為了讓你們的情緣更完善，留下更完美的回憶，你們申請了婚禮，記得主角可不能缺席哦！<Enter>婚禮時間：<color=#DD0000>%s月%s號%s點</color><Enter>地點：<color=#DD0000>喜堂，請到月老處進入</color>"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1401	0	"|C|系统|T|長生訣"	"|C|日常双倍|T|日常雙倍"	"|C|恭喜您获得<color=#00ab37>日常双倍储备</color>，助您快速升级！<Enter><Enter><color=#00ab37>日常双倍储备</color>耗光前参加以下日常玩法可以获得<color=#00ab37>2倍经验</color>。<Enter><color=#7e00ff>醉仙酿、剑池任务、赏花、竞技场、野外修炼、归墟、秘境、鬼王陵、伏魔、上古遗迹、帮派任务、夺旗、刺探、战场、答题、帮派观碑、帮派宝库</color><Enter><Enter>日常双倍奖励每日<color=#00ab37>凌晨5：00</color>发放，记得每天上线领取哦~|T|恭喜您獲得<color=#00ab37>日常雙倍儲備</color>，助您快速升級！<Enter><Enter><color=#00ab37>日常雙倍儲備</color>耗光前參加以下日常玩法可以獲得<color=#00ab37>2倍經驗</color>。<Enter><color=#7e00ff>醉仙釀、劍池任務、賞花、競技場、野外修煉、歸墟、秘境、鬼王陵、伏魔、上古遺跡、幫派任務、奪旗、刺探、戰場、答題、幫派觀碑、幫派寶庫</color><Enter><Enter>日常雙倍獎勵每日<color=#00ab37>淩晨5：00</color>發放，記得每天上線領取哦~"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1402	1	"|C|系统|T|長生訣"	"|C|欢迎回来|T|歡迎回來"	"|C|欢迎回来，为您推荐今日内容<Enter><color=#00ab37>法器</color>：<color=#7e00ff>51级</color>开放，自选法器技能，搭配专属手感<Enter><color=#00ab37>帮派宝库</color>：开服<color=#7e00ff>第2天</color>，每<color=#7e00ff>周一、四21点</color>开启，帮派集体副本，海量经验任你拿<Enter><color=#00ab37>鬼王陵</color>：<color=#7e00ff>45级</color>开放，难度组队副本，获得大量经验、宝石、灵宠培养道具|T|歡迎回來，為您推薦今日內容<Enter><color=#00ab37>法器</color>：<color=#7e00ff>51級</color>開放，自選法器技能，搭配專屬手感<Enter><color=#00ab37>幫派寶庫</color>：開服<color=#7e00ff>第2天</color>，每<color=#7e00ff>週一、四21點</color>開啟，幫派集體副本，海量經驗任你拿<Enter><color=#00ab37>鬼王陵</color>：<color=#7e00ff>45級</color>開放，難度組隊副本，獲得大量經驗、寶石、靈寵培養道具"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1403	1	"|C|系统|T|長生訣"	"|C|天地异变突破|T|天地異變突破"	"|C|以下为您推荐二变新内容<Enter><color=#00ab37>攻城战</color>：开服<color=#7e00ff>第4天</color>，帮派对抗，争夺<color=#7e00ff>阵营至尊！</color><Enter><color=#00ab37>巨兽玩法</color>：每天<color=#7e00ff>20：20-20：50</color>开启，产出帮派战利品（境界丹、极品装备、极品灵宠等）<Enter><color=#00ab37>刺探守边</color>：每天<color=#7e00ff>18：00-18：30</color>开启，阵营对抗活动，获得经验、抽奖钥匙<Enter><color=#00ab37>装备铸魂</color>：<color=#7e00ff>三阶、且为紫色以上</color>装备可铸魂，橙色魂装可神铸为<color=#7e00ff>神装</color>。魂装/神装拥有<color=#7e00ff>套装激活</color>！魂装/神装可<color=#7e00ff>精炼</color>|T|以下為您推薦二變新內容<Enter><color=#00ab37>攻城戰</color>：開服<color=#7e00ff>第4天</color>，幫派對抗，爭奪<color=#7e00ff>陣營至尊！</color><Enter><color=#00ab37>巨獸玩法</color>：每天<color=#7e00ff>20：20-20：50</color>開啟，產出幫派戰利品（境界丹、極品裝備、極品靈寵等）<Enter><color=#00ab37>刺探守邊</color>：每天<color=#7e00ff>18：00-18：30</color>開啟，陣營對抗活動，獲得經驗、抽獎鑰匙<Enter><color=#00ab37>裝備鑄魂</color>：<color=#7e00ff>三階、且為紫色以上</color>裝備可鑄魂，橙色魂裝可神鑄為<color=#7e00ff>神裝</color>。魂裝/神裝擁有<color=#7e00ff>套裝啟動</color>！魂裝/神裝可<color=#7e00ff>精煉</color>"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1501	1	"|C|系统|T|長生訣"	"|C|帮派通知|T|幫派通知"	"|C|恭喜您加入帮派！<Enter>快在帮派频道里和小伙伴们打个招呼吧！<Enter><Enter><color=#7e00ff>帮派任务</color>：每日<color=#00ab37>10次</color>，星级越高奖励越高<Enter><color=#7e00ff>帮派观碑</color>：帮派驻地打坐聊天，每秒获得<color=#00ab37>经验帮贡</color><Enter><color=#7e00ff>帮派宝库</color>：帮派副本产出大量<color=#00ab37>经验宝石</color><Enter><color=#7e00ff>帮派目标</color>：帮派集体目标，全帮共同<color=#00ab37>奖励</color><Enter><color=#7e00ff>帮派分红</color>：参加夺旗、巨兽，获得<color=#00ab37>拍卖分红</color><Enter><color=#7e00ff>帮派福利</color>：捐献获得<color=#00ab37>帮贡</color>，每日兑换<color=#00ab37>礼包</color><Enter><color=#7e00ff>帮派红包</color>：同帮成员充值，全帮发放<color=#00ab37>元宝红包</color><Enter><color=#7e00ff>帮派工资</color>：积极参加帮派活动，领取<color=#00ab37>绑元工资</color><Enter><color=#7e00ff>帮派商店</color>：每日刷新商店，帮贡兑换<color=#00ab37>各类道具</color><Enter><color=#7e00ff>兵甲坊</color>：打造<color=#00ab37>装备</color>，有概率打造出[稀有]、[上古]品质|T|恭喜您加入幫派！<Enter>快在幫派頻道裡和小夥伴們打個招呼吧！<Enter><Enter><color=#7e00ff>幫派任務</color>：每日<color=#00ab37>10次</color>，星級越高獎勵越高<Enter><color=#7e00ff>幫派觀碑</color>：幫派駐地打坐聊天，每秒獲得<color=#00ab37>經驗幫貢</color><Enter><color=#7e00ff>幫派寶庫</color>：幫派副本產出大量<color=#00ab37>經驗寶石</color><Enter><color=#7e00ff>幫派目標</color>：幫派集體目標，全幫共同<color=#00ab37>獎勵</color><Enter><color=#7e00ff>幫派分紅</color>：參加奪旗、巨獸，獲得<color=#00ab37>拍賣分紅</color><Enter><color=#7e00ff>幫派福利</color>：捐獻獲得<color=#00ab37>幫貢</color>，每日兌換<color=#00ab37>禮包</color><Enter><color=#7e00ff>幫派紅包</color>：同幫成員儲值，全幫發放<color=#00ab37>元寶紅包</color><Enter><color=#7e00ff>幫派工資</color>：積極參加幫派活動，領取<color=#00ab37>綁元工資</color><Enter><color=#7e00ff>幫派商店</color>：每日刷新商店，幫貢兌換<color=#00ab37>各類道具</color><Enter><color=#7e00ff>兵甲坊</color>：打造<color=#00ab37>裝備</color>，有概率打造出[稀有]、[上古]品質"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1502	1	"|C|系统|T|長生訣"	"|C|帮派通知|T|幫派通知"	"|C|您已成功退出%s帮派！<Enter>请您尽快寻找下一个顺心意的帮派吧，修行路上还是需要相互扶持才能冲破艰难险阻！|T|您已成功退出%s幫派！<Enter>請您儘快尋找下一個順心意的幫派吧，修行路上還是需要相互扶持才能衝破艱難險阻！"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1503	1	"|C|系统|T|長生訣"	"|C|帮派通知|T|幫派通知"	"|C|您已被%s帮派请离帮派，好好反省一下吧！（上线过少，不参与帮派活动都有可能被退出帮派的哦！）|T|您已被%s幫派請離幫派，好好反省一下吧！（上線過少，不參與幫派活動都有可能被退出幫派的哦！）"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1504	1	"|C|系统|T|長生訣"	"|C|帮派通知|T|幫派通知"	"|C|运作不畅，入不敷出，您的帮主含泪把%s帮派关闭了，大家还是尽快的寻找一个新的帮派吧！|T|運作不暢，入不敷出，您的幫主含淚把%s幫派關閉了，大家還是儘快的尋找一個新的幫派吧！"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1505	1	"|C|系统|T|長生訣"	"|C|帮派通知|T|幫派通知"	"|C|您申请的%s帮派拒绝您的入帮申请，您可以考虑换一家帮派试试！|T|您申請的%s幫派拒絕您的入幫申請，您可以考慮換一家幫派試試！"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1506	1	"|C|系统|T|長生訣"	"|C|帮派通知|T|幫派通知"	"|C|您在%s帮派的职位已发生人事变动，具体情况请打开帮派面板查看！|T|您在%s幫派的職位已發生人事變動，具體情況請打開幫派面板查看！"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1507	1	"|C|系统|T|長生訣"	"|C|帮派通知|T|幫派通知"	"|C|您在帮派内的功劳无人可比，在战利品仓库中以绝对优势拿下了这件珍宝。|T|您在幫派內的功勞無人可比，在戰利品倉庫中以絕對優勢拿下了這件珍寶。"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1508	1	"|C|系统|T|長生訣"	"|C|帮派通知|T|幫派通知"	"|C|帮派铸造炉的铸造工匠按照您的要求完成了本次打造，请打开背包查看铸造成果！|T|幫派鑄造爐的鑄造工匠按照您的要求完成了本次打造，請打開背包查看鑄造成果！"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
