掉落ID	有效标志位	副ID（超过300的部分将会无效，请注意）	副ID随机几率，-1为必定随出来	掉落类型	随机规则	地图掉落限制周期	地图掉落限制次数	掉落时间限制	分配角色限制	分配等级下限	分配等级上限	次数限制	状态限制	世界科技系数（对应world_civ_mod表)	掉落广播类型（位域,0不广播,1掉落拾取,2开宝箱,4制造广播,2^3~2^12(8184)世界科技1~10广播,2^13全世界广播,2^14当前地图广播,2^15本阵营广播,2^16上品广播,2^17极品广播,2^18帮派广播,2^19小队广播)	掉落次数下限	掉落次数上限	单人分配最大数量	掉落几率	掉落保底	是否绑定	品质系数	参数1（固定掉落时，道具为type_id，货币为货币枚举；随机掉落时，为表现类型1的performance_id）	参数2（固定掉落时，道具为随机几率，货币为货币数量；随机掉落时，为表现类型1的随机概率）	参数3（随机掉落时，为表现类型2的performance_id）	参数4（随机掉落时，为表现类型2的随机概率）	参数5（随机掉落时，为表现类型3的performance_id）	参数6（随机掉落时，为表现类型3的随机概率）	参数7（随机掉落时，为表现类型4的performance_id）	参数8（随机掉落时，为表现类型4的随机概率）	参数9（随机掉落时，为表现类型5的performance_id）	参数10（随机掉落时，为表现类型5的随机概率）	参数11（随机掉落时，为等级区间下限）	参数12（随机掉落时，为等级区间上限）	参数13（随机掉落时，为流水区间下限）	参数14（随机掉落时，为流水区间上限）	参数15	参数16	参数17	参数18	参数19	参数20	参数21	参数22	参数23	参数24
10041	1	2	-1	0	0	0	0	0	0	1	50	0	0	0	0	10000	10000	10000	10000	0	10000	0	400600420	2500	400600720	2500	400600820	2500	400600920	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10041	1	3	-1	0	0	0	0	0	0	51	60	0	0	0	0	10000	10000	10000	10000	0	10000	0	400600420	2500	400600720	2500	400600820	2500	400600920	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10041	1	4	-1	0	0	0	0	0	0	61	70	0	0	0	0	10000	10000	10000	10000	0	10000	0	400600420	2500	400600720	2500	400600820	2500	400600920	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10041	1	5	-1	0	0	0	0	0	0	71	1080	0	0	0	0	10000	10000	10000	10000	0	10000	0	400600430	2500	400600720	2500	400600820	2500	400600920	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10041	1	6	-1	0	0	0	0	0	0	1081	1090	0	0	0	0	10000	10000	10000	10000	0	10000	0	400600430	2500	400600730	2500	400600820	2500	400600920	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10041	1	7	-1	0	0	0	0	0	0	1091	2100	0	0	0	0	10000	10000	10000	10000	0	10000	0	400600430	2500	400600730	2500	400600830	2500	400600930	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10041	1	8	-1	0	0	0	0	0	0	2101	2110	0	0	0	0	10000	10000	10000	10000	0	10000	0	400600440	2500	400600730	2500	400600830	2500	400600930	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10041	1	9	-1	0	0	0	0	0	0	2111	3120	0	0	0	0	10000	10000	10000	10000	0	10000	0	400600440	2500	400600740	2500	400600830	2500	400600930	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10041	1	10	-1	0	0	0	0	0	0	3121	3130	0	0	0	0	10000	10000	10000	10000	0	10000	0	400600440	2500	400600740	2500	400600840	2500	400600930	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10041	1	11	-1	0	0	0	0	0	0	3131	4140	0	0	0	0	10000	10000	10000	10000	0	10000	0	400600440	2500	400600740	2500	400600840	2500	400600940	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10041	1	12	-1	0	0	0	0	0	0	4141	4150	0	0	0	0	10000	10000	10000	10000	0	10000	0	400600450	2500	400600740	2500	400600840	2500	400600940	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10041	1	13	-1	0	0	0	0	0	0	4151	7200	0	0	0	0	10000	10000	10000	10000	0	10000	0	400600450	2500	400600750	2500	400600840	2500	400600940	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10041	1	14	-1	0	0	0	0	0	0	5161	7200	0	0	0	0	10000	10000	10000	10000	0	10000	0	400600450	2500	400600750	2500	400600850	2500	400600940	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10041	1	15	-1	0	0	0	0	0	0	5171	6180	0	0	0	0	10000	10000	10000	10000	0	10000	0	400600450	2500	400600750	2500	400600850	2500	400600950	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20061	1	1	-1	1	0	0	0	0	0	1	7200	0	90000001	0	0	10000	10000	10000	10000	0	10000	13	1100120	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20061	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	2100120	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20061	1	3	-1	1	0	0	0	0	0	1	7200	0	90000003	0	0	10000	10000	10000	10000	0	10000	13	3100120	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20061	1	4	-1	1	0	0	0	0	0	1	7200	0	90000004	0	0	10000	10000	10000	10000	0	10000	13	4100120	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20062	1	1	-1	1	0	0	0	0	0	1	7200	0	90000001	0	0	10000	10000	10000	10000	0	10000	13	1100130	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20062	1	2	-1	1	0	0	0	0	0	1	7200	0	90000002	0	0	10000	10000	10000	10000	0	10000	13	2100130	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20062	1	3	-1	1	0	0	0	0	0	1	7200	0	90000003	0	0	10000	10000	10000	10000	0	10000	13	3100130	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20062	1	4	-1	1	0	0	0	0	0	1	7200	0	90000004	0	0	10000	10000	10000	10000	0	10000	13	4100130	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
21001	1	1	-1	0	0	0	0	0	0	1	7200	0	0	0	0	20000	20000	20000	10000	0	10000	0	400130100	2250	400130102	2250	400130104	500	400130101	2250	400130103	2250	400130105	500	0	0	0	0	0	0	0	0	0	0	0	0
21002	1	1	-1	0	0	0	0	0	0	1	7200	0	0	0	0	20000	20000	20000	10000	0	10000	0	400140100	2250	400140102	2250	400140104	500	400140101	2250	400140103	2250	400140105	500	0	0	0	0	0	0	0	0	0	0	0	0
21003	1	1	-1	0	0	0	0	0	0	1	7200	0	0	0	0	20000	20000	20000	10000	0	10000	0	400150100	2250	400150102	2250	400150104	500	400150101	2250	400150103	2250	400150105	500	0	0	0	0	0	0	0	0	0	0	0	0
22001	1	1	-1	0	0	0	0	0	0	1	60	0	0	0	0	25000	25000	25000	10000	0	10000	0	300130820	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22001	1	2	-1	0	0	0	0	0	0	61	70	0	0	0	0	25000	25000	25000	10000	0	10000	0	300150830	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22001	1	3	-1	0	0	0	0	0	0	71	80	0	0	0	0	25000	25000	25000	10000	0	10000	0	300150830	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22001	1	4	-1	0	0	0	0	0	0	1061	1080	0	0	0	0	25000	25000	25000	10000	0	10000	0	300150830	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22001	1	5	-1	0	0	0	0	0	0	1081	1090	0	0	0	0	16667	16667	16667	10000	0	10000	0	300150840	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22001	1	6	-1	0	0	0	0	0	0	1091	1100	0	0	0	0	16667	16667	16667	10000	0	10000	0	300150840	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22001	1	7	-1	0	0	0	0	0	0	2081	2100	0	0	0	0	16667	16667	16667	10000	0	10000	0	300150840	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22001	1	8	-1	0	0	0	0	0	0	2101	2110	0	0	0	0	12500	12500	12500	10000	0	10000	0	300150850	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22001	1	9	-1	0	0	0	0	0	0	2111	2120	0	0	0	0	12500	12500	12500	10000	0	10000	0	300150850	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22001	1	10	-1	0	0	0	0	0	0	3101	3120	0	0	0	0	12500	12500	12500	10000	0	10000	0	300150850	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22001	1	11	-1	0	0	0	0	0	0	3121	3130	0	0	0	0	10000	10000	10000	6250	0	10000	0	300150860	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22001	1	12	-1	0	0	0	0	0	0	3131	3140	0	0	0	0	10000	10000	10000	6250	0	10000	0	300150860	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22001	1	13	-1	0	0	0	0	0	0	4121	4140	0	0	0	0	10000	10000	10000	6250	0	10000	0	300150860	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22001	1	14	-1	0	0	0	0	0	0	4141	4150	0	0	0	0	10000	10000	10000	3125	0	10000	0	300150870	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22001	1	15	-1	0	0	0	0	0	0	4151	4160	0	0	0	0	10000	10000	10000	3125	0	10000	0	300150870	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22001	1	16	-1	0	0	0	0	0	0	5141	7200	0	0	0	0	10000	10000	10000	3125	0	10000	0	300150870	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22001	1	17	-1	0	0	0	0	0	0	1	60	0	0	0	0	10000	10000	10000	10000	0	10000	0	300900601	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22001	1	18	-1	0	0	0	0	0	0	61	70	0	0	0	0	10000	10000	10000	10000	0	10000	0	300900611	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22001	1	19	-1	0	0	0	0	0	0	71	80	0	0	0	0	10000	10000	10000	10000	0	10000	0	300900611	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22001	1	20	-1	0	0	0	0	0	0	1061	1080	0	0	0	0	10000	10000	10000	10000	0	10000	0	300900621	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22001	1	21	-1	0	0	0	0	0	0	1081	1090	0	0	0	0	10000	10000	10000	10000	0	10000	0	300900621	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22001	1	22	-1	0	0	0	0	0	0	1091	1100	0	0	0	0	10000	10000	10000	10000	0	10000	0	300900631	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22001	1	23	-1	0	0	0	0	0	0	2081	2100	0	0	0	0	10000	10000	10000	10000	0	10000	0	300900631	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22001	1	24	-1	0	0	0	0	0	0	2101	2110	0	0	0	0	10000	10000	10000	10000	0	10000	0	300900641	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22001	1	25	-1	0	0	0	0	0	0	3101	3120	0	0	0	0	10000	10000	10000	10000	0	10000	0	300900641	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22001	1	26	-1	0	0	0	0	0	0	3121	3130	0	0	0	0	10000	10000	10000	10000	0	10000	0	300900651	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22001	1	27	-1	0	0	0	0	0	0	3131	3140	0	0	0	0	10000	10000	10000	10000	0	10000	0	300900651	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22001	1	28	-1	0	0	0	0	0	0	4121	4140	0	0	0	0	10000	10000	10000	10000	0	10000	0	300900661	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22001	1	29	-1	0	0	0	0	0	0	4141	4150	0	0	0	0	10000	10000	10000	10000	0	10000	0	300900661	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22001	1	30	-1	0	0	0	0	0	0	4151	4160	0	0	0	0	10000	10000	10000	10000	0	10000	0	300900661	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22001	1	31	-1	0	0	0	0	0	0	5141	7200	0	0	0	0	10000	10000	10000	10000	0	10000	0	300900661	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22001	1	32	-1	0	0	0	0	0	0	1	7200	0	0	0	0	350000	350000	350000	10000	0	10000	0	410400001	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22001	1	33	-1	0	1	0	0	0	0	1	2100	0	0	0	0	10000	10000	10000	10000	0	10000	0	4107	10000	0	0	0	0	0	0	20001	20011	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
22001	1	34	-1	0	1	0	0	0	0	2101	5160	0	0	0	0	10000	10000	10000	10000	0	10000	0	4107	10000	0	0	0	0	0	0	30001	30011	3333	20001	20011	6667	0	0	0	0	0	0	0	0	0	0
22001	1	35	-1	0	1	0	0	0	0	5161	7200	0	0	0	0	10000	10000	10000	10000	0	10000	0	4107	10000	0	0	0	0	0	0	40001	40011	2222	30001	30011	3333	20001	20011	4445	0	0	0	0	0	0	0
22001	1	36	-1	0	0	0	0	0	0	1	2100	0	0	0	0	10000	10000	10000	10000	0	10000	0	410300000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22001	1	37	-1	0	0	0	0	0	0	2101	5160	0	0	0	0	10000	10000	10000	10000	0	10000	0	410300000	3150	410300001	6850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22001	1	38	-1	0	0	0	0	0	0	5161	7200	0	0	0	0	10000	10000	10000	10000	0	10000	0	410300000	1900	410300001	3150	410300002	4950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22001	1	39	-1	0	1	0	0	0	0	1	2100	0	0	0	0	40000	40000	40000	10000	0	10000	0	4001	10000	0	0	0	0	0	0	30210	30215	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
22001	1	40	-1	0	1	0	0	0	0	2101	5160	0	0	0	0	15000	15000	15000	10000	0	10000	0	4001	10000	0	0	0	0	0	0	40210	40215	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
22001	1	41	-1	0	1	0	0	0	0	5161	7200	0	0	0	0	10000	10000	10000	5000	0	10000	0	4001	10000	0	0	0	0	0	0	50210	50215	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
22002	1	1	-1	0	0	0	0	0	0	1	60	0	0	0	0	10000	10000	10000	10000	0	10000	0	300900601	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22002	1	2	-1	0	0	0	0	0	0	61	70	0	0	0	0	10000	10000	10000	10000	0	10000	0	300900611	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22002	1	3	-1	0	0	0	0	0	0	71	1080	0	0	0	0	10000	10000	10000	10000	0	10000	0	300900611	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22002	1	4	-1	0	0	0	0	0	0	1081	1090	0	0	0	0	10000	10000	10000	10000	0	10000	0	300900621	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22002	1	5	-1	0	0	0	0	0	0	1091	2100	0	0	0	0	10000	10000	10000	10000	0	10000	0	300900621	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22002	1	6	-1	0	0	0	0	0	0	2101	2110	0	0	0	0	10000	10000	10000	10000	0	10000	0	300900631	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22002	1	7	-1	0	0	0	0	0	0	2111	3120	0	0	0	0	10000	10000	10000	10000	0	10000	0	300900631	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22002	1	8	-1	0	0	0	0	0	0	3121	3130	0	0	0	0	10000	10000	10000	10000	0	10000	0	300900641	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22002	1	9	-1	0	0	0	0	0	0	3131	4140	0	0	0	0	10000	10000	10000	10000	0	10000	0	300900641	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22002	1	10	-1	0	0	0	0	0	0	4141	4150	0	0	0	0	10000	10000	10000	10000	0	10000	0	300900651	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22002	1	11	-1	0	0	0	0	0	0	4151	7200	0	0	0	0	10000	10000	10000	10000	0	10000	0	300900651	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22002	1	12	-1	0	0	0	0	0	0	5161	7200	0	0	0	0	10000	10000	10000	10000	0	10000	0	300900661	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22002	1	13	-1	0	0	0	0	0	0	5171	6180	0	0	0	0	10000	10000	10000	10000	0	10000	0	300900661	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22002	1	14	-1	0	0	0	0	0	0	1	7200	0	0	0	0	350000	350000	350000	10000	0	10000	0	410400001	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22002	1	15	-1	0	1	0	0	0	0	1	2100	0	0	0	0	10000	10000	10000	10000	0	10000	0	4107	10000	0	0	0	0	0	0	20001	20011	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
22002	1	16	-1	0	1	0	0	0	0	2101	5160	0	0	0	0	10000	10000	10000	10000	0	10000	0	4107	10000	0	0	0	0	0	0	30001	30011	3333	20001	20011	6667	0	0	0	0	0	0	0	0	0	0
22002	1	17	-1	0	1	0	0	0	0	5161	7200	0	0	0	0	10000	10000	10000	10000	0	10000	0	4107	10000	0	0	0	0	0	0	40001	40011	2222	30001	30011	3333	20001	20011	4445	0	0	0	0	0	0	0
22002	1	18	-1	0	0	0	0	0	0	1	2100	0	0	0	0	10000	10000	10000	10000	0	10000	0	410300000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22002	1	19	-1	0	0	0	0	0	0	2101	5160	0	0	0	0	10000	10000	10000	10000	0	10000	0	410300000	3150	410300001	6850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22002	1	20	-1	0	0	0	0	0	0	5161	7200	0	0	0	0	10000	10000	10000	10000	0	10000	0	410300000	1900	410300001	3150	410300002	4950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22002	1	21	-1	0	1	0	0	0	0	1	2100	0	0	0	0	40000	40000	40000	10000	0	10000	0	4001	10000	0	0	0	0	0	0	30210	30215	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
22002	1	22	-1	0	1	0	0	0	0	2101	5160	0	0	0	0	15000	15000	15000	10000	0	10000	0	4001	10000	0	0	0	0	0	0	40210	40215	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
22002	1	23	-1	0	1	0	0	0	0	5161	7200	0	0	0	0	10000	10000	10000	5000	0	10000	0	4001	10000	0	0	0	0	0	0	50210	50215	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
22003	1	1	-1	0	0	0	0	0	0	1	60	0	0	0	0	10000	10000	10000	10000	0	10000	0	300900601	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22003	1	2	-1	0	0	0	0	0	0	61	70	0	0	0	0	10000	10000	10000	10000	0	10000	0	300900611	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22003	1	3	-1	0	0	0	0	0	0	71	1080	0	0	0	0	10000	10000	10000	10000	0	10000	0	300900611	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22003	1	4	-1	0	0	0	0	0	0	1081	1090	0	0	0	0	10000	10000	10000	10000	0	10000	0	300900621	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22003	1	5	-1	0	0	0	0	0	0	1091	2100	0	0	0	0	10000	10000	10000	10000	0	10000	0	300900621	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22003	1	6	-1	0	0	0	0	0	0	2101	2110	0	0	0	0	10000	10000	10000	10000	0	10000	0	300900631	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22003	1	7	-1	0	0	0	0	0	0	2111	3120	0	0	0	0	10000	10000	10000	10000	0	10000	0	300900631	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22003	1	8	-1	0	0	0	0	0	0	3121	3130	0	0	0	0	10000	10000	10000	10000	0	10000	0	300900641	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22003	1	9	-1	0	0	0	0	0	0	3131	4140	0	0	0	0	10000	10000	10000	10000	0	10000	0	300900641	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22003	1	10	-1	0	0	0	0	0	0	4141	4150	0	0	0	0	10000	10000	10000	10000	0	10000	0	300900651	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22003	1	11	-1	0	0	0	0	0	0	4151	7200	0	0	0	0	10000	10000	10000	10000	0	10000	0	300900651	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22003	1	12	-1	0	0	0	0	0	0	5161	7200	0	0	0	0	10000	10000	10000	10000	0	10000	0	300900661	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22003	1	13	-1	0	0	0	0	0	0	5171	6180	0	0	0	0	10000	10000	10000	10000	0	10000	0	300900661	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22003	1	14	-1	0	0	0	0	0	0	1	7200	0	0	0	0	350000	350000	350000	10000	0	10000	0	410400001	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22003	1	15	-1	0	1	0	0	0	0	1	2100	0	0	0	0	10000	10000	10000	10000	0	10000	0	4107	10000	0	0	0	0	0	0	20001	20011	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
22003	1	16	-1	0	1	0	0	0	0	2101	5160	0	0	0	0	10000	10000	10000	10000	0	10000	0	4107	10000	0	0	0	0	0	0	30001	30011	3333	20001	20011	6667	0	0	0	0	0	0	0	0	0	0
22003	1	17	-1	0	1	0	0	0	0	5161	7200	0	0	0	0	10000	10000	10000	10000	0	10000	0	4107	10000	0	0	0	0	0	0	40001	40011	2222	30001	30011	3333	20001	20011	4445	0	0	0	0	0	0	0
22003	1	18	-1	0	0	0	0	0	0	1	2100	0	0	0	0	10000	10000	10000	10000	0	10000	0	410300000	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22003	1	19	-1	0	0	0	0	0	0	2101	5160	0	0	0	0	10000	10000	10000	10000	0	10000	0	410300001	3150	410300000	6850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22003	1	20	-1	0	0	0	0	0	0	5161	7200	0	0	0	0	10000	10000	10000	10000	0	10000	0	410300002	1900	410300001	3150	410300000	4950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22003	1	21	-1	0	1	0	0	0	0	1	2100	0	0	0	0	40000	40000	40000	10000	0	10000	0	4001	10000	0	0	0	0	0	0	30210	30215	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
22003	1	22	-1	0	1	0	0	0	0	2101	5160	0	0	0	0	15000	15000	15000	10000	0	10000	0	4001	10000	0	0	0	0	0	0	40210	40215	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
22003	1	23	-1	0	1	0	0	0	0	5161	7200	0	0	0	0	10000	10000	10000	5000	0	10000	0	4001	10000	0	0	0	0	0	0	50210	50215	10000	0	0	0	0	0	0	0	0	0	0	0	0	0
22011	1	1	-1	0	0	0	0	0	0	1	7200	0	0	0	0	10000	10000	10000	10000	0	10000	0	320100301	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22011	1	2	-1	0	0	0	0	0	0	1	60	0	0	0	0	10000	10000	10000	10000	0	10000	0	300900602	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22011	1	3	-1	0	0	0	0	0	0	61	70	0	0	0	0	10000	10000	10000	10000	0	10000	0	300900612	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22011	1	4	-1	0	0	0	0	0	0	71	1080	0	0	0	0	10000	10000	10000	10000	0	10000	0	300900612	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22011	1	5	-1	0	0	0	0	0	0	1081	1090	0	0	0	0	10000	10000	10000	10000	0	10000	0	300900622	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22011	1	6	-1	0	0	0	0	0	0	1091	2100	0	0	0	0	10000	10000	10000	10000	0	10000	0	300900622	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22011	1	7	-1	0	0	0	0	0	0	2101	2110	0	0	0	0	10000	10000	10000	10000	0	10000	0	300900632	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22011	1	8	-1	0	0	0	0	0	0	2111	3120	0	0	0	0	10000	10000	10000	10000	0	10000	0	300900632	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22011	1	9	-1	0	0	0	0	0	0	3121	3130	0	0	0	0	10000	10000	10000	10000	0	10000	0	300900642	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22011	1	10	-1	0	0	0	0	0	0	3131	4140	0	0	0	0	10000	10000	10000	10000	0	10000	0	300900642	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22011	1	11	-1	0	0	0	0	0	0	4141	4150	0	0	0	0	10000	10000	10000	10000	0	10000	0	300900652	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
