灵宠技能ID	技能等级	有效标志位	类型（0天赋、1金、2木、3水、4火、5土、6天（光）、7地（暗），大于1000为兽诀，客户端显示用）	颜色（0白，1绿，2蓝，3紫，4橙）	学习类型（同类型的学习上限共同）	学习上限	升级消耗道具	升级消耗道具数量	技能名字	出战对应技能ID	出战对应技能等级	出战属性池	技能释放几率	技能类型，0自动，1被动，2天赋	针对目标，位域：0无效，1灵宠，2主角	不出战对应属性池ID	灵宠等级要求	111标准剑客-该技能对此职业的修为	121高血-该技能对此职业的修为	131高防-该技能对此职业的修为	141高攻-该技能对此职业的修为	是否奥义	奥义转化技能（普通就填奥义，奥义就填普通）	奥义转化几率	出战技能描述	不战技能描述	技能图标前景	技能图标	是否合体技能
32030	1	1	0	2	1	1	410300000	2	低级业火焚心	23404	1	0	10000	0	0	93203021	40	1046	1046	1046	1046	0	0	0	对范围内多个目标每秒造成30%双攻击+332点伤害，持续3秒，冷却12秒	主角攻击法球：对目标每秒造成30%双攻击+332点伤害，持续3秒，冷却12秒	0	partner01_403	1
32040	1	1	0	3	1	1	410300000	4	中级震地	23006	4	0	10000	0	0	93204021	40	1927	1927	1927	1927	0	0	0	对范围内多个目标造成93%双攻击+1175点伤害，冷却15秒	主角攻击法球：对目标造成93%双攻击+1175点伤害，冷却15秒	0	partner01_022	1
32050	1	1	0	3	1	1	410300000	4	中级怒浪涛天	23007	4	0	10000	0	0	93205021	40	1927	1927	1927	1927	0	0	0	对范围内多个目标造成37%双攻击+470点伤害，冷却6秒	主角攻击法球：对目标造成37%双攻击+470点伤害，冷却6秒	0	partner01_023	1
32060	1	1	0	3	1	1	410300000	4	中级业火焚心	23404	4	0	10000	0	0	93206021	40	1927	1927	1927	1927	0	0	0	对范围内多个目标每秒造成30%双攻击+376点伤害，持续3秒，冷却12秒	主角攻击法球：对目标每秒造成30%双攻击+376点伤害，持续3秒，冷却12秒	0	partner01_403	1
32070	1	1	0	4	1	1	410300000	8	高级震地	23006	8	0	10000	0	0	93207021	40	4112	4112	4112	4112	0	0	0	对范围内多个目标造成109%双攻击+1603点伤害，冷却15秒	主角攻击法球：对目标造成109%双攻击+1603点伤害，冷却15秒	0	partner01_022	1
32080	1	1	0	4	1	1	410300000	8	高级怒浪涛天	23007	8	0	10000	0	0	93208021	40	4112	4112	4112	4112	0	0	0	对范围内多个目标造成44%双攻击+641点伤害，冷却6秒	主角攻击法球：对目标造成44%双攻击+641点伤害，冷却6秒	0	partner01_023	1
32090	1	1	0	4	1	1	410300000	8	高级业火焚心	23404	8	0	10000	0	0	93209021	40	4112	4112	4112	4112	0	0	0	对范围内多个目标每秒造成35%双攻击+514点伤害，持续3秒，冷却12秒	主角攻击法球：对目标每秒造成35%双攻击+514点伤害，持续3秒，冷却12秒	0	partner01_403	1
33010	1	1	0	2	1	1	410300000	2	低级乱木丛生	23202	1	0	10000	0	0	93301021	40	1046	1046	1046	1046	0	0	0	对目标造成31%双攻击+346点伤害，并减速50%，持续2秒，冷却6秒	主角攻击法球：对目标造成31%双攻击+346点伤害，并减速50%，持续2秒，冷却6秒	0	partner01_205	1
33020	1	1	0	2	1	1	410300000	2	低级老树盘根	23201	1	0	10000	0	0	93302021	40	1046	1046	1046	1046	0	0	0	对目标造成78%双攻击+864点伤害，并定身3秒，冷却15秒	主角破招法球：对目标造成78%双攻击+864点伤害，并定身3秒，冷却15秒	0	partner01_201	1
33030	1	1	0	2	1	1	410300000	2	低级木语凝噎	23204	1	0	10000	0	0	93303021	40	1046	1046	1046	1046	0	0	0	对目标造成78%双攻击+864点伤害，并沉默2.5秒，冷却15秒	主角被击法球：对目标造成78%双攻击+864点伤害，并沉默2.5秒，冷却15秒	0	partner01_204	1
33040	1	1	0	2	1	1	410300000	2	低级巨木击顶	23203	1	0	10000	0	0	93304021	40	1046	1046	1046	1046	0	0	0	对目标造成78%双攻击+864点伤害，并眩晕2秒，冷却15秒	主角格挡法球：对目标造成78%双攻击+864点伤害，并眩晕2秒，冷却15秒	0	partner01_203	1
33050	1	1	0	3	1	1	410300000	4	中级乱木丛生	23202	4	0	10000	0	0	93305021	40	1927	1927	1927	1927	0	0	0	对目标造成31%双攻击+392点伤害，并减速50%，持续2秒，冷却6秒	主角攻击法球：对目标造成31%双攻击+392点伤害，并减速50%，持续2秒，冷却6秒	0	partner01_205	1
33060	1	1	0	3	1	1	410300000	4	中级老树盘根	23201	4	0	10000	0	0	93306021	40	1927	1927	1927	1927	0	0	0	对目标造成78%双攻击+979点伤害，并定身3秒，冷却15秒	主角破招法球：对目标造成78%双攻击+979点伤害，并定身3秒，冷却15秒	0	partner01_201	1
33070	1	1	0	3	1	1	410300000	4	中级木语凝噎	23204	4	0	10000	0	0	93307021	40	1927	1927	1927	1927	0	0	0	对目标造成78%双攻击+979点伤害，并沉默2.5秒，冷却15秒	主角被击法球：对目标造成78%双攻击+979点伤害，并沉默2.5秒，冷却15秒	0	partner01_204	1
33080	1	1	0	3	1	1	410300000	4	中级巨木击顶	23203	4	0	10000	0	0	93308021	40	1927	1927	1927	1927	0	0	0	对目标造成78%双攻击+979点伤害，并眩晕2秒，冷却15秒	主角格挡法球：对目标造成78%双攻击+979点伤害，并眩晕2秒，冷却15秒	0	partner01_203	1
33090	1	1	0	4	1	1	410300000	8	高级乱木丛生	23202	8	0	10000	0	0	93309021	40	4112	4112	4112	4112	0	0	0	对目标造成36%双攻击+534点伤害，并减速50%，持续2秒，冷却6秒	主角攻击法球：对目标造成36%双攻击+534点伤害，并减速50%，持续2秒，冷却6秒	0	partner01_205	1
33100	1	1	0	4	1	1	410300000	8	高级老树盘根	23201	8	0	10000	0	0	93310021	40	4112	4112	4112	4112	0	0	0	对目标造成91%双攻击+1336点伤害，并定身3秒，冷却15秒	主角破招法球：对目标造成91%双攻击+1336点伤害，并定身3秒，冷却15秒	0	partner01_201	1
33110	1	1	0	4	1	1	410300000	8	高级木语凝噎	23204	8	0	10000	0	0	93311021	40	4112	4112	4112	4112	0	0	0	对目标造成91%双攻击+1336点伤害，并沉默2.5秒，冷却15秒	主角被击法球：对目标造成91%双攻击+1336点伤害，并沉默2.5秒，冷却15秒	0	partner01_204	1
33120	1	1	0	4	1	1	410300000	8	高级巨木击顶	23203	8	0	10000	0	0	93312021	40	4112	4112	4112	4112	0	0	0	对目标造成91%双攻击+1336点伤害，并眩晕2秒，冷却15秒	主角格挡法球：对目标造成91%双攻击+1336点伤害，并眩晕2秒，冷却15秒	0	partner01_203	1
34010	1	1	0	2	1	1	410300000	2	低级群嘲	23008	1	0	10000	0	0	93401021	40	1046	1046	1046	1046	0	0	0	嘲讽周围多个怪物，增加自身25%+277点防御，持续3秒，冷却10秒	主角被击法玩：嘲讽目标，并增加自身25%+277点防御，持续3秒，冷却10秒	0	partner01_002	1
34020	1	1	0	3	1	1	410300000	4	中级群嘲	23008	4	0	10000	0	0	93402021	40	1927	1927	1927	1927	0	0	0	嘲讽周围多个怪物，增加自身25%+307点防御，持续3秒，冷却10秒	主角被击法玩：嘲讽目标，并增加自身25%+307点防御，持续3秒，冷却10秒	0	partner01_002	1
34030	1	1	0	4	1	1	410300000	8	高级群嘲	23008	8	0	10000	0	0	93403021	40	4112	4112	4112	4112	0	0	0	嘲讽周围多个怪物，增加自身30%+424点防御，持续3秒，冷却10秒	主角被击法玩：嘲讽目标，并增加自身30%+424点防御，持续3秒，冷却10秒	0	partner01_401	1
35010	1	1	0	2	1	1	410300000	2	低级虚弱	23013	1	0	10000	0	0	93501021	40	1046	1046	1046	1046	0	0	0	减少目标38%+833点攻击，持续5秒，冷却15秒	主角被击法球：减少目标38%+833点攻击，持续5秒，冷却15秒	0	partner01_013	1
35020	1	1	0	2	1	1	410300000	2	低级幽冥诅咒	23701	1	0	10000	0	0	93502021	40	1046	1046	1046	1046	0	0	0	减少目标38%+416点防御，持续5秒，冷却15秒	主角攻击法球：减少目标38%+416点攻击，持续5秒，冷却15秒	0	partner01_029	1
35030	1	1	0	3	1	1	410300000	4	中级虚弱	23013	4	0	10000	0	0	93503021	40	1927	1927	1927	1927	0	0	0	减少目标38%+923点攻击，持续5秒，冷却15秒	主角被击法球：减少目标38%+923点攻击，持续5秒，冷却15秒	0	partner01_013	1
35040	1	1	0	3	1	1	410300000	4	中级幽冥诅咒	23701	4	0	10000	0	0	93504021	40	1927	1927	1927	1927	0	0	0	减少目标38%+461点防御，持续5秒，冷却15秒	主角攻击法球：减少目标38%+461点攻击，持续5秒，冷却15秒	0	partner01_029	1
35050	1	1	0	4	1	1	410300000	8	高级虚弱	23013	8	0	10000	0	0	93505021	40	4112	4112	4112	4112	0	0	0	减少目标45%+1273点攻击，持续5秒，冷却15秒	主角被击法球：减少目标45%+1273点攻击，持续5秒，冷却15秒	0	partner01_013	1
35060	1	1	0	4	1	1	410300000	8	高级幽冥诅咒	23701	8	0	10000	0	0	93506021	40	4112	4112	4112	4112	0	0	0	减少目标45%+636点防御，持续5秒，冷却15秒	主角攻击法球：减少目标45%+636点攻击，持续5秒，冷却15秒	0	partner01_029	1
36010	1	1	0	2	1	1	410300000	2	低级祝福	0	0	93601001	10000	1	2	0	40	1046	1046	1046	1046	0	0	0	提升主人12%+277点攻击	提升主人12%+277点攻击	0	partner01_026	1
36020	1	1	0	2	1	1	410300000	2	低级庇护	0	0	93602001	10000	1	2	0	40	1046	1046	1046	1046	0	0	0	提升主人12%+138点防御	提升主人12%+138点防御	0	partner01_503	1
36030	1	1	0	3	1	1	410300000	4	中级祝福	0	0	93603001	10000	1	2	0	40	1927	1927	1927	1927	0	0	0	提升主人12%+307点攻击	提升主人12%+307点攻击	0	partner01_026	1
36040	1	1	0	3	1	1	410300000	4	中级庇护	0	0	93604001	10000	1	2	0	40	1927	1927	1927	1927	0	0	0	提升主人12%+153点防御	提升主人12%+153点防御	0	partner01_503	1
36050	1	1	0	4	1	1	410300000	8	高级祝福	0	0	93605001	10000	1	2	0	40	4112	4112	4112	4112	0	0	0	提升主人15%+424点攻击	提升主人15%+424点攻击	0	partner01_026	1
36060	1	1	0	4	1	1	410300000	8	高级庇护	0	0	93606001	10000	1	2	0	40	4112	4112	4112	4112	0	0	0	提升主人15%+212点防御	提升主人15%+212点防御	0	partner01_503	1
37010	1	1	0	2	1	1	410300000	2	低级治疗	23305	1	0	10000	0	1	93701021	40	1046	1046	1046	1046	0	0	0	恢复灵宠自身5%+13166点生命，冷却15秒	主角被击法球：恢复5%+13166点生命，冷却15秒	0	partner01_303	1
37020	1	1	0	2	1	1	410300000	2	低级血祭	23012	1	0	10000	0	2	93701021	40	1046	1046	1046	1046	0	0	0	将自身当前血量的5%转给主人，冷却15秒	主角被击法球：恢复5%+13166点生命，冷却15秒	0	partner01_028	1
37040	1	1	0	2	1	1	410300000	2	低级鼓舞	23021	1	0	10000	0	1	93704021	40	1046	1046	1046	1046	0	0	0	增加自身38%+832攻击，持续5秒，冷却15秒	主角攻击法球：增加自身38%+832攻击，持续5秒，冷却15秒	0	partner01_104	1
37050	1	1	0	2	1	1	410300000	2	低级战歌	23022	1	0	10000	0	1	93705021	40	1046	1046	1046	1046	0	0	0	增加自身38%+416防御，持续5秒，冷却15秒	主角被击法球：增加自身38%+416防御，持续5秒，冷却15秒	0	partner01_601	1
37070	1	1	0	2	1	1	410300000	2	低级精准	23024	1	0	10000	0	1	93707021	40	1046	1046	1046	1046	0	0	0	增加自身38%+118命中，持续5秒，冷却15秒	主角攻击法球：增加自身38%+118命中，持续5秒，冷却15秒	0	partner01_106	1
37080	1	1	0	3	1	1	410300000	4	中级治疗	23305	4	0	10000	0	1	93708021	40	1927	1927	1927	1927	0	0	0	恢复灵宠自身5%+14854点生命，冷却15秒	主角被击法球：恢复5%+14854点生命，冷却15秒	0	partner01_303	1
37090	1	1	0	3	1	1	410300000	4	中级血祭	23012	4	0	10000	0	2	93708021	40	1927	1927	1927	1927	0	0	0	将自身当前血量的6.5%转给主人，冷却15秒	主角被击法球：恢复5%+14854点生命，冷却15秒	0	partner01_028	1
37110	1	1	0	3	1	1	410300000	4	中级鼓舞	23021	4	0	10000	0	1	93711021	40	1927	1927	1927	1927	0	0	0	增加自身38%+922攻击，持续5秒，冷却15秒	主角攻击法球：增加自身38%+922攻击，持续5秒，冷却15秒	0	partner01_104	1
37120	1	1	0	3	1	1	410300000	4	中级战歌	23022	4	0	10000	0	1	93712021	40	1927	1927	1927	1927	0	0	0	增加自身38%+461防御，持续5秒，冷却15秒	主角被击法球：增加自身38%+461防御，持续5秒，冷却15秒	0	partner01_601	1
37140	1	1	0	3	1	1	410300000	4	中级精准	23024	4	0	10000	0	1	93714021	40	1927	1927	1927	1927	0	0	0	增加自身38%+472命中，持续5秒，冷却15秒	主角攻击法球：增加自身38%+472命中，持续5秒，冷却15秒	0	partner01_106	1
37150	1	1	0	4	1	1	410300000	8	高级治疗	23305	8	0	10000	0	1	93715021	40	4112	4112	4112	4112	0	0	0	恢复灵宠自身5%+23076点生命，冷却15秒	主角被击法球：恢复5%+23076点生命，冷却15秒	0	partner01_303	1
37160	1	1	0	4	1	1	410300000	8	高级血祭	23012	8	0	10000	0	2	93715021	40	4112	4112	4112	4112	0	0	0	将自身当前血量的8.5%转给主人，冷却15秒	主角被击法球：恢复5%+23076点生命，冷却15秒	0	partner01_028	1
37180	1	1	0	4	1	1	410300000	8	高级鼓舞	23021	8	0	10000	0	1	93718021	40	4112	4112	4112	4112	0	0	0	增加自身45%+1272攻击，持续5秒，冷却15秒	主角攻击法球：增加自身45%+1272攻击，持续5秒，冷却15秒	0	partner01_104	1
37190	1	1	0	4	1	1	410300000	8	高级战歌	23022	8	0	10000	0	1	93719021	40	4112	4112	4112	4112	0	0	0	增加自身45%+636防御，持续5秒，冷却15秒	主角被击法球：增加自身45%+636防御，持续5秒，冷却15秒	0	partner01_601	1
37210	1	1	0	4	1	1	410300000	8	高级精准	23024	8	0	10000	0	1	93721021	40	4112	4112	4112	4112	0	0	0	增加自身41%+928命中，持续5秒，冷却15秒	主角攻击法球：增加自身41%+928命中，持续5秒，冷却15秒	0	partner01_106	1
31010	2	1	0	2	1	1	410300000	3	低级炎皇火刹	23401	3	0	10000	0	0	93101022	80	1392	1392	1392	1392	0	0	0	对目标造成156%双攻击+1881点伤害，冷却15秒	主角攻击法球：对目标造成156%双攻击+1881点伤害，冷却15秒	0	partner01_405	1
31020	2	1	0	2	1	1	410300000	3	低级狂击	23005	3	0	10000	0	0	93102022	80	1392	1392	1392	1392	0	0	0	对目标造成62%双攻击+754点伤害，冷却6秒	主角攻击法球：对目标造成62%双攻击+754点伤害，冷却6秒	0	partner01_101	1
31030	2	1	0	2	1	1	410300000	3	低级离火之灼	23502	3	0	10000	0	0	93103022	80	1392	1392	1392	1392	0	0	0	对目标造成50%双攻击+603点伤害，冷却12秒	主角攻击法球：对目标造成50%双攻击+603点伤害，冷却12秒	0	partner01_402	1
31040	2	1	0	3	1	1	410300000	6	中级炎皇火刹	23401	7	0	10000	0	0	93104022	80	3155	3155	3155	3155	0	0	0	对目标造成182%双攻击+2570点伤害，冷却15秒	主角攻击法球：对目标造成182%双攻击+2570点伤害，冷却15秒	0	partner01_405	1
31050	2	1	0	3	1	1	410300000	6	中级狂击	23005	7	0	10000	0	0	93105022	80	3155	3155	3155	3155	0	0	0	对目标造成73%双攻击+1028点伤害，冷却6秒	主角攻击法球：对目标造成73%双攻击+1028点伤害，冷却6秒	0	partner01_101	1
31060	2	1	0	3	1	1	410300000	6	中级离火之灼	23502	7	0	10000	0	0	93106022	80	3155	3155	3155	3155	0	0	0	对目标造成58%双攻击+824点伤害，冷却12秒	主角攻击法球：对目标造成58%双攻击+824点伤害，冷却12秒	0	partner01_402	1
31070	2	1	0	4	1	1	410300000	12	高级炎皇火刹	23401	12	0	10000	0	0	93107022	80	7525	7525	7525	7525	0	0	0	对目标造成210%双攻击+4703点伤害，冷却15秒	主角攻击法球：对目标造成210%双攻击+4703点伤害，冷却15秒	0	partner01_405	1
31080	2	1	0	4	1	1	410300000	12	高级狂击	23005	12	0	10000	0	0	93108022	80	7525	7525	7525	7525	0	0	0	对目标造成84%双攻击+1881点伤害，冷却6秒	主角攻击法球：对目标造成84%双攻击+1881点伤害，冷却6秒	0	partner01_101	1
31090	2	1	0	4	1	1	410300000	12	高级离火之灼	23502	12	0	10000	0	0	93109022	80	7525	7525	7525	7525	0	0	0	对目标造成67%双攻击+1501点伤害，冷却12秒	主角攻击法球：对目标造成67%双攻击+1501点伤害，冷却12秒	0	partner01_402	1
31100	2	1	0	4	1	1	410300000	12	高级天罡雷罚	23602	12	0	10000	0	0	93110022	80	7525	7525	7525	7525	0	0	0	造成目标最大生命值5%+44476点真实伤害，冷却15秒（对怪物无效）	主角攻击法球：造成目标最大生命值5%+44476点真实伤害，冷却15秒（对怪物无效）	0	partner01_602	1
31110	2	1	0	4	1	1	410300000	12	高级三尸狱蛊	23702	12	0	10000	0	0	93111022	80	7525	7525	7525	7525	0	0	0	对目标每秒造成20%双攻击+448点伤害，并恢复自身1%+8895点生命，持续5秒，冷却12秒	主角攻击法球：对目标每秒造成20%双攻击+448点伤害，并恢复自身1%+8895点生命，持续5秒，冷却12秒	0	partner01_702	1
32010	2	1	0	2	1	1	410300000	3	低级震地	23006	3	0	10000	0	0	93201022	80	1392	1392	1392	1392	0	0	0	对范围内多个目标造成93%双攻击+1129点伤害，冷却15秒	主角攻击法球：对目标造成93%双攻击+1129点伤害，冷却15秒	0	partner01_022	1
32020	2	1	0	2	1	1	410300000	3	低级怒浪涛天	23007	3	0	10000	0	0	93202022	80	1392	1392	1392	1392	0	0	0	对范围内多个目标造成37%双攻击+452点伤害，冷却6秒	主角攻击法球：对目标造成37%双攻击+452点伤害，冷却6秒	0	partner01_023	1
32030	2	1	0	2	1	1	410300000	3	低级业火焚心	23404	3	0	10000	0	0	93203022	80	1392	1392	1392	1392	0	0	0	对范围内多个目标每秒造成30%双攻击+362点伤害，持续3秒，冷却12秒	主角攻击法球：对目标每秒造成30%双攻击+362点伤害，持续3秒，冷却12秒	0	partner01_403	1
32040	2	1	0	3	1	1	410300000	6	中级震地	23006	7	0	10000	0	0	93204022	80	3155	3155	3155	3155	0	0	0	对范围内多个目标造成109%双攻击+1542点伤害，冷却15秒	主角攻击法球：对目标造成109%双攻击+1542点伤害，冷却15秒	0	partner01_022	1
32050	2	1	0	3	1	1	410300000	6	中级怒浪涛天	23007	7	0	10000	0	0	93205022	80	3155	3155	3155	3155	0	0	0	对范围内多个目标造成44%双攻击+617点伤害，冷却6秒	主角攻击法球：对目标造成44%双攻击+617点伤害，冷却6秒	0	partner01_023	1
32060	2	1	0	3	1	1	410300000	6	中级业火焚心	23404	7	0	10000	0	0	93206022	80	3155	3155	3155	3155	0	0	0	对范围内多个目标每秒造成35%双攻击+494点伤害，持续3秒，冷却12秒	主角攻击法球：对目标每秒造成35%双攻击+494点伤害，持续3秒，冷却12秒	0	partner01_403	1
32070	2	1	0	4	1	1	410300000	12	高级震地	23006	12	0	10000	0	0	93207022	80	7525	7525	7525	7525	0	0	0	对范围内多个目标造成126%双攻击+2822点伤害，冷却15秒	主角攻击法球：对目标造成126%双攻击+2822点伤害，冷却15秒	0	partner01_022	1
32080	2	1	0	4	1	1	410300000	12	高级怒浪涛天	23007	12	0	10000	0	0	93208022	80	7525	7525	7525	7525	0	0	0	对范围内多个目标造成50%双攻击+1129点伤害，冷却6秒	主角攻击法球：对目标造成50%双攻击+1129点伤害，冷却6秒	0	partner01_023	1
32090	2	1	0	4	1	1	410300000	12	高级业火焚心	23404	12	0	10000	0	0	93209022	80	7525	7525	7525	7525	0	0	0	对范围内多个目标每秒造成40%双攻击+901点伤害，持续3秒，冷却12秒	主角攻击法球：对目标每秒造成40%双攻击+901点伤害，持续3秒，冷却12秒	0	partner01_403	1
33010	2	1	0	2	1	1	410300000	3	低级乱木丛生	23202	3	0	10000	0	0	93301022	80	1392	1392	1392	1392	0	0	0	对目标造成31%双攻击+377点伤害，并减速50%，持续2秒，冷却6秒	主角攻击法球：对目标造成31%双攻击+377点伤害，并减速50%，持续2秒，冷却6秒	0	partner01_205	1
