id	valid	name	pro	level	等级系数（关联world_civ_mod)	模型路径	模型名字	"npc功能类型,服务器没用(1对话npc，2战斗npc，3服务器采集，4动态障碍，5陷阱，6客户端采集)"	AI_ID（服务器战斗AI）	公共掉落ID1	公共掉落ID2	公共掉落ID3	单人掉落ID	出生时间	出生表现（技能id）	行为ID（NPC_BASE_ACTION）	缩放scale	reserve_1(0小兵1基地2普通塔3安全塔)	reserve_2(碰撞触发事件)	reserve_3(用来更新哪一个任务ID进度，默认第一条进度，为0，则不更新)	reserve_4(NPC动态血量机制触发时的玩家数量下限)	reserve_5(NPC动态血量控制触发后每增减一个玩家的血量百分比变化，总血量暂时程序写死最多3倍)	reserve_6(特殊NPC位域：0正常npc，1该npc不能被机器人攻击，2经验宝宝，但是只是触发一次掉落，4出现和消失是否需要全地图通知，8不攻击NPC的NPC，16是否属于家族掉落，32是否有采集累计次数，64是否属于个人独占掉落)	reserve_7（攻击指定NPC，需要两个NPC间都这里有配置，以三位数来代表，表示只打和我相同十位和个位的怪物。百位没有数字：打任何怪物，十位和个位为被固定打怪NPC的匹配参数，例如A配了23，B配了123，则B可以打A，但是A不能打B）	reserve_8(客户端触发的服务器事件ID，检测用)	reserve_9(黑户触发事件)	reserve_10（虚拟血量计算方式，1默认计算正常血量，2只按虚拟血量计算，3虚拟血量和正常血量同时扣除）	客户端AI	缩放前的被击范围（缩放后的是就是乘缩放倍数）	死亡表现（技能ID）	出生自带buff（buffID）(客户端服务器都有效)	buff持续时间（服务器有效）	NPC血量变化自动全地图广播【最大血量百分比】，配置100以下为服务器主动广播，100以上则需要客户端主动拉取	npc类别（0为非专属，1为个人专属，2为队伍专属，3为帮派专属）	reserve_11（预留字段）	reserve_12（预留字段）	reserve_13（预留字段）	reserve_14（预留字段）	reserve_15（预留字段）	收集的任务ID	任务的第几个条件	血条UI	死亡灰尘延迟（早填负值）	步伐速度	"hud类型（0无hud，1角色hud，2NPChud,3NPC大血条与血条显示互斥）"	血条缩放	死亡音效	出生音效	被击音效	点击音效1	点击音效2	点击音效3	是否显示名字（0不显示，1显示）	是否可以被击浮空（1不击飞）	npc称号	npc血条显示(0不显示，1显示)	npc是否跟随玩家点击而旋转(0旋转，1不旋转)	npc品质（1绿，2蓝，3紫，4橙）	npc专属名字（显示在称号下）	低端机模型路径	低端机模型名字	展示模型名字	展示模型名字（ioS点击问题，标1会有虚拟框）
10029	1	碎星阙学生	1001	1	0	npc/human/jiaoshi	jiaoshi	1	0	0	0	0	0	500	0	10000	1	0	0	0	0	0	0	0	0	0	1	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	npc/human/ccs	s_yanchensheng	jiaoshi	0
10030	1	白宁辰	1001	1	0	npc/human/gouhanshi	gouhanshi02	1	0	0	0	0	0	500	0	10000	1	0	0	0	0	0	0	0	0	0	1	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	npc/human/ccs	s_yanchensheng	gouhanshi02	0
10031	1	松启灵	1001	1	0	npc/human/meilisha	meilisha	1	0	0	0	0	0	500	0	10000	1	0	0	0	0	0	0	0	0	0	1	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	npc/human/ccs	s_yanchensheng	meilisha	0
10032	1	灵侍	1001	1	0	npc/human/jiaoshi	jiaoshi	1	0	0	0	0	0	500	0	10000	1	0	0	0	0	0	0	0	0	0	1	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	npc/human/ccs	s_yanchensheng	jiaoshi	0
10033	1	百里虚	1001	1	0	npc/human/tianhaiyaer	tianhaiyaer	1	0	0	0	0	0	500	0	10000	1	0	0	0	0	0	0	0	0	0	1	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	npc/human/ccs	s_yanchensheng	tianhaiyaer	0
10034	1	宗灵所学员	1001	1	0	npc/human/gouhanshi	gouhanshi02	1	0	0	0	0	0	500	0	10000	1	0	0	0	0	0	0	0	0	0	1	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	npc/human/ccs	s_yanchensheng	gouhanshi02	0
10035	1	赤曜司师妹	1001	1	0	npc/human/zhizhi	zhizhi01	1	0	0	0	0	0	500	0	10000	1	0	0	0	0	0	0	0	0	0	1	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	npc/human/nvzhu	s_yinyi	zhizhi01	0
10037	1	天孤神将	1001	1	0	npc/human/xushiji	xushiji	1	0	0	0	0	0	500	0	10000	1	0	0	0	0	0	0	0	0	0	1	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	npc/human/ccs	s_yanchensheng	xushiji	0
10041	1	小小	1001	1	0	npc/human/luoluo	yuling	1	0	0	0	0	0	500	0	10000	1	0	0	0	0	0	0	0	55901001	0	1	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	npc/human/nvzhu	s_yinyi	yuling	0
10042	1	公孙倾墨	1001	1	0	npc/human/gouhanshi	gouhanshi02	1	0	0	0	0	0	500	0	10000	1	0	0	0	0	0	0	0	0	0	1	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	npc/human/ccs	s_yanchensheng	gouhanshi02	0
10043	1	金门户	1001	1	0	npc/human/jinyulv	jinyulv	1	0	0	0	0	0	500	0	10000	1	0	0	0	0	0	0	0	55905001	0	1	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	npc/human/wangzhice	s_wangzhice	jinyulv	0
10044	1	大大	1001	1	0	npc/human/xuanyuanpo	xuanyuanpo	1	0	0	0	0	0	500	0	10000	1	0	0	0	0	0	0	0	0	0	1	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	npc/human/ccs	s_yanchensheng	xuanyuanpo	0
10045	1	道教院学员	1001	1	0	npc/human/lurenjia02	lurenjia02	1	0	0	0	0	0	500	0	10000	1	0	0	0	0	0	0	0	0	0	1	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	npc/human/ccs	s_yanchensheng	lurenjia02	0
10046	1	云凌子	1001	1	0	npc/human/wangzhice	wangzhice	1	0	0	0	0	0	0	0	10000	1.2	0	0	0	0	0	0	0	0	0	1	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	npc/human/ccs	s_yanchensheng	wangzhice	0
10047	1	李都护	1001	1	0	npc/human/xufuren	xufuren02	1	0	0	0	0	0	0	0	10000	1	0	0	0	0	0	0	0	0	0	1	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	npc/human/nvzhu	s_yinyi	xufuren02	0
10048	1	慕萧辰	1001	1	0	npc/human/tang	tangtang_bianse	1	0	0	0	0	0	500	0	10000	1	0	0	0	0	0	0	0	0	0	1	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	npc/human/ccs	s_yanchensheng	tangtang_bianse	0
10049	1	小贩	1001	1	0	npc/human/xinjiaoshi	xinjiaoshi01	1	0	0	0	0	0	500	0	10000	1	0	0	0	0	0	0	0	0	0	1	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	npc/human/ccs	s_yanchensheng	xinjiaoshi01	0
10050	1	星月阁	1001	1	0	npc/human/xinjiaoshi	xinjiaoshi01	1	0	0	0	0	0	500	0	10000	1	0	0	0	0	0	0	0	0	0	1	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	1	0	传送	0	0	0	0	npc/human/ccs	s_yanchensheng	xinjiaoshi01	0
10051	1	三合殿	1001	1	0	npc/human/chuansongyuan	chuansongyuan	1	0	0	0	0	0	500	0	10000	1	0	0	0	0	0	0	0	0	0	1	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	400000028	0	0	1	0	传送	0	0	0	0	npc/human/nvzhu	s_yinyi	chuansongyuan	0
10052	1	国子监	1001	1	0	npc/human/chuansongyuan	chuansongyuan	1	0	0	0	0	0	500	0	10000	1	0	0	0	0	0	0	0	0	0	1	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	400000029	0	0	1	0	传送	0	0	0	0	npc/human/nvzhu	s_yinyi	chuansongyuan	0
10053	1	西宫	1001	1	0	npc/human/chuansongyuan	chuansongyuan	1	0	0	0	0	0	500	0	10000	1	0	0	0	0	0	0	0	0	0	1	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	400000029	0	0	1	0	传送	0	0	0	0	npc/human/nvzhu	s_yinyi	chuansongyuan	0
10054	1	帮派驻地	1001	1	0	npc/human/chuansongyuan	chuansongyuan	1	0	0	0	0	0	500	0	10000	1	0	0	0	0	0	0	0	0	0	1	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	400000028	0	0	1	0	传送	0	0	0	0	npc/human/nvzhu	s_yinyi	chuansongyuan	0
10055	1	离开圣殿	1001	1	0	npc/human/chuansongyuan	chuansongyuan	1	0	0	0	0	0	500	0	10000	1	0	0	0	0	0	0	0	0	0	1	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	400000028	0	0	1	0	传送	0	0	0	0	npc/human/nvzhu	s_yinyi	chuansongyuan	0
10056	1	离开西宫	1001	1	0	npc/human/chuansongyuan	chuansongyuan	1	0	0	0	0	0	500	0	10000	1	0	0	0	0	0	0	0	0	0	1	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	400000029	0	0	1	0	传送	0	0	0	0	npc/human/nvzhu	s_yinyi	chuansongyuan	0
10057	1	离开帮派驻地	1001	1	0	npc/human/chuansongyuan	chuansongyuan	1	0	0	0	0	0	500	0	10000	1	0	0	0	0	0	0	0	0	0	1	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	400000029	0	0	1	0	传送	0	0	0	0	npc/human/nvzhu	s_yinyi	chuansongyuan	0
10058	1	慕府管家	1001	1	0	npc/human/xinjiaoshi	xinjiaoshi01	1	0	0	0	0	0	500	0	10000	1	0	0	0	0	0	0	0	0	0	1	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	npc/human/ccs	s_yanchensheng	xinjiaoshi01	0
10059	1	碎星阙学生	1001	1	0	npc/human/jiaoshi	jiaoshi_dazuo	1	0	0	0	0	0	0	0	10000	1.3	0	0	0	0	0	0	0	0	0	1	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	npc/human/ccs	s_yanchensheng	jiaoshi_dazuo	0
10060	1	训导	1001	1	0	npc/human/tiandaojiaoyu	tiandaojiaoyu	1	0	0	0	0	0	0	0	10000	1	0	0	0	0	0	0	0	0	0	1	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	npc/human/wangzhice	s_wangzhice	tiandaojiaoyu	0
10061	1	大唐士兵	1001	1	0	npc/human/shibing	shibing	1	0	0	0	0	0	0	0	10000	1	0	0	0	0	0	0	0	0	0	1	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	npc/human/ccs	s_yanchensheng	shibing	0
10062	1	大唐将士	1001	1	0	npc/human/shenjiang	shenjiang01	1	0	0	0	0	0	0	0	10000	1	0	0	0	0	0	0	0	0	0	1	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	npc/human/ccs	s_yanchensheng	shenjiang01	0
10063	1	圣教学生	1001	1	0	npc/human/lurenjia02	lurenjia02	1	0	0	0	0	0	0	0	10000	1	0	0	0	0	0	0	0	0	0	1	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	npc/human/ccs	s_yanchensheng	lurenjia02	0
10064	1	神秘商人	1001	1	0	npc/human/xinjiaoshi	shangdian	1	0	0	0	0	0	0	0	10000	1	0	0	0	0	0	0	0	0	0	1	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	1	0	神秘商店	0	0	0	0	npc/human/ccs	s_yanchensheng	shangdian	0
10065	1	面店老板	1001	1	0	npc/human/xinjiaoshi	xinjiaoshi01	1	0	0	0	0	0	0	0	10000	1	0	0	0	0	0	0	0	0	0	1	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	npc/human/ccs	s_yanchensheng	xinjiaoshi01	0
10066	1	富商大叔	1001	1	0	npc/human/xinjiaoshi	shangdian	1	0	0	0	0	0	0	0	10000	1	0	0	0	0	0	0	0	55904001	0	1	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	npc/human/ccs	s_yanchensheng	shangdian	0
10067	1	寄售行老板	1001	1	0	npc/human/xinjiaoshi	shangdian	1	0	0	0	0	0	0	0	10000	1	0	0	0	0	0	0	0	0	0	1	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	1	0	寄售行	0	0	0	0	npc/human/ccs	s_yanchensheng	shangdian	0
10068	1	车夫	1001	1	0	npc/human/xinjiaoshi	xinjiaoshi01	1	0	0	0	0	0	0	0	10000	1	0	0	0	0	0	0	0	0	0	1	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	400000002	0	0	1	0	传送	0	0	0	0	npc/human/ccs	s_yanchensheng	xinjiaoshi01	0
10069	1	客栈小二	1001	1	0	npc/human/xinjiaoshi	shangdian	1	0	0	0	0	0	0	0	10000	1	0	0	0	0	0	0	0	0	0	1	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	400000018	0	0	1	0	0	0	0	0	0	npc/human/ccs	s_yanchensheng	shangdian	0
10070	1	饰品老板	1001	1	0	npc/human/xinjiaoshi	shangdian	1	0	0	0	0	0	0	0	10000	1	0	0	0	0	0	0	0	0	0	1	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	400000032	0	0	1	0	0	0	0	0	0	npc/human/ccs	s_yanchensheng	shangdian	0
10071	1	粮仓老板	1001	1	0	npc/human/cangku	cangku	1	0	0	0	0	0	0	0	10000	1	0	0	0	0	0	0	0	0	0	1	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	400000032	0	0	1	0	0	0	0	0	0	npc/human/ccs	s_yanchensheng	cangku	0
10072	1	酒楼老板	1001	1	0	npc/human/xufuren	xufuren02	1	0	0	0	0	0	0	0	10000	1	0	0	0	0	0	0	0	0	0	1	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	npc/human/nvzhu	s_yinyi	xufuren02	0
10073	1	路人	1001	1	0	npc/human/lurenjia02	lurenjia02	1	0	0	0	0	0	0	0	10000	1	0	0	0	0	0	0	0	0	0	1	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	npc/human/ccs	s_yanchensheng	lurenjia02	0
10074	1	小女孩	1001	1	0	npc/human/shuanger	shuanger	1	0	0	0	0	0	0	0	10000	1	0	0	0	0	0	0	0	0	0	1	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	npc/human/nvzhu	s_yinyi	shuanger	0
10075	1	老妇人	1001	1	0	npc/human/ningpopo	ningpopo	1	0	0	0	0	0	0	0	10000	1	0	0	0	0	0	0	0	0	0	1	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	npc/human/nvzhu	s_yinyi	ningpopo	0
10076	1	兽族学生	1001	1	0	npc/human/xuanyuanpo	xuanyuanpo	1	0	0	0	0	0	0	0	10000	1	0	0	0	0	0	0	0	0	0	1	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	npc/human/ccs	s_yanchensheng	xuanyuanpo	0
10077	1	活动使者	1001	1	0	npc/human/xinjiaoshi	shangdian	1	0	0	0	0	0	0	0	10000	1	0	0	0	0	0	0	0	0	0	1	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	活动使者	0	0	0	0	npc/human/ccs	s_yanchensheng	shangdian	0
10078	1	求学考生	1001	1	0	npc/human/lurenjia02	lurenjia02	1	0	0	0	0	0	0	0	10000	1	0	0	0	0	0	0	0	0	0	1	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	npc/human/ccs	s_yanchensheng	lurenjia02	0
10079	1	浪荡剑客	1001	1	0	npc/human/tang	tangsanshiliu	1	0	0	0	0	0	0	0	10000	1	0	0	0	0	0	0	0	0	0	1	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	npc/human/ccs	s_yanchensheng	tangsanshiliu	0
10080	1	侠女	1001	1	0	npc/human/xuyourong	gongshou	1	0	0	0	0	0	0	0	10000	1	0	0	0	0	0	0	0	0	0	1	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	npc/human/nvzhu	s_yinyi	gongshou	0
10081	1	练功学生	1001	1	0	npc/human/lurenjia02	lurenjia02_wujian	1	0	0	0	0	0	0	0	10000	1	0	0	0	0	0	0	0	0	0	1	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	npc/human/ccs	s_yanchensheng	lurenjia02_wujian	0
10091	1	情报头子	1001	1	0	npc/human/heiyicike	heiyicike	1	0	0	0	0	0	0	0	10000	1	0	0	0	0	0	0	0	0	0	1	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	400000021	0	0	1	0	秘境	0	0	0	0	npc/human/wangzhice	s_wangzhice	heiyicike	0
10094	1	柴非	1001	1	0	npc/human/jinyulv	jinyulv	1	0	0	0	0	0	500	0	10000	1	0	0	0	0	0	0	0	0	0	1	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	1	0	剑池	0	0	4	<北斗神拳>	npc/human/wangzhice	s_wangzhice	jinyulv	0
10095	1	俞霜姑娘	1001	1	0	npc/human/moyu	moyu	1	0	0	0	0	0	500	0	10000	1	0	0	0	0	0	0	0	0	0	1	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	400000015	0	0	1	0	归墟	0	0	4	<倾城庄主>	npc/human/nvzhu	s_yinyi	moyu	0
10096	1	晓灵老人	1001	1	0	npc/human/jidaoren	jidaoren	1	0	0	0	0	0	500	0	10000	1	0	0	0	0	0	0	0	0	0	1	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	400000008	0	0	1	0	上古遗迹	0	0	4	<百晓生>	npc/human/wangzhice	s_wangzhice	jidaoren	0
10097	1	崇明殿下	1001	1	0	npc/human/zhuanghuanyu	zhuanghuanyu	1	0	0	0	0	0	500	0	10000	1	0	0	0	0	0	0	0	0	0	1	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	400000016	0	0	1	0	五人战场	0	0	4	<帝子芯的表哥>	npc/human/ccs	s_yanchensheng	zhuanghuanyu	0
10098	1	天魁神将	1001	1	0	npc/human/xuexingchuan	xuexingchuan	1	0	0	0	0	0	500	0	10000	1	0	0	0	0	0	0	0	0	0	1	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	400000006	0	0	1	0	夺宝奇兵	0	0	0	0	npc/human/ccs	s_yanchensheng	xuexingchuan	0
10099	1	天孤神将	1001	1	0	npc/human/xushiji	xushiji	1	0	0	0	0	0	500	0	10000	1	0	0	0	0	0	0	0	0	0	1	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	1	0	封魔塔	0	0	0	0	npc/human/ccs	s_yanchensheng	xushiji	0
10101	1	蒙面人	2001	2	0	npc/human/heiyicike	heiyicike	2	0	0	0	0	0	500	0	10010	1	0	0	0	0	0	0	0	0	0	1	1001	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	510000001	0	0	0	0	0	0	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	heiyicike	0
10102	1	丫鬟	1001	2	0	npc/human/shuanger	shuanger	1	0	0	0	0	0	500	0	10010	1	0	0	0	0	0	0	0	0	0	1	1001	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	510000003	0	0	0	0	0	0	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	shuanger	0
10103	1	家丁	1001	2	0	npc/human/lurenjia02	lurenjia02	2	0	0	0	0	0	500	0	10010	1	0	0	0	0	0	0	0	0	0	1	1001	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	510000001	0	0	0	0	0	0	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	lurenjia02	0
10104	1	余嬷嬷	2001	2	0	npc/human/ningpopo	ningpopo	2	0	0	0	0	0	500	0	10010	1	0	0	0	0	0	0	0	0	0	1	1001	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	510000003	0	0	0	0	0	0	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	ningpopo	0
10105	1	蒙面人	1011	2	0	npc/human/heiyicike	heiyicike	2	0	0	0	0	0	500	0	10010	1	0	0	0	0	0	0	0	0	0	2	1001	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	510000001	0	0	0	0	0	0	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	heiyicike	0
10106	1	讲书人	1001	1	0	npc/human/xueyuanlaoshi	xueyuanlaoshi	1	0	0	0	0	0	500	0	10000	1	0	0	0	0	0	0	0	0	0	1	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	npc/human/ccs	s_yanchensheng	xueyuanlaoshi	0
10107	1	锁龙守卫	1001	1	0	npc/human/xushiji	xushiji	1	0	0	0	0	0	500	0	10000	1	0	0	0	0	0	0	0	0	0	1	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	npc/human/ccs	s_yanchensheng	xushiji	0
10108	1	守护傀儡	1001	2	0	npc/human/xuexingchuan	xuexingchuan	1	0	0	0	0	0	500	0	10000	1	0	0	0	0	0	0	0	0	0	1	1001	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	npc/human/ccs	s_yanchensheng	xuexingchuan	0
10110	1	黑衣人	1011	5	1000	npc/human/heiyicike	heiyicike	2	0	0	0	0	0	0	0	10110	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	510000001	0	0	0	0	0	0	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	heiyicike	0
10111	1	大唐逃兵	1011	5	1000	npc/human/shibing	shibing	2	0	0	0	0	0	0	0	10110	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	510000001	0	0	0	0	0	0	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	shibing	0
10112	1	恶霸	1011	666	0	npc/animal/mozudaobing	mozudaobing02_1	2	0	0	0	0	0	0	0	10110	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	520000016	0	0	0	0	0	0	0	0	1	0	0	0	npc/human/zhuanghuanyu02	s_zhuanghuanyu	mozudaobing02_1	0
10113	1	剑客	1001	1	0	npc/human/tang	xinjiannan	1	0	0	0	0	0	500	0	10000	1	0	0	0	0	0	0	0	0	0	1	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	npc/human/ccs	s_yanchensheng	xinjiannan	0
10114	1	刀客	1001	1	0	npc/human/xuanyuanpo	xindaoke	1	0	0	0	0	0	500	0	10000	1	0	0	0	0	0	0	0	0	0	1	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	npc/human/ccs	s_yanchensheng	xindaoke	0
10115	1	弓手	1001	1	0	npc/human/xuyourong	xingongshou	1	0	0	0	0	0	500	0	10000	1	0	0	0	0	0	0	0	0	0	1	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	npc/human/nvzhu	s_yinyi	xingongshou	0
10116	1	琉璃	1001	1	0	npc/human/luoluo	xinyuling	1	0	0	0	0	0	500	0	10000	1	0	0	0	0	0	0	0	0	0	1	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	npc/human/nvzhu	s_yinyi	xinyuling	0
10117	1	尹呈	1001	1	0	npc/human/yuren	yuren01	1	0	0	0	0	0	500	0	10000	1	0	0	0	0	0	0	0	0	0	1	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	npc/human/ccs	s_yanchensheng	yuren01	0
10119	1	车夫	1001	1	0	npc/human/xinjiaoshi	xinjiaoshi01	1	0	0	0	0	0	0	0	10000	1	0	0	0	0	0	0	0	0	0	1	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	400000002	0	0	1	0	传送	0	0	0	0	npc/human/ccs	s_yanchensheng	xinjiaoshi01	0
