地图ID（公共地图ID要少于1000）	有效标志	地图名字	"地图类型(2单人普通历练，3单人精英历练；5001王城，5002新手村,5003夺旗，5004边境；10001MOBA3V3，10002世界BOSS，10003虚空之界，10004特殊虚空之界，10005教院驻地，10006剑池，破境副本10007,观灵阁服务器10012，10013巨兽，10014守望先锋MOBA，10015双路MOBA，10016新世界BOSS,10017盟主争夺战场，10018婚礼地图,10019九层妖塔,10020多人竞技场，10021转生副本,10022城池争夺战,10023神魔古墓，10024离线竞技场，10026武试准备场，10025夫妻副本，10027宝岛地宫,10028师徒副本,10029吃鸡副本,10030仙侣PK准备场,10031仙侣PK擂台，10032跨服吃鸡准备场,10033跨服吃鸡比赛场)"	队伍目标	地图路径	场景流水号（寻路相关，关联total_nav_name表，单人地图随便填个很大的值）	广播区域等级（0范围38.4*28.8，1范围10*10王城特殊处理了，2范围2000*2000，3范围8*8，4范围3*3）	最大横坐标	最大纵坐标	需要的最大人数（有需求的地图这个字段才有处理，攻城战为地图最大人数上限+单方人数上限不能超过该值一半）	需要的最小人数（MOBA检测的是单方人数）	需要的人物等级	需要的修为等级	状态限制ID	个人消耗限制ID	队长消耗限制ID	奖励次数限制ID	扫荡消耗	时间限制ID	复活点	副本超时时间	副本结束后持续时间	掉落ID1	掉落ID2	出生点	成就限制ID	奖励成就ID	副本buff	buff持续时间	"扩展功能，原轻功(0不可用轻功，1是可用轻功，2可以上坐骑，4坐骑可以飞，8经验衰减，16官员buff不生效，32是否可上交通坐骑,64是否根据固定的阵营关系计算PK关系，128灵兽是否出战，256是否允许队伍操作，512地图是否禁止祝福，1024是可用双人交互动作,2048原地复活是否可以加无敌）(只要可用轻功、坐骑可飞行、可上交通坐骑，服务器就不会做位置检测，可开加速)"	副本复活次数（现在只对服务器观灵阁有效）	三星成就（针对于服务器观灵阁生效）	进入地图触发事件（针对单人）	跳转地图读条时间	是否禁止PK（0不禁，1禁止）	阵营平衡阈值	阵营平衡人数差值	"副本进入方式（0个人队伍均可，这种不检测人数，不够就补其他的人或者机器人；1组队才能,组队才能匹配的需要检测人数，只有人数够了之后才能匹配；2个人匹配，只能个人匹配，组队点击的时候只会个人加入匹配队列）"	多少人开始分线，0代表不分线（仅公共地图可用）	异常回跳点	地图战利品等级	副本是否评分（0否，1是）	这个地图结束刷出的篝火NPC(个体ID)	地图最低战力	提升战力buffID	玩家这个副本的助战礼包的奖励id	副本正常跳出点（trans_pointID)	天地异变1天气	天地异变2天气	天地异变3天气	天地异变4天气	天地异变5天气	天地异变6天气	天地异变7天气	天地异变8天气	天地异变9天气	天地异变10天气
8175	1	虚无碑-第5关	10012	0	f_shouhu.txt	21	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	817501	600	30	0	0	817501	174	175	0	0	144	5	475	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	24	16	2	0	0	0	0
8176	1	虚无碑-第6关	10012	0	f_shouhu.txt	21	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	817601	600	30	0	0	817601	175	176	0	0	144	5	476	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	24	16	2	0	0	0	0
8177	1	虚无碑-第7关	10012	0	f_shouhu.txt	21	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	817701	600	30	0	0	817701	176	177	0	0	144	5	477	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	24	17	3	0	0	0	0
8178	1	虚无碑-第8关	10012	0	f_shouhu.txt	21	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	817801	600	30	0	0	817801	177	178	0	0	144	5	478	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	24	17	3	0	0	0	0
8179	1	虚无碑-第9关	10012	0	f_shouhu.txt	21	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	817901	600	30	0	0	817901	178	179	0	0	144	5	479	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	24	17	3	0	0	0	0
8180	1	虚无碑-第10关	10012	0	f_shouhu.txt	21	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	818001	600	30	0	0	818001	179	180	0	0	144	5	480	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	24	18	4	0	0	0	0
8181	1	劫炎碑-第1关	10012	0	f_yuanjiang.txt	11	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	818101	600	30	0	0	818101	180	181	0	0	144	5	481	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	24	18	4	0	0	0	0
8182	1	劫炎碑-第2关	10012	0	f_yuanjiang.txt	11	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	818201	600	30	0	0	818201	181	182	0	0	144	5	482	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	24	18	4	0	0	0	0
8183	1	劫炎碑-第3关	10012	0	f_yuanjiang.txt	11	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	818301	600	30	0	0	818301	182	183	0	0	144	5	483	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	24	19	5	0	0	0	0
8184	1	劫炎碑-第4关	10012	0	f_yuanjiang.txt	11	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	818401	600	30	0	0	818401	183	184	0	0	144	5	484	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	24	19	5	0	0	0	0
8185	1	劫炎碑-第5关	10012	0	f_yuanjiang.txt	11	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	818501	600	30	0	0	818501	184	185	0	0	144	5	485	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	24	19	5	0	0	0	0
8186	1	劫炎碑-第6关	10012	0	f_yuanjiang.txt	11	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	818601	600	30	0	0	818601	185	186	0	0	144	5	486	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	24	20	9	0	0	0	0
8187	1	劫炎碑-第7关	10012	0	f_yuanjiang.txt	11	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	818701	600	30	0	0	818701	186	187	0	0	144	5	487	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	24	20	9	0	0	0	0
8188	1	劫炎碑-第8关	10012	0	f_yuanjiang.txt	11	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	818801	600	30	0	0	818801	187	188	0	0	144	5	488	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	24	20	9	0	0	0	0
8189	1	劫炎碑-第9关	10012	0	f_yuanjiang.txt	11	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	818901	600	30	0	0	818901	188	189	0	0	144	5	489	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	24	21	10	0	0	0	0
8190	1	劫炎碑-第10关	10012	0	f_yuanjiang.txt	11	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	819001	600	30	0	0	819001	189	190	0	0	144	5	490	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	24	21	10	0	0	0	0
8191	1	战天碑-第1关	10012	0	f_mijing.txt	26	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	819101	600	30	0	0	819101	190	191	0	0	144	5	491	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	24	21	10	0	0	0	0
8192	1	战天碑-第2关	10012	0	f_mijing.txt	26	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	819201	600	30	0	0	819201	191	192	0	0	144	5	492	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	24	22	12	0	0	0	0
8193	1	战天碑-第3关	10012	0	f_mijing.txt	26	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	819301	600	30	0	0	819301	192	193	0	0	144	5	493	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	24	22	12	0	0	0	0
8194	1	战天碑-第4关	10012	0	f_mijing.txt	26	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	819401	600	30	0	0	819401	193	194	0	0	144	5	494	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	24	22	12	0	0	0	0
8195	1	战天碑-第5关	10012	0	f_mijing.txt	26	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	819501	600	30	0	0	819501	194	195	0	0	144	5	495	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	24	23	13	0	0	0	0
8196	1	战天碑-第6关	10012	0	f_mijing.txt	26	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	819601	600	30	0	0	819601	195	196	0	0	144	5	496	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	24	23	13	0	0	0	0
8197	1	战天碑-第7关	10012	0	f_mijing.txt	26	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	819701	600	30	0	0	819701	196	197	0	0	144	5	497	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	24	23	13	0	0	0	0
8198	1	战天碑-第8关	10012	0	f_mijing.txt	26	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	819801	600	30	0	0	819801	197	198	0	0	144	5	498	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	24	24	14	0	0	0	0
8199	1	战天碑-第9关	10012	0	f_mijing.txt	26	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	819901	600	30	0	0	819901	198	199	0	0	144	5	499	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	24	24	14	0	0	0	0
8200	1	战天碑-第10关	10012	0	f_mijing.txt	26	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	820001	600	30	0	0	820001	199	250	0	0	144	5	500	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	24	24	14	0	0	0	0
8201	1	飞虹碑-第1关	10012	0	f_xingkong.txt	23	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	820101	600	30	0	0	820101	250	261	0	0	144	5	501	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	24	24	15	1	0	0	0
8202	1	飞虹碑-第2关	10012	0	f_xingkong.txt	23	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	820201	600	30	0	0	820201	261	262	0	0	144	5	502	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	24	24	15	1	0	0	0
8203	1	飞虹碑-第3关	10012	0	f_xingkong.txt	23	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	820301	600	30	0	0	820301	262	263	0	0	144	5	503	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	24	24	15	1	0	0	0
8204	1	飞虹碑-第4关	10012	0	f_xingkong.txt	23	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	820401	600	30	0	0	820401	263	264	0	0	144	5	504	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	24	24	16	2	0	0	0
8205	1	飞虹碑-第5关	10012	0	f_xingkong.txt	23	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	820501	600	30	0	0	820501	264	265	0	0	144	5	505	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	24	24	16	2	0	0	0
8206	1	飞虹碑-第6关	10012	0	f_xingkong.txt	23	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	820601	600	30	0	0	820601	265	266	0	0	144	5	506	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	24	24	16	2	0	0	0
8207	1	飞虹碑-第7关	10012	0	f_xingkong.txt	23	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	820701	600	30	0	0	820701	266	267	0	0	144	5	507	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	24	24	17	3	0	0	0
8208	1	飞虹碑-第8关	10012	0	f_xingkong.txt	23	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	820801	600	30	0	0	820801	267	268	0	0	144	5	508	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	24	24	17	3	0	0	0
8209	1	飞虹碑-第9关	10012	0	f_xingkong.txt	23	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	820901	600	30	0	0	820901	268	269	0	0	144	5	509	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	24	24	17	3	0	0	0
8210	1	飞虹碑-第10关	10012	0	f_xingkong.txt	23	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	821001	600	30	0	0	821001	269	270	0	0	144	5	510	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	24	24	18	4	0	0	0
8211	1	琉焰碑-第1关	10012	0	f_shouhu.txt	21	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	821101	600	30	0	0	821101	270	271	0	0	144	5	511	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	24	24	18	4	0	0	0
8212	1	琉焰碑-第2关	10012	0	f_shouhu.txt	21	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	821201	600	30	0	0	821201	271	272	0	0	144	5	512	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	24	24	18	4	0	0	0
8213	1	琉焰碑-第3关	10012	0	f_shouhu.txt	21	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	821301	600	30	0	0	821301	272	273	0	0	144	5	513	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	24	24	19	5	0	0	0
8214	1	琉焰碑-第4关	10012	0	f_shouhu.txt	21	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	821401	600	30	0	0	821401	273	274	0	0	144	5	514	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	24	24	19	5	0	0	0
8215	1	琉焰碑-第5关	10012	0	f_shouhu.txt	21	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	821501	600	30	0	0	821501	274	275	0	0	144	5	515	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	24	24	19	5	0	0	0
8216	1	琉焰碑-第6关	10012	0	f_shouhu.txt	21	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	821601	600	30	0	0	821601	275	276	0	0	144	5	516	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	24	24	20	9	0	0	0
8217	1	琉焰碑-第7关	10012	0	f_shouhu.txt	21	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	821701	600	30	0	0	821701	276	277	0	0	144	5	517	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	24	24	20	9	0	0	0
8218	1	琉焰碑-第8关	10012	0	f_shouhu.txt	21	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	821801	600	30	0	0	821801	277	278	0	0	144	5	518	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	24	24	20	9	0	0	0
8219	1	琉焰碑-第9关	10012	0	f_shouhu.txt	21	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	821901	600	30	0	0	821901	278	279	0	0	144	5	519	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	24	24	21	10	0	0	0
8220	1	琉焰碑-第10关	10012	0	f_shouhu.txt	21	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	822001	600	30	0	0	822001	279	280	0	0	144	5	520	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	24	24	21	10	0	0	0
8221	1	霓霞碑-第1关	10012	0	f_yunshi.txt	40	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	822101	600	30	0	0	822101	280	281	0	0	144	5	521	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	24	24	21	10	0	0	0
8222	1	霓霞碑-第2关	10012	0	f_yunshi.txt	40	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	822201	600	30	0	0	822201	281	282	0	0	144	5	522	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	24	24	22	12	0	0	0
8223	1	霓霞碑-第3关	10012	0	f_yunshi.txt	40	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	822301	600	30	0	0	822301	282	283	0	0	144	5	523	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	24	24	22	12	0	0	0
8224	1	霓霞碑-第4关	10012	0	f_yunshi.txt	40	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	822401	600	30	0	0	822401	283	284	0	0	144	5	524	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	24	24	22	12	0	0	0
8225	1	霓霞碑-第5关	10012	0	f_yunshi.txt	40	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	822501	600	30	0	0	822501	284	285	0	0	144	5	525	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	24	24	23	13	0	0	0
8226	1	霓霞碑-第6关	10012	0	f_yunshi.txt	40	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	822601	600	30	0	0	822601	285	286	0	0	144	5	526	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	24	24	23	13	0	0	0
8227	1	霓霞碑-第7关	10012	0	f_yunshi.txt	40	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	822701	600	30	0	0	822701	286	287	0	0	144	5	527	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	24	24	23	13	0	0	0
8228	1	霓霞碑-第8关	10012	0	f_yunshi.txt	40	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	822801	600	30	0	0	822801	287	288	0	0	144	5	528	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	24	24	24	14	0	0	0
8229	1	霓霞碑-第9关	10012	0	f_yunshi.txt	40	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	822901	600	30	0	0	822901	288	289	0	0	144	5	529	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	24	24	24	14	0	0	0
8230	1	霓霞碑-第10关	10012	0	f_yunshi.txt	40	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	823001	600	30	0	0	823001	289	290	0	0	144	5	530	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	24	24	24	14	0	0	0
8231	1	XX4-第1关	10012	0	f_shenmogumu.txt	38	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	823101	600	30	0	0	823101	290	291	0	0	144	5	531	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	24	24	21	15	1	0	0
8232	1	XX4-第2关	10012	0	f_shenmogumu.txt	38	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	823201	600	30	0	0	823201	291	292	0	0	144	5	532	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	24	24	22	16	2	0	0
8233	1	XX4-第3关	10012	0	f_shenmogumu.txt	38	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	823301	600	30	0	0	823301	292	293	0	0	144	5	533	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	24	24	22	17	3	0	0
8234	1	XX4-第4关	10012	0	f_shenmogumu.txt	38	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	823401	600	30	0	0	823401	293	294	0	0	144	5	534	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	24	24	22	18	4	0	0
8235	1	XX4-第5关	10012	0	f_shenmogumu.txt	38	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	823501	600	30	0	0	823501	294	295	0	0	144	5	535	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	24	24	23	19	5	0	0
8236	1	XX4-第6关	10012	0	f_shenmogumu.txt	38	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	823601	600	30	0	0	823601	295	296	0	0	144	5	536	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	24	24	23	20	9	0	0
8237	1	XX4-第7关	10012	0	f_shenmogumu.txt	38	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	823701	600	30	0	0	823701	296	297	0	0	144	5	537	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	24	24	23	21	12	0	0
8238	1	XX4-第8关	10012	0	f_shenmogumu.txt	38	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	823801	600	30	0	0	823801	297	298	0	0	144	5	538	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	24	24	24	22	14	0	0
8239	1	XX4-第9关	10012	0	f_shenmogumu.txt	38	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	823901	600	30	0	0	823901	298	299	0	0	144	5	539	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	24	24	24	23	16	0	0
8240	1	XX4-第10关	10012	0	f_shenmogumu.txt	38	1	10000	10000	1	1	1	1	0	30108	0	0	31109	0	824001	600	30	0	0	824001	299	300	0	0	144	5	540	0	0	0	1000	100	0	0	1001	0	0	0	0	0	0	1002	24	24	24	24	24	24	24	20	0	0
9001	1	封魔塔	10009	0	fengmota.txt	18	1	10000	10000	1	1	1	1	90000095	0	0	0	0	0	900101	30000	30	0	0	900101	0	207	0	0	144	0	0	90012000	0	0	1000	100	0	0	1001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9002	1	封魔塔	10009	0	fengmota.txt	18	1	10000	10000	1	1	1	1	90000095	0	0	0	0	0	900201	30000	30	0	0	900201	0	207	0	0	144	0	0	90012000	0	0	1000	100	0	0	1001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9003	1	封魔塔	10009	0	fengmota.txt	18	1	10000	10000	1	1	1	1	90000095	0	0	0	0	0	900301	30000	30	0	0	900301	0	207	0	0	144	0	0	90012000	0	0	1000	100	0	0	1001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9004	1	封魔塔	10009	0	fengmota.txt	18	1	10000	10000	1	1	1	1	90000095	0	0	0	0	0	900401	30000	30	0	0	900401	0	207	0	0	144	0	0	90012000	0	0	1000	100	0	0	1001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9005	1	封魔塔	10009	0	fengmota.txt	18	1	10000	10000	1	1	1	1	90000095	0	0	0	0	0	900501	30000	30	0	0	900501	0	207	0	0	144	0	0	90012000	0	0	1000	100	0	0	1001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9006	1	封魔塔	10009	0	fengmota.txt	18	1	10000	10000	1	1	1	1	90000095	0	0	0	0	0	900601	30000	30	0	0	900601	0	207	0	0	144	0	0	90012000	0	0	1000	100	0	0	1001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9007	1	封魔塔	10009	0	fengmota.txt	18	1	10000	10000	1	1	1	1	90000095	0	0	0	0	0	900701	30000	30	0	0	900701	0	207	0	0	144	0	0	90012000	0	0	1000	100	0	0	1001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9008	1	封魔塔	10009	0	fengmota.txt	18	1	10000	10000	1	1	1	1	90000095	0	0	0	0	0	900801	30000	30	0	0	900801	0	207	0	0	144	0	0	90012000	0	0	1000	100	0	0	1001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9009	1	封魔塔	10009	0	fengmota.txt	18	1	10000	10000	1	1	1	1	90000095	0	0	0	0	0	900901	30000	30	0	0	900901	0	207	0	0	144	0	0	90012000	0	0	1000	100	0	0	1001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9010	1	封魔塔	10009	0	fengmota.txt	18	1	10000	10000	1	1	1	1	90000095	0	0	0	0	0	901001	30000	30	0	0	901001	0	207	0	0	144	0	0	90012000	0	0	1000	100	0	0	1001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9011	1	封魔塔	10009	0	fengmota.txt	18	1	10000	10000	1	1	1	1	90000095	0	0	0	0	0	901101	30000	30	0	0	901101	0	207	0	0	144	0	0	90012000	0	0	1000	100	0	0	1001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9012	1	封魔塔	10009	0	fengmota.txt	18	1	10000	10000	1	1	1	1	90000095	0	0	0	0	0	901201	30000	30	0	0	901201	0	207	0	0	144	0	0	90012000	0	0	1000	100	0	0	1001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9013	1	封魔塔	10009	0	fengmota.txt	18	1	10000	10000	1	1	1	1	90000095	0	0	0	0	0	901301	30000	30	0	0	901301	0	207	0	0	144	0	0	90012000	0	0	1000	100	0	0	1001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9014	1	封魔塔	10009	0	fengmota.txt	18	1	10000	10000	1	1	1	1	90000095	0	0	0	0	0	901401	30000	30	0	0	901401	0	207	0	0	144	0	0	90012000	0	0	1000	100	0	0	1001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9015	1	封魔塔	10009	0	fengmota.txt	18	1	10000	10000	1	1	1	1	90000095	0	0	0	0	0	901501	30000	30	0	0	901501	0	207	0	0	144	0	0	90012000	0	0	1000	100	0	0	1001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9016	1	封魔塔	10009	0	fengmota.txt	18	1	10000	10000	1	1	1	1	90000095	0	0	0	0	0	901601	30000	30	0	0	901601	0	207	0	0	144	0	0	90012000	0	0	1000	100	0	0	1001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9017	1	封魔塔	10009	0	fengmota.txt	18	1	10000	10000	1	1	1	1	90000095	0	0	0	0	0	901701	30000	30	0	0	901701	0	207	0	0	144	0	0	90012000	0	0	1000	100	0	0	1001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9018	1	封魔塔	10009	0	fengmota.txt	18	1	10000	10000	1	1	1	1	90000095	0	0	0	0	0	901801	30000	30	0	0	901801	0	207	0	0	144	0	0	90012000	0	0	1000	100	0	0	1001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9019	1	封魔塔	10009	0	fengmota.txt	18	1	10000	10000	1	1	1	1	90000095	0	0	0	0	0	901901	30000	30	0	0	901901	0	207	0	0	144	0	0	90012000	0	0	1000	100	0	0	1001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9020	1	封魔塔	10009	0	fengmota.txt	18	1	10000	10000	1	1	1	1	90000095	0	0	0	0	0	902001	30000	30	0	0	902001	0	207	0	0	144	0	0	90012000	0	0	1000	100	0	0	1001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
