装备ID(2位部位，2位职业，3位区分，1位颜色，1位流水)	有效标志位客户端无用	名称	部位(0武器，1衣服，2腰带，3裤子，4手套，5项链，6戒指，7护肩，8头盔，9鞋子,10翅膀，11VIP装备)	颜色(0白，1绿，2蓝，3紫，4金,5红,6暗金)	门派职业限制(0通用职业，11昆仑，21琉璃，31乾坤，41凤鸣)	等级下限	等级上限	境界下限	境界上限	表现类型	性别限制(0不限，1男，2女)	有效期限(填-1为无限期，单位秒)	允许续费(0到期删除，1到期不删除)	时间限制ID	允许超时(0不允许，1允许)	地点限制ID	允许离开(0不允许，1允许)	变身模板限制ID	绑定方式(0不绑定，1拾取绑，2使用绑)	出售设置(0随意出售，1提示出售，2不可出售)	出售货币	金币价格	鉴定规则ID	精炼规则ID	精炼上限	注魂规则ID	强化规则ID(1位颜色，1位类型，2位部位<0武器，1衣服，2腰带，3裤子，4手套，5项链，6戒指，7徽章，8头盔，9鞋子>，1位流水)	基础属性池ID	蓝色属性条数上限	附加属性池ID1	精炼属性池ID	魂装属性池ID	套装ID	模型路径(路径要用/，用\时，\n**会被识别为换行)	模型类别(0轻剑；1重剑；2弓；3飞剑)	模型缩放(浮点数)	男图标前景ID（后面要把名字改为FontImageID_male）	男图标背景ID（后面要把名字改成BackImageID_male）	装备特效规则ID(2部位+2为职业+3位等级，只有武器和衣服)	装备描述	武器攻击间隔	是否广播	掉落特效	来源对象ID	掉落飞入特效	拍卖分类	拍卖价格	装备法球属性池ID	掉落上品彰显状态限制1（走状态限制表，即满足状态限制之后才会在掉落的时候彰显出来，装备默认的上品紫光，极品橙光）	掉落极品彰显状态限制2（走状态限制表，即满足状态限制之后才会在掉落的时候彰显出来，装备默认的上品紫光，极品橙光）	宝石装备位域（1圆、2方、4正）	神器标识	神器特殊战力	神技BUFFID	神技BUFF几率（绝对几率，万分比，不足一万以一万为分母，单件装备为分子，超过一万以总值为分母，每次触发时去掉已CD的）	BUFF的CD（秒）	BUFF持续时间（毫秒）	神器单件激活所需部位	神器激活属性ID	女图标前景ID	女图标背景ID
21100170	1	莲歌带	2	7	11	4156	7200	0	999	211	0	-1	0	0	0	0	0	0	1	0	5	2000	71	1172	0	21100170	10020	10211700	3	30211700	0	0	0	0	0	1	0	11_0_2	0	莲日相映歌如风，洁身淡雅柔影翠。	1000	155643	1000033	21100170	1000004	0	0	0	60270000	60270001	7	0	0	0	0	0	0	-1	0	0	11_0_2
31100170	1	莲歌	3	7	11	4153	7200	0	999	311	0	-1	0	0	0	0	0	0	1	0	5	2000	71	1173	0	31100170	10030	10311700	3	30311700	0	0	0	0	0	1	0	11_0_3	0	莲日相映歌如风，洁身淡雅柔影翠。	1000	155643	1000029	31100170	1000004	0	0	0	60370000	60370001	7	0	0	0	0	0	0	-1	0	0	11_0_3
41100170	1	莲歌护腕	4	7	11	4155	7200	0	999	411	0	-1	0	0	0	0	0	0	1	0	5	1700	72	1174	0	41100170	10040	10411700	3	30411700	0	0	0	0	0	1	0	11_0_4	0	莲日相映歌如风，洁身淡雅柔影翠。	1000	147451	1000030	41100170	1000004	0	0	0	60470000	60470001	7	0	0	0	0	0	0	-1	0	0	11_0_4
51100170	1	月禅	5	7	11	4140	7200	0	999	511	0	-1	0	0	0	0	0	0	1	0	203	530	73	1175	0	51100170	10050	10511700	3	30511700	0	0	0	0	0	1	0	11_0_5	0	水月通禅寂，鱼龙听梵声。	1000	212987	1000031	51100170	1000004	0	0	0	60570000	60570001	7	0	0	0	0	0	0	-1	0	0	11_0_5
61100170	1	鱼声	6	7	11	4151	7200	0	999	611	0	-1	0	0	0	0	0	0	1	0	203	530	73	1176	0	61100170	10060	10611700	3	30611700	0	0	0	0	0	1	0	11_0_6	0	水月通禅寂，鱼龙听梵声。	1000	212987	1000028	61100170	1000004	0	0	0	60670000	60670001	7	0	0	0	0	0	0	-1	0	0	11_0_6
71100170	1	莲歌护肩	7	7	11	4145	7200	0	999	711	0	-1	0	0	0	0	0	0	1	0	5	1700	72	1177	0	71100170	10070	10711700	3	30711700	0	0	0	0	0	1	0	11_0_7	0	莲日相映歌如风，洁身淡雅柔影翠。	1000	147451	1000061	71100170	1000004	0	0	0	60770000	60770001	7	0	0	0	0	0	0	-1	0	0	11_0_7
81100170	1	莲歌帽	8	7	11	4144	7200	0	999	811	0	-1	0	0	0	0	0	0	1	0	5	1700	72	1178	0	81100170	10080	10811700	3	30811700	0	0	0	0	0	1	0	11_0_8	0	莲日相映歌如风，洁身淡雅柔影翠。	1000	147451	1000060	81100170	1000004	0	0	0	60870000	60870001	7	0	0	0	0	0	0	-1	0	0	11_0_8
91100170	1	莲歌靴	9	7	11	4159	7200	0	999	911	0	-1	0	0	0	0	0	0	1	0	5	1700	72	1179	0	91100170	10090	10911700	3	30911700	0	0	0	0	0	1	0	11_0_9	0	莲日相映歌如风，洁身淡雅柔影翠。	1000	147451	1000054	91100170	1000004	0	0	0	60970000	60970001	7	0	0	0	0	0	0	-1	0	0	11_0_9
1100180	1	洗墨	0	8	11	5160	7200	0	999	11	0	-1	0	0	0	0	0	0	1	0	5	2400	81	1180	0	1100180	10000	10011800	3	30011800	0	0	0	0	0	1	0	11_0_0	0	一剑一壶忆逍遥，梦中洗墨绘江河。	1000	155643	1000024	1100180	1000004	0	0	0	60080000	60080001	7	0	0	0	0	0	0	-1	0	0	11_0_0
11100180	1	梦溪衫	1	8	11	5166	7200	0	999	111	0	-1	0	0	0	0	0	0	1	0	5	2400	81	1181	0	11100180	10010	10111800	3	30111800	0	0	0	0	0	1	0	11_0_1	0	恍然梦中所游，碧溪潺潺。	1000	155643	1000032	11100180	1000004	0	0	0	60180000	60180001	7	0	0	0	0	0	0	-1	0	0	11_0_1
21100180	1	梦溪带	2	8	11	5176	7200	0	999	211	0	-1	0	0	0	0	0	0	1	0	5	2400	81	1182	0	21100180	10020	10211800	3	30211800	0	0	0	0	0	1	0	11_0_2	0	恍然梦中所游，碧溪潺潺。	1000	155643	1000033	21100180	1000004	0	0	0	60280000	60280001	7	0	0	0	0	0	0	-1	0	0	11_0_2
31100180	1	梦溪裤	3	8	11	5173	7200	0	999	311	0	-1	0	0	0	0	0	0	1	0	5	2400	81	1183	0	31100180	10030	10311800	3	30311800	0	0	0	0	0	1	0	11_0_3	0	恍然梦中所游，碧溪潺潺。	1000	155643	1000029	31100180	1000004	0	0	0	60380000	60380001	7	0	0	0	0	0	0	-1	0	0	11_0_3
41100180	1	梦溪护腕	4	8	11	5175	7200	0	999	411	0	-1	0	0	0	0	0	0	1	0	5	2000	82	1184	0	41100180	10040	10411800	3	30411800	0	0	0	0	0	1	0	11_0_4	0	恍然梦中所游，碧溪潺潺。	1000	147451	1000030	41100180	1000004	0	0	0	60480000	60480001	7	0	0	0	0	0	0	-1	0	0	11_0_4
51100180	1	泠露	5	8	11	5160	7200	0	999	511	0	-1	0	0	0	0	0	0	1	0	203	650	83	1185	0	51100180	10050	10511800	3	30511800	0	0	0	0	0	1	0	11_0_5	0	泠露泣冰，凛风入魅。	1000	212987	1000031	51100180	1000004	0	0	0	60580000	60580001	7	0	0	0	0	0	0	-1	0	0	11_0_5
61100180	1	泣冰	6	8	11	5171	7200	0	999	611	0	-1	0	0	0	0	0	0	1	0	203	650	83	1186	0	61100180	10060	10611800	3	30611800	0	0	0	0	0	1	0	11_0_6	0	泠露泣冰，凛风入魅。	1000	212987	1000028	61100180	1000004	0	0	0	60680000	60680001	7	0	0	0	0	0	0	-1	0	0	11_0_6
71100180	1	梦溪护肩	7	8	11	5165	7200	0	999	711	0	-1	0	0	0	0	0	0	1	0	5	2000	82	1187	0	71100180	10070	10711800	3	30711800	0	0	0	0	0	1	0	11_0_7	0	恍然梦中所游，碧溪潺潺。	1000	147451	1000061	71100180	1000004	0	0	0	60780000	60780001	7	0	0	0	0	0	0	-1	0	0	11_0_7
81100180	1	梦溪帽	8	8	11	5164	7200	0	999	811	0	-1	0	0	0	0	0	0	1	0	5	2000	82	1188	0	81100180	10080	10811800	3	30811800	0	0	0	0	0	1	0	11_0_8	0	恍然梦中所游，碧溪潺潺。	1000	147451	1000060	81100180	1000004	0	0	0	60880000	60880001	7	0	0	0	0	0	0	-1	0	0	11_0_8
91100180	1	梦溪靴	9	8	11	5179	7200	0	999	911	0	-1	0	0	0	0	0	0	1	0	5	2000	82	1189	0	91100180	10090	10911800	3	30911800	0	0	0	0	0	1	0	11_0_9	0	恍然梦中所游，碧溪潺潺。	1000	147451	1000054	91100180	1000004	0	0	0	60980000	60980001	7	0	0	0	0	0	0	-1	0	0	11_0_9
1100190	1	狱冰	0	9	11	6180	7200	0	999	11	0	-1	0	0	0	0	0	0	1	0	5	2800	91	1190	0	1100190	10000	10011900	3	30011900	0	0	0	0	0	1	0	11_0_0	0	鸿蒙始寒，天地狱冰。	1000	155643	1000024	1100190	1000004	0	0	0	60090000	60090001	7	0	0	0	0	0	0	-1	0	0	11_0_0
11100190	1	天阙衣	1	9	11	6186	7200	0	999	111	0	-1	0	0	0	0	0	0	1	0	5	2800	91	1191	0	11100190	10010	10111900	3	30111900	0	0	0	0	0	1	0	11_0_1	0	天阙游云万年梦，破空倒挂离恨天。	1000	155643	1000032	11100190	1000004	0	0	0	60190000	60190001	7	0	0	0	0	0	0	-1	0	0	11_0_1
21100190	1	天阙带	2	9	11	6196	7200	0	999	211	0	-1	0	0	0	0	0	0	1	0	5	2800	91	1192	0	21100190	10020	10211900	3	30211900	0	0	0	0	0	1	0	11_0_2	0	天阙游云万年梦，破空倒挂离恨天。	1000	155643	1000033	21100190	1000004	0	0	0	60290000	60290001	7	0	0	0	0	0	0	-1	0	0	11_0_2
31100190	1	天阙	3	9	11	6193	7200	0	999	311	0	-1	0	0	0	0	0	0	1	0	5	2800	91	1193	0	31100190	10030	10311900	3	30311900	0	0	0	0	0	1	0	11_0_3	0	天阙游云万年梦，破空倒挂离恨天。	1000	155643	1000029	31100190	1000004	0	0	0	60390000	60390001	7	0	0	0	0	0	0	-1	0	0	11_0_3
41100190	1	天阙护腕	4	9	11	6195	7200	0	999	411	0	-1	0	0	0	0	0	0	1	0	5	2400	92	1194	0	41100190	10040	10411900	3	30411900	0	0	0	0	0	1	0	11_0_4	0	天阙游云万年梦，破空倒挂离恨天。	1000	147451	1000030	41100190	1000004	0	0	0	60490000	60490001	7	0	0	0	0	0	0	-1	0	0	11_0_4
51100190	1	冰歌	5	9	11	6180	7200	0	999	511	0	-1	0	0	0	0	0	0	1	0	203	800	93	1195	0	51100190	10050	10511900	3	30511900	0	0	0	0	0	1	0	11_0_5	0	雪霁初晴，冰歌绕城。	1000	212987	1000031	51100190	1000004	0	0	0	60590000	60590001	7	0	0	0	0	0	0	-1	0	0	11_0_5
61100190	1	雪霁	6	9	11	6191	7200	0	999	611	0	-1	0	0	0	0	0	0	1	0	203	800	93	1196	0	61100190	10060	10611900	3	30611900	0	0	0	0	0	1	0	11_0_6	0	雪霁初晴，冰歌绕城。	1000	212987	1000028	61100190	1000004	0	0	0	60690000	60690001	7	0	0	0	0	0	0	-1	0	0	11_0_6
71100190	1	天阙护肩	7	9	11	6185	7200	0	999	711	0	-1	0	0	0	0	0	0	1	0	5	2400	92	1197	0	71100190	10070	10711900	3	30711900	0	0	0	0	0	1	0	11_0_7	0	天阙游云万年梦，破空倒挂离恨天。	1000	147451	1000061	71100190	1000004	0	0	0	60790000	60790001	7	0	0	0	0	0	0	-1	0	0	11_0_7
81100190	1	天阙盔	8	9	11	6184	7200	0	999	811	0	-1	0	0	0	0	0	0	1	0	5	2400	92	1198	0	81100190	10080	10811900	3	30811900	0	0	0	0	0	1	0	11_0_8	0	天阙游云万年梦，破空倒挂离恨天。	1000	147451	1000060	81100190	1000004	0	0	0	60890000	60890001	7	0	0	0	0	0	0	-1	0	0	11_0_8
91100190	1	天阙靴	9	9	11	6199	7200	0	999	911	0	-1	0	0	0	0	0	0	1	0	5	2400	92	1199	0	91100190	10090	10911900	3	30911900	0	0	0	0	0	1	0	11_0_9	0	天阙游云万年梦，破空倒挂离恨天。	1000	147451	1000054	91100190	1000004	0	0	0	60990000	60990001	7	0	0	0	0	0	0	-1	0	0	11_0_9
1101120	1	魂·邀月	0	2	11	20	7200	0	999	11	0	-1	0	0	0	0	0	0	1	0	5	2650	21	1120	0	1101120	10000	10011210	2	30011210	20011210	100011210	0	0	0	1	0	11_0_0h	0	松间邀月霓裳舞，月泉剑影独自怜。	1000	147467	1000024	1101120	1000004	0	0	0	60020000	60020001	7	0	0	0	0	0	0	-1	0	0	11_0_0h
11101120	1	魂·影泉衫	1	2	11	30	7200	0	999	111	0	-1	0	0	0	0	0	0	1	0	5	2650	21	1121	0	11101120	10010	10111210	2	30111210	20111210	100111210	0	0	0	1	0	11_0_1h	0	举杯邀明月，对影成三人。	1000	147467	1000032	11101120	1000004	0	0	0	60120000	60120001	7	0	0	0	0	0	0	-1	0	0	11_0_1h
21101120	1	魂·影泉带	2	2	11	50	7200	0	999	211	0	-1	0	0	0	0	0	0	1	0	5	2650	21	1122	0	21101120	10020	10211210	2	30211210	20211210	100211210	0	0	0	1	0	11_0_2h	0	举杯邀明月，对影成三人。	1000	147467	1000033	21101120	1000004	0	0	0	60220000	60220001	7	0	0	0	0	0	0	-1	0	0	11_0_2h
31101120	1	魂·影泉裤	3	2	11	40	7200	0	999	311	0	-1	0	0	0	0	0	0	1	0	5	2650	21	1123	0	31101120	10030	10311210	2	30311210	20311210	100311210	0	0	0	1	0	11_0_3h	0	举杯邀明月，对影成三人。	1000	147467	1000029	31101120	1000004	0	0	0	60320000	60320001	7	0	0	0	0	0	0	-1	0	0	11_0_3h
41101120	1	魂·影泉护腕	4	2	11	45	7200	0	999	411	0	-1	0	0	0	0	0	0	1	0	5	2200	22	1124	0	41101120	10040	10411210	2	30411210	20411210	100411210	0	0	0	1	0	11_0_4h	0	举杯邀明月，对影成三人。	1000	139291	1000030	41101120	1000004	0	0	0	60420000	60420001	7	0	0	0	0	0	0	-1	0	0	11_0_4h
51101120	1	魂·鲛泪	5	2	11	20	7200	0	999	511	0	-1	0	0	0	0	0	0	1	0	203	375	23	1125	0	51101120	10050	10511210	2	30511210	20511210	100511210	0	0	0	1	0	11_0_5h	0	鲛人在岸，对月流珠。	1000	204827	1000031	51101120	1000004	0	0	0	60520000	60520001	7	0	0	0	0	0	0	-1	0	0	11_0_5h
61101120	1	魂·星汉	6	2	11	38	7200	0	999	611	0	-1	0	0	0	0	0	0	1	0	203	375	23	1126	0	61101120	10060	10611210	2	30611210	20611210	100611210	0	0	0	1	0	11_0_6h	0	星汉灿烂，若出其中。	1000	204827	1000028	61101120	1000004	0	0	0	60620000	60620001	7	0	0	0	0	0	0	-1	0	0	11_0_6h
71101120	1	魂·影泉护肩	7	2	11	35	7200	0	999	711	0	-1	0	0	0	0	0	0	1	0	5	2200	22	1127	0	71101120	10070	10711210	2	30711210	20711210	100711210	0	0	0	1	0	11_0_7h	0	月来有剑影，泉鸣若琴心。	1000	139291	1000061	71101120	1000004	0	0	0	60720000	60720001	7	0	0	0	0	0	0	-1	0	0	11_0_7h
81101120	1	魂·影泉盔	8	2	11	25	7200	0	999	811	0	-1	0	0	0	0	0	0	1	0	5	2200	22	1128	0	81101120	10080	10811210	2	30811210	20811210	100811210	0	0	0	1	0	11_0_8h	0	月来有剑影，泉鸣若琴心。	1000	139291	1000060	81101120	1000004	0	0	0	60820000	60820001	7	0	0	0	0	0	0	-1	0	0	11_0_8h
91101120	1	魂·影泉靴	9	2	11	55	7200	0	999	911	0	-1	0	0	0	0	0	0	1	0	5	2200	22	1129	0	91101120	10090	10911210	2	30911210	20911210	100911210	0	0	0	1	0	11_0_9h	0	月来有剑影，泉鸣若琴心。	1000	139291	1000054	91101120	1000004	0	0	0	60920000	60920001	7	0	0	0	0	0	0	-1	0	0	11_0_9h
1101130	1	魂·紫电	0	3	11	60	7200	0	999	11	0	-1	0	0	0	0	0	0	1	0	5	4800	31	1130	6	1101130	10000	10011310	3	30011310	20011310	100011310	1	0	0	1	0	11_0_0h	0	悬剑如紫电，斩蛇有青霜。	1000	147483	1000024	1101130	1000004	0	0	0	60030000	60030001	7	0	0	0	0	0	0	-1	0	0	11_0_0h
11101130	1	魂·锋寒裳	1	3	11	66	7200	0	999	111	0	-1	0	0	0	0	0	0	1	0	5	4800	31	1131	6	11101130	10010	10111310	3	30111310	20111310	100111310	1	0	0	1	0	11_0_1h	0	青凛如霜，三尺锋寒。	1000	147483	1000032	11101130	1000004	0	0	0	60130000	60130001	7	0	0	0	0	0	0	-1	0	0	11_0_1h
21101130	1	魂·锋寒带	2	3	11	76	7200	0	999	211	0	-1	0	0	0	0	0	0	1	0	5	4800	31	1132	6	21101130	10020	10211310	3	30211310	20211310	100211310	1	0	0	1	0	11_0_2h	0	青凛如霜，三尺锋寒。	1000	147483	1000033	21101130	1000004	0	0	0	60230000	60230001	7	0	0	0	0	0	0	-1	0	0	11_0_2h
31101130	1	魂·锋寒裤	3	3	11	73	7200	0	999	311	0	-1	0	0	0	0	0	0	1	0	5	4800	31	1133	6	31101130	10030	10311310	3	30311310	20311310	100311310	1	0	0	1	0	11_0_3h	0	青凛如霜，三尺锋寒。	1000	147483	1000029	31101130	1000004	0	0	0	60330000	60330001	7	0	0	0	0	0	0	-1	0	0	11_0_3h
41101130	1	魂·锋寒护腕	4	3	11	75	7200	0	999	411	0	-1	0	0	0	0	0	0	1	0	5	4000	32	1134	6	41101130	10040	10411310	3	30411310	20411310	100411310	2	0	0	1	0	11_0_4h	0	青凛如霜，三尺锋寒。	1000	139323	1000030	41101130	1000004	0	0	0	60430000	60430001	7	0	0	0	0	0	0	-1	0	0	11_0_4h
51101130	1	魂·琴心	5	3	11	60	7200	0	999	511	0	-1	0	0	0	0	0	0	1	0	203	900	33	1135	6	51101130	10050	10511310	3	30511310	20511310	100511310	3	0	0	1	0	11_0_5h	0	高山流水，悠悠琴心。	1000	204859	1000031	51101130	1000004	0	0	0	60530000	60530001	7	0	0	0	0	0	0	-1	0	0	11_0_5h
61101130	1	魂·剑胆	6	3	11	71	7200	0	999	611	0	-1	0	0	0	0	0	0	1	0	203	900	33	1136	6	61101130	10060	10611310	3	30611310	20611310	100611310	3	0	0	1	0	11_0_6h	0	天地正气，不阿剑胆。	1000	204859	1000028	61101130	1000004	0	0	0	60630000	60630001	7	0	0	0	0	0	0	-1	0	0	11_0_6h
71101130	1	魂·锋寒护肩	7	3	11	65	7200	0	999	711	0	-1	0	0	0	0	0	0	1	0	5	4000	32	1137	6	71101130	10070	10711310	3	30711310	20711310	100711310	2	0	0	1	0	11_0_7h	0	青凛如霜，三尺锋寒。	1000	139323	1000061	71101130	1000004	0	0	0	60730000	60730001	7	0	0	0	0	0	0	-1	0	0	11_0_7h
81101130	1	魂·锋寒盔	8	3	11	64	7200	0	999	811	0	-1	0	0	0	0	0	0	1	0	5	4000	32	1138	6	81101130	10080	10811310	3	30811310	20811310	100811310	2	0	0	1	0	11_0_8h	0	青凛如霜，三尺锋寒。	1000	139323	1000060	81101130	1000004	0	0	0	60830000	60830001	7	0	0	0	0	0	0	-1	0	0	11_0_8h
91101130	1	魂·锋寒靴	9	3	11	79	7200	0	999	911	0	-1	0	0	0	0	0	0	1	0	5	4000	32	1139	6	91101130	10090	10911310	3	30911310	20911310	100911310	2	0	0	1	0	11_0_9h	0	青凛如霜，三尺锋寒。	1000	139323	1000054	91101130	1000004	0	0	0	60930000	60930001	7	0	0	0	0	0	0	-1	0	0	11_0_9h
1101140	1	魂·龙吟	0	4	11	1080	7200	0	999	11	0	-1	0	0	0	0	0	0	1	0	5	5500	41	1140	10	1101140	10000	10011410	3	30011410	20011410	100011410	1	0	0	1	0	11_0_0h	0	铁笛高吹夜孤城，虎啸龙吟剑争鸣。	1000	147515	1000024	1101140	1000004	0	0	0	60040000	60040001	7	0	0	0	0	0	0	-1	0	0	11_0_0h
11101140	1	魂·画龙衫	1	4	11	1086	7200	0	999	111	0	-1	0	0	0	0	0	0	1	0	5	5500	41	1141	10	11101140	10010	10111410	3	30111410	20111410	100111410	1	0	0	1	0	11_0_1h	0	勾龙在画，点墨有睛。虎啸山林，其色常白。	1000	147515	1000032	11101140	1000004	0	0	0	60140000	60140001	7	0	0	0	0	0	0	-1	0	0	11_0_1h
21101140	1	魂·画龙带	2	4	11	1096	7200	0	999	211	0	-1	0	0	0	0	0	0	1	0	5	5500	41	1142	10	21101140	10020	10211410	3	30211410	20211410	100211410	1	0	0	1	0	11_0_2h	0	勾龙在画，点墨有睛。虎啸山林，其色常白。	1000	147515	1000033	21101140	1000004	0	0	0	60240000	60240001	7	0	0	0	0	0	0	-1	0	0	11_0_2h
31101140	1	魂·画龙裤	3	4	11	1093	7200	0	999	311	0	-1	0	0	0	0	0	0	1	0	5	5500	41	1143	10	31101140	10030	10311410	3	30311410	20311410	100311410	1	0	0	1	0	11_0_3h	0	勾龙在画，点墨有睛。虎啸山林，其色常白。	1000	147515	1000029	31101140	1000004	0	0	0	60340000	60340001	7	0	0	0	0	0	0	-1	0	0	11_0_3h
41101140	1	魂·画龙护腕	4	4	11	1095	7200	0	999	411	0	-1	0	0	0	0	0	0	1	0	5	4500	42	1144	10	41101140	10040	10411410	3	30411410	20411410	100411410	2	0	0	1	0	11_0_4h	0	勾龙在画，点墨有睛。虎啸山林，其色常白。	1000	139387	1000030	41101140	1000004	0	0	0	60440000	60440001	7	0	0	0	0	0	0	-1	0	0	11_0_4h
51101140	1	魂·海魂	5	4	11	1080	7200	0	999	511	0	-1	0	0	0	0	0	0	1	0	203	1650	43	1145	10	51101140	10050	10511410	3	30511410	20511410	100511410	3	0	0	1	0	11_0_5h	0	蜃气结月楼，中有海魂啸。	1000	204923	1000031	51101140	1000004	0	0	0	60540000	60540001	7	0	0	0	0	0	0	-1	0	0	11_0_5h
61101140	1	魂·如山	6	4	11	1091	7200	0	999	611	0	-1	0	0	0	0	0	0	1	0	203	1650	43	1146	10	61101140	10060	10611410	3	30611410	20611410	100611410	3	0	0	1	0	11_0_6h	0	逸气棱棱凌九区，白璧如山谁敢沽。	1000	204923	1000028	61101140	1000004	0	0	0	60640000	60640001	7	0	0	0	0	0	0	-1	0	0	11_0_6h
71101140	1	魂·画龙护肩	7	4	11	1085	7200	0	999	711	0	-1	0	0	0	0	0	0	1	0	5	4500	42	1147	10	71101140	10070	10711410	3	30711410	20711410	100711410	2	0	0	1	0	11_0_7h	0	勾龙在画，点墨有睛。虎啸山林，其色常白。	1000	139387	1000061	71101140	1000004	0	0	0	60740000	60740001	7	0	0	0	0	0	0	-1	0	0	11_0_7h
81101140	1	魂·画龙盔	8	4	11	1084	7200	0	999	811	0	-1	0	0	0	0	0	0	1	0	5	4500	42	1148	10	81101140	10080	10811410	3	30811410	20811410	100811410	2	0	0	1	0	11_0_8h	0	勾龙在画，点墨有睛。虎啸山林，其色常白。	1000	139387	1000060	81101140	1000004	0	0	0	60840000	60840001	7	0	0	0	0	0	0	-1	0	0	11_0_8h
91101140	1	魂·画龙靴	9	4	11	1099	7200	0	999	911	0	-1	0	0	0	0	0	0	1	0	5	4500	42	1149	10	91101140	10090	10911410	3	30911410	20911410	100911410	2	0	0	1	0	11_0_9h	0	勾龙在画，点墨有睛。虎啸山林，其色常白。	1000	139387	1000054	91101140	1000004	0	0	0	60940000	60940001	7	0	0	0	0	0	0	-1	0	0	11_0_9h
1101150	1	魂·冰魄	0	5	11	2100	7200	0	999	11	0	-1	0	0	0	0	0	0	1	0	5	6500	51	1150	10	1101150	10000	10011510	3	30011510	20011510	100011510	1	0	0	1	0	11_0_0h	0	冰魄君子心，寒光凛天志。	1000	147579	1000024	1101150	1000004	0	0	0	60050000	60050001	7	0	0	0	0	0	0	-1	0	0	11_0_0h
11101150	1	魂·寒光裳	1	5	11	2106	7200	0	999	111	0	-1	0	0	0	0	0	0	1	0	5	6500	51	1151	10	11101150	10010	10111510	3	30111510	20111510	100111510	1	0	0	1	0	11_0_1h	0	当风剑舞，寒光照衣。	1000	147579	1000032	11101150	1000004	0	0	0	60150000	60150001	7	0	0	0	0	0	0	-1	0	0	11_0_1h
21101150	1	魂·寒光带	2	5	11	2116	7200	0	999	211	0	-1	0	0	0	0	0	0	1	0	5	6500	51	1152	10	21101150	10020	10211510	3	30211510	20211510	100211510	1	0	0	1	0	11_0_2h	0	当风剑舞，寒光照衣。	1000	147579	1000033	21101150	1000004	0	0	0	60250000	60250001	7	0	0	0	0	0	0	-1	0	0	11_0_2h
31101150	1	魂·寒光裤	3	5	11	2113	7200	0	999	311	0	-1	0	0	0	0	0	0	1	0	5	6500	51	1153	10	31101150	10030	10311510	3	30311510	20311510	100311510	1	0	0	1	0	11_0_3h	0	当风剑舞，寒光照衣。	1000	147579	1000029	31101150	1000004	0	0	0	60350000	60350001	7	0	0	0	0	0	0	-1	0	0	11_0_3h
41101150	1	魂·寒光护腕	4	5	11	2115	7200	0	999	411	0	-1	0	0	0	0	0	0	1	0	5	5500	52	1154	10	41101150	10040	10411510	3	30411510	20411510	100411510	2	0	0	1	0	11_0_4h	0	当风剑舞，寒光照衣。	1000	139515	1000030	41101150	1000004	0	0	0	60450000	60450001	7	0	0	0	0	0	0	-1	0	0	11_0_4h
51101150	1	魂·暖坠	5	5	11	2100	7200	0	999	511	0	-1	0	0	0	0	0	0	1	0	203	1750	53	1155	10	51101150	10050	10511510	3	30511510	20511510	100511510	3	0	0	1	0	11_0_5h	0	须臾风日暖，处处皆飘坠。	1000	205051	1000031	51101150	1000004	0	0	0	60550000	60550001	7	0	0	0	0	0	0	-1	0	0	11_0_5h
61101150	1	魂·照影	6	5	11	2111	7200	0	999	611	0	-1	0	0	0	0	0	0	1	0	203	1750	53	1156	10	61101150	10060	10611510	3	30611510	20611510	100611510	3	0	0	1	0	11_0_6h	0	照来池上影，恰似未生前。	1000	205051	1000028	61101150	1000004	0	0	0	60650000	60650001	7	0	0	0	0	0	0	-1	0	0	11_0_6h
71101150	1	魂·寒光护肩	7	5	11	2105	7200	0	999	711	0	-1	0	0	0	0	0	0	1	0	5	5500	52	1157	10	71101150	10070	10711510	3	30711510	20711510	100711510	2	0	0	1	0	11_0_7h	0	当风剑舞，寒光照衣。	1000	139515	1000061	71101150	1000004	0	0	0	60750000	60750001	7	0	0	0	0	0	0	-1	0	0	11_0_7h
81101150	1	魂·寒光盔	8	5	11	2104	7200	0	999	811	0	-1	0	0	0	0	0	0	1	0	5	5500	52	1158	10	81101150	10080	10811510	3	30811510	20811510	100811510	2	0	0	1	0	11_0_8h	0	当风剑舞，寒光照衣。	1000	139515	1000060	81101150	1000004	0	0	0	60850000	60850001	7	0	0	0	0	0	0	-1	0	0	11_0_8h
91101150	1	魂·寒光靴	9	5	11	2119	7200	0	999	911	0	-1	0	0	0	0	0	0	1	0	5	5500	52	1159	10	91101150	10090	10911510	3	30911510	20911510	100911510	2	0	0	1	0	11_0_9h	0	当风剑舞，寒光照衣。	1000	139515	1000054	91101150	1000004	0	0	0	60950000	60950001	7	0	0	0	0	0	0	-1	0	0	11_0_9h
1101160	1	魂·红尘	0	6	11	3120	7200	0	999	11	0	-1	0	0	0	0	0	0	1	0	5	8500	61	1160	10	1101160	10000	10011610	3	30011610	20011610	100011610	1	0	0	1	0	11_0_0h	0	青史几番梦，红尘奇才少。	1000	155643	1000024	1101160	1000004	0	0	0	60060000	60060001	7	0	0	0	0	0	0	-1	0	0	11_0_0h
