强化规则ID(1位颜色，1位类型，2位部位<0武器，1衣服，2腰带，3裤子，4手套，5项链，6戒指，7徽章，8头盔，9鞋子>，1位流水)	有效标志	强化等级	等级限制	消耗货币类型(0不耗货币，200经验，201修为，202金币，203绑金，204元宝，205绑元)<填0的时候，不会扣除货币，但仍然会根据消耗货币数量字段去做累积积分的计算，以便做强化继承>	消耗货币数量<同时也是计算继承时需要用的累积积分>	消耗道具ID	消耗道具数量	提升比例系数(万分比)	剑客提升固定值1	剑客提升固定值2	剑客提升固定值3	御灵提升固定值4	御灵提升固定值5	御灵提升固定值6	刀客提升固定值7	刀客提升固定值8	刀客提升固定值9	弓手提升固定值10	弓手提升固定值11	弓手提升固定值12	强化成功率	成功率增量	强化暴击率	强化激活主键	强化激活副键	增加战力值	基础概率作假系数1	基础概率作假系数2	基础概率作假系数3	基础概率作假系数4	基础概率作假系数5	基础概率作假系数6	基础概率作假系数7	基础概率作假系数8	基础概率作假系数9	基础概率作假系数10	失败加成作假系数1	失败加成作假系数2	失败加成作假系数3	失败加成作假系数4	失败加成作假系数5	失败加成作假系数6	失败加成作假系数7	失败加成作假系数8	失败加成作假系数9	失败加成作假系数10	必成积分阈值	下级激活属性显示(如果不是-1，要配置强化激活显示的下级等级)
10000	1	93	6180	203	400000	400400104	4	55800	15174	0	0	13657	0	0	11381	0	0	18968	0	0	4000	1000	0	0	0	176053	0	0	0	0	0	0	0	6000	10000	10000	16667	16667	16667	16667	16667	16667	16667	12667	10000	10000	2000	-1
10000	1	94	6180	203	410000	400400104	4	56400	15833	0	0	14250	0	0	11875	0	0	19791	0	0	3000	1000	0	0	0	189847	0	0	0	0	0	0	0	6000	10000	10000	14286	14286	14286	14286	14286	14286	14286	11714	10000	10000	2000	-1
10000	1	95	6190	203	420000	400400104	4	57000	16492	0	0	14843	0	0	12369	0	0	20615	0	0	3000	1000	0	0	0	203641	0	0	0	0	0	0	0	2000	8000	10000	14286	14286	14286	14286	14286	14286	14286	13429	10857	10000	2000	-1
10000	1	96	6190	203	430000	400400104	4	57600	17151	0	0	15436	0	0	12863	0	0	21439	0	0	2500	1000	0	0	0	217434	0	0	0	0	0	0	0	2000	8000	10000	12500	12500	12500	12500	12500	12500	12500	11875	10000	10000	3000	-1
10000	1	97	6190	203	430000	400400104	4	58200	17810	0	0	16029	0	0	13358	0	0	22263	0	0	2500	1000	0	0	0	231228	0	0	0	0	0	0	0	2000	8000	10000	12500	12500	12500	12500	12500	12500	12500	11875	10000	10000	3000	-1
10000	1	98	6190	203	440000	400400104	4	58800	18469	0	0	16622	0	0	13852	0	0	23086	0	0	2000	1000	0	0	0	245022	0	0	0	0	0	0	0	2000	8000	10000	12500	12500	12500	12500	12500	12500	12500	12000	10500	10000	3000	-1
10000	1	99	6190	203	450000	400400104	4	59400	19128	0	0	17215	0	0	14346	0	0	23910	0	0	2000	1000	0	0	0	258816	0	0	0	0	0	0	0	2000	8000	10000	12500	12500	12500	12500	12500	12500	12500	12000	10500	10000	3000	-1
10000	1	100	-1	0	460000	0	0	60000	19787	0	0	17808	0	0	14840	0	0	24734	0	0	0	1000	0	0	0	272610	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	0	-1
10010	1	0	10	203	450	400400100	3	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	1000	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	0	-1
10010	1	1	10	203	680	400400100	3	600	35	0	0	35	0	0	39	0	0	28	0	0	10000	1000	0	0	0	35	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	0	-1
10010	1	2	10	203	900	400400100	3	1200	70	0	0	70	0	0	77	0	0	56	0	0	10000	1000	0	0	0	71	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10010	1	3	10	203	1100	400400100	3	1800	106	0	0	106	0	0	117	0	0	85	0	0	10000	1000	0	0	0	106	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10010	1	4	10	203	1400	400400100	3	2400	142	0	0	142	0	0	156	0	0	114	0	0	10000	1000	0	0	0	142	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10010	1	5	40	203	1600	400400100	3	3000	177	0	0	177	0	0	195	0	0	142	0	0	9000	1000	0	0	0	177	10000	10000	15000	20000	20000	20000	20000	20000	20000	20000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10010	1	6	40	203	1800	400400100	3	3600	213	0	0	213	0	0	234	0	0	170	0	0	8500	1000	0	0	0	227	10000	10000	15000	20000	20000	20000	20000	20000	20000	20000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10010	1	7	40	203	2000	400400100	3	4200	248	0	0	248	0	0	273	0	0	198	0	0	8500	1000	0	0	0	276	10000	10000	15000	20000	20000	20000	20000	20000	20000	20000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10010	1	8	40	203	2300	400400100	3	4800	284	0	0	284	0	0	312	0	0	227	0	0	8000	1000	0	0	0	326	10000	10000	15000	20000	20000	20000	20000	20000	20000	20000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10010	1	9	40	203	2500	400400100	3	5400	319	0	0	319	0	0	351	0	0	255	0	0	8000	1000	0	0	0	375	10000	10000	15000	20000	20000	20000	20000	20000	20000	20000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10010	1	10	40	203	2600	400400100	3	6000	355	0	0	355	0	0	391	0	0	284	0	0	7500	1000	0	0	0	425	10000	10000	15000	20000	20000	20000	20000	20000	20000	20000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10010	1	11	40	203	3800	400400100	3	6600	390	0	0	390	0	0	429	0	0	312	0	0	7500	1000	0	0	0	487	10000	10000	15000	20000	20000	20000	20000	20000	20000	20000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10010	1	12	40	203	4900	400400100	3	7200	426	0	0	426	0	0	469	0	0	341	0	0	7000	1000	0	0	0	548	10000	10000	15000	20000	20000	20000	20000	20000	20000	20000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10010	1	13	40	203	6000	400400100	3	7800	461	0	0	461	0	0	507	0	0	369	0	0	7000	1000	0	0	0	610	10000	10000	15000	20000	20000	20000	20000	20000	20000	20000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10010	1	14	40	203	7100	400400100	3	8400	497	0	0	497	0	0	547	0	0	398	0	0	6000	1000	0	0	0	671	10000	10000	15000	20000	20000	20000	20000	20000	20000	20000	10000	10000	2500	10000	10000	10000	10000	10000	10000	10000	2000	-1
10010	1	15	40	203	8300	400400100	3	9000	532	0	0	532	0	0	585	0	0	426	0	0	6000	1000	0	0	0	733	8000	10000	10000	15000	20000	20000	20000	20000	20000	20000	13000	10000	10000	2500	10000	10000	10000	10000	10000	10000	2000	-1
10010	1	16	40	203	9400	400400100	3	9600	567	0	0	567	0	0	624	0	0	454	0	0	5000	1000	0	0	0	795	8000	10000	10000	15000	20000	20000	20000	20000	20000	20000	12000	10000	10000	5000	10000	10000	10000	10000	10000	10000	2000	-1
10010	1	17	40	203	11000	400400100	3	10200	603	0	0	603	0	0	663	0	0	482	0	0	5000	1000	0	0	0	856	8000	10000	10000	15000	20000	20000	20000	20000	20000	20000	12000	10000	10000	5000	10000	10000	10000	10000	10000	10000	2000	-1
10010	1	18	40	203	12000	400400100	3	10800	639	0	0	639	0	0	703	0	0	511	0	0	4000	1000	0	0	0	918	8000	10000	10000	15000	20000	20000	20000	20000	20000	20000	11333	10000	10000	6667	3333	3333	3333	3333	3333	3333	2000	-1
10010	1	19	40	203	13000	400400100	3	11400	674	0	0	674	0	0	741	0	0	539	0	0	4000	1000	0	0	0	979	8000	10000	10000	15000	20000	20000	20000	20000	20000	20000	11333	10000	10000	6667	3333	3333	3333	3333	3333	3333	2000	-1
10010	1	20	40	203	14000	400400101	3	12000	710	0	0	710	0	0	781	0	0	568	0	0	10000	1000	0	0	0	1041	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	0	-1
10010	1	21	40	203	14000	400400101	3	12600	755	0	0	755	0	0	831	0	0	604	0	0	10000	1000	0	0	0	1145	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	0	-1
10010	1	22	40	203	15000	400400101	3	13200	802	0	0	802	0	0	882	0	0	642	0	0	9000	1000	0	0	0	1249	6000	10000	10000	15000	20000	20000	20000	20000	20000	20000	46000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10010	1	23	40	203	16000	400400101	3	13800	848	0	0	848	0	0	933	0	0	678	0	0	9000	1000	0	0	0	1352	6000	10000	10000	15000	20000	20000	20000	20000	20000	20000	46000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10010	1	24	40	203	17000	400400101	3	14400	894	0	0	894	0	0	983	0	0	715	0	0	8000	1000	0	0	0	1456	6000	10000	10000	15000	20000	20000	20000	20000	20000	20000	26000	10000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10010	1	25	50	203	17000	400400101	3	15000	940	0	0	940	0	0	1034	0	0	752	0	0	8000	1000	0	0	0	1560	2000	8000	10000	10000	15000	20000	20000	20000	20000	20000	42000	18000	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10010	1	26	50	203	18000	400400101	3	15600	986	0	0	986	0	0	1085	0	0	789	0	0	7000	1000	0	0	0	1664	2000	8000	10000	10000	15000	20000	20000	20000	20000	20000	28667	14667	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10010	1	27	50	203	19000	400400101	3	16200	1032	0	0	1032	0	0	1135	0	0	826	0	0	7000	1000	0	0	0	1768	2000	8000	10000	10000	15000	20000	20000	20000	20000	20000	28667	14667	10000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10010	1	28	50	203	20000	400400101	3	16800	1078	0	0	1078	0	0	1186	0	0	862	0	0	6000	1000	0	0	0	1871	2000	8000	10000	10000	15000	20000	20000	20000	20000	20000	22000	13000	10000	10000	2500	10000	10000	10000	10000	10000	2000	-1
10010	1	29	50	203	20000	400400101	3	17400	1123	0	0	1123	0	0	1235	0	0	898	0	0	6000	1000	0	0	0	1975	2000	8000	10000	10000	15000	20000	20000	20000	20000	20000	22000	13000	10000	10000	2500	10000	10000	10000	10000	10000	2000	-1
10010	1	30	60	203	22000	400400101	3	18000	1170	0	0	1170	0	0	1287	0	0	936	0	0	5000	1000	0	0	0	2079	0	6000	10000	10000	15000	20000	20000	20000	20000	20000	20000	14000	10000	10000	5000	10000	10000	10000	10000	10000	2000	-1
10010	1	31	60	203	23000	400400101	3	18600	1224	0	0	1224	0	0	1346	0	0	979	0	0	5000	1000	0	0	0	2279	0	6000	10000	10000	15000	20000	20000	20000	20000	20000	20000	14000	10000	10000	5000	10000	10000	10000	10000	10000	2000	-1
10010	1	32	60	203	24000	400400101	3	19200	1279	0	0	1279	0	0	1407	0	0	1023	0	0	4000	1000	0	0	0	2479	0	6000	10000	10000	15000	20000	20000	20000	20000	20000	16667	12667	10000	10000	6667	3333	3333	3333	3333	3333	2000	-1
10010	1	33	60	203	26000	400400101	3	19800	1333	0	0	1333	0	0	1466	0	0	1066	0	0	4000	1000	0	0	0	2678	0	6000	10000	10000	15000	20000	20000	20000	20000	20000	16667	12667	10000	10000	6667	3333	3333	3333	3333	3333	2000	-1
10010	1	34	60	203	27000	400400101	3	20400	1388	0	0	1388	0	0	1527	0	0	1110	0	0	3000	1000	0	0	0	2878	0	6000	10000	10000	15000	20000	20000	20000	20000	20000	14286	11714	10000	10000	7857	5714	5714	5714	5714	5714	2000	-1
10010	1	35	70	203	28000	400400101	3	21000	1442	0	0	1442	0	0	1586	0	0	1154	0	0	3000	1000	0	0	0	3078	0	2000	8000	10000	10000	15000	20000	20000	20000	20000	14286	13429	10857	10000	10000	7857	5714	5714	5714	5714	2000	-1
10010	1	36	70	203	29000	400400101	3	21600	1497	0	0	1497	0	0	1647	0	0	1198	0	0	2500	1000	0	0	0	3278	0	2000	8000	10000	10000	15000	20000	20000	20000	20000	12500	11875	10000	10000	10000	7813	6250	6250	6250	6250	3000	-1
10010	1	37	70	203	30000	400400101	3	22200	1551	0	0	1551	0	0	1706	0	0	1241	0	0	2500	1000	0	0	0	3478	0	2000	8000	10000	10000	15000	20000	20000	20000	20000	12500	11875	10000	10000	10000	7813	6250	6250	6250	6250	3000	-1
10010	1	38	70	203	31000	400400101	3	22800	1605	0	0	1605	0	0	1766	0	0	1284	0	0	2000	1000	0	0	0	3677	0	2000	8000	10000	10000	15000	20000	20000	20000	20000	12500	12000	10500	10000	10000	8750	7500	7500	7500	7500	3000	-1
10010	1	39	70	203	32000	400400101	3	23400	1660	0	0	1660	0	0	1826	0	0	1328	0	0	2000	1000	0	0	0	3877	0	2000	8000	10000	10000	15000	20000	20000	20000	20000	12500	12000	10500	10000	10000	8750	7500	7500	7500	7500	3000	-1
10010	1	40	1080	203	38000	400400102	3	24000	1714	0	0	1714	0	0	1885	0	0	1371	0	0	10000	1000	0	0	0	4077	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	0	-1
10010	1	41	1080	203	40000	400400102	3	24600	1779	0	0	1779	0	0	1957	0	0	1423	0	0	10000	1000	0	0	0	4418	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	0	-1
10010	1	42	1080	203	42000	400400102	3	25200	1843	0	0	1843	0	0	2027	0	0	1474	0	0	9000	1000	0	0	0	4758	0	0	6000	10000	10000	15000	20000	20000	20000	20000	100000	100000	46000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10010	1	43	1080	203	44000	400400102	3	25800	1907	0	0	1907	0	0	2098	0	0	1526	0	0	9000	1000	0	0	0	5099	0	0	6000	10000	10000	15000	20000	20000	20000	20000	100000	100000	46000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10010	1	44	1080	203	47000	400400102	3	26400	1970	0	0	1970	0	0	2167	0	0	1576	0	0	8000	1000	0	0	0	5439	0	0	6000	10000	10000	15000	20000	20000	20000	20000	50000	50000	26000	10000	10000	10000	10000	10000	10000	10000	1000	-1
10010	1	45	1090	203	49000	400400102	3	27000	2035	0	0	2035	0	0	2239	0	0	1628	0	0	8000	1000	0	0	0	5780	0	0	2000	8000	10000	10000	15000	20000	20000	20000	50000	50000	42000	18000	10000	10000	10000	10000	10000	10000	1000	-1
10010	1	46	1090	203	51000	400400102	3	27600	2099	0	0	2099	0	0	2309	0	0	1679	0	0	7000	1000	0	0	0	6121	0	0	2000	8000	10000	10000	15000	20000	20000	20000	33333	33333	28667	14667	10000	10000	10000	10000	10000	10000	1000	-1
10010	1	47	1090	203	53000	400400102	3	28200	2163	0	0	2163	0	0	2379	0	0	1730	0	0	7000	1000	0	0	0	6461	0	0	2000	8000	10000	10000	15000	20000	20000	20000	33333	33333	28667	14667	10000	10000	10000	10000	10000	10000	1000	-1
10010	1	48	1090	203	56000	400400102	3	28800	2227	0	0	2227	0	0	2450	0	0	1782	0	0	6000	1000	0	0	0	6802	0	0	2000	8000	10000	10000	15000	20000	20000	20000	25000	25000	22000	13000	10000	10000	2500	10000	10000	10000	2000	-1
10010	1	49	1090	203	58000	400400102	3	29400	2291	0	0	2291	0	0	2520	0	0	1833	0	0	6000	1000	0	0	0	7142	0	0	2000	8000	10000	10000	15000	20000	20000	20000	25000	25000	22000	13000	10000	10000	2500	10000	10000	10000	2000	-1
10010	1	50	2100	203	64000	400400102	3	30000	2355	0	0	2355	0	0	2591	0	0	1884	0	0	5000	1000	0	0	0	7483	0	0	0	6000	10000	10000	15000	20000	20000	20000	20000	20000	20000	14000	10000	10000	5000	10000	10000	10000	2000	-1
10010	1	51	2100	203	68000	400400102	3	30600	2430	0	0	2430	0	0	2673	0	0	1944	0	0	5000	1000	0	0	0	8051	0	0	0	6000	10000	10000	15000	20000	20000	20000	20000	20000	20000	14000	10000	10000	5000	10000	10000	10000	2000	-1
10010	1	52	2100	203	71000	400400102	3	31200	2505	0	0	2505	0	0	2756	0	0	2004	0	0	4000	1000	0	0	0	8618	0	0	0	6000	10000	10000	15000	20000	20000	20000	16667	16667	16667	12667	10000	10000	6667	3333	3333	3333	2000	-1
10010	1	53	2100	203	75000	400400102	3	31800	2580	0	0	2580	0	0	2838	0	0	2064	0	0	4000	1000	0	0	0	9186	0	0	0	6000	10000	10000	15000	20000	20000	20000	16667	16667	16667	12667	10000	10000	6667	3333	3333	3333	2000	-1
10010	1	54	2100	203	79000	400400102	3	32400	2655	0	0	2655	0	0	2921	0	0	2124	0	0	3000	1000	0	0	0	9753	0	0	0	6000	10000	10000	15000	20000	20000	20000	14286	14286	14286	11714	10000	10000	7857	5714	5714	5714	2000	-1
10010	1	55	2110	203	83000	400400102	3	33000	2730	0	0	2730	0	0	3003	0	0	2184	0	0	3000	1000	0	0	0	10321	0	0	0	2000	8000	10000	10000	15000	20000	20000	14286	14286	14286	13429	10857	10000	10000	7857	5714	5714	2000	-1
10010	1	56	2110	203	86000	400400102	3	33600	2805	0	0	2805	0	0	3086	0	0	2244	0	0	2500	1000	0	0	0	10889	0	0	0	2000	8000	10000	10000	15000	20000	20000	12500	12500	12500	11875	10000	10000	10000	7813	6250	6250	3000	-1
10010	1	57	2110	203	90000	400400102	3	34200	2880	0	0	2880	0	0	3168	0	0	2304	0	0	2500	1000	0	0	0	11456	0	0	0	2000	8000	10000	10000	15000	20000	20000	12500	12500	12500	11875	10000	10000	10000	7813	6250	6250	3000	-1
10010	1	58	2110	203	94000	400400102	3	34800	2955	0	0	2955	0	0	3251	0	0	2364	0	0	2000	1000	0	0	0	12024	0	0	0	2000	8000	10000	10000	15000	20000	20000	12500	12500	12500	12000	10500	10000	10000	8750	7500	7500	3000	-1
10010	1	59	2110	203	98000	400400102	3	35400	3030	0	0	3030	0	0	3333	0	0	2424	0	0	2000	1000	0	0	0	12591	0	0	0	2000	8000	10000	10000	15000	20000	20000	12500	12500	12500	12000	10500	10000	10000	8750	7500	7500	3000	-1
10010	1	60	3120	203	110000	400400103	3	36000	3105	0	0	3105	0	0	3416	0	0	2484	0	0	10000	1000	0	0	0	13159	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	0	-1
10010	1	61	3120	203	110000	400400103	3	36600	3193	0	0	3193	0	0	3512	0	0	2554	0	0	10000	1000	0	0	0	14098	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	0	-1
10010	1	62	3120	203	120000	400400103	3	37200	3281	0	0	3281	0	0	3609	0	0	2625	0	0	9000	1000	0	0	0	15037	0	0	0	0	6000	10000	10000	15000	20000	20000	100000	100000	100000	100000	46000	10000	10000	10000	10000	10000	1000	-1
10010	1	63	3120	203	120000	400400103	3	37800	3369	0	0	3369	0	0	3706	0	0	2695	0	0	9000	1000	0	0	0	15975	0	0	0	0	6000	10000	10000	15000	20000	20000	100000	100000	100000	100000	46000	10000	10000	10000	10000	10000	1000	-1
10010	1	64	3120	203	130000	400400103	3	38400	3457	0	0	3457	0	0	3803	0	0	2766	0	0	8000	1000	0	0	0	16914	0	0	0	0	6000	10000	10000	15000	20000	20000	50000	50000	50000	50000	26000	10000	10000	10000	10000	10000	1000	-1
10010	1	65	3130	203	130000	400400103	3	39000	3545	0	0	3545	0	0	3900	0	0	2836	0	0	8000	1000	0	0	0	17853	0	0	0	0	2000	8000	10000	10000	15000	20000	50000	50000	50000	50000	42000	18000	10000	10000	10000	10000	1000	-1
10010	1	66	3130	203	140000	400400103	3	39600	3633	0	0	3633	0	0	3996	0	0	2906	0	0	7000	1000	0	0	0	18792	0	0	0	0	2000	8000	10000	10000	15000	20000	33333	33333	33333	33333	28667	14667	10000	10000	10000	10000	1000	-1
10010	1	67	3130	203	140000	400400103	3	40200	3720	0	0	3720	0	0	4092	0	0	2976	0	0	7000	1000	0	0	0	19731	0	0	0	0	2000	8000	10000	10000	15000	20000	33333	33333	33333	33333	28667	14667	10000	10000	10000	10000	1000	-1
10010	1	68	3130	203	150000	400400103	3	40800	3808	0	0	3808	0	0	4189	0	0	3046	0	0	6000	1000	0	0	0	20669	0	0	0	0	2000	8000	10000	10000	15000	20000	25000	25000	25000	25000	22000	13000	10000	10000	2500	10000	2000	-1
10010	1	69	3130	203	150000	400400103	3	41400	3897	0	0	3897	0	0	4287	0	0	3118	0	0	6000	1000	0	0	0	21608	0	0	0	0	2000	8000	10000	10000	15000	20000	25000	25000	25000	25000	22000	13000	10000	10000	2500	10000	2000	-1
10010	1	70	4140	203	160000	400400103	3	42000	3985	0	0	3985	0	0	4384	0	0	3188	0	0	5000	1000	0	0	0	22547	0	0	0	0	0	6000	10000	10000	15000	20000	20000	20000	20000	20000	20000	14000	10000	10000	5000	10000	2000	-1
10010	1	71	4140	203	170000	400400103	3	42600	4110	0	0	4110	0	0	4521	0	0	3288	0	0	5000	1000	0	0	0	24249	0	0	0	0	0	6000	10000	10000	15000	20000	20000	20000	20000	20000	20000	14000	10000	10000	5000	10000	2000	-1
10010	1	72	4140	203	180000	400400103	3	43200	4235	0	0	4235	0	0	4659	0	0	3388	0	0	4000	1000	0	0	0	25951	0	0	0	0	0	6000	10000	10000	15000	20000	16667	16667	16667	16667	16667	12667	10000	10000	6667	3333	2000	-1
10010	1	73	4140	203	180000	400400103	3	43800	4360	0	0	4360	0	0	4796	0	0	3488	0	0	4000	1000	0	0	0	27653	0	0	0	0	0	6000	10000	10000	15000	20000	16667	16667	16667	16667	16667	12667	10000	10000	6667	3333	2000	-1
10010	1	74	4140	203	190000	400400103	3	44400	4485	0	0	4485	0	0	4934	0	0	3588	0	0	3000	1000	0	0	0	29355	0	0	0	0	0	6000	10000	10000	15000	20000	14286	14286	14286	14286	14286	11714	10000	10000	7857	5714	2000	-1
10010	1	75	4150	203	190000	400400103	3	45000	4610	0	0	4610	0	0	5071	0	0	3688	0	0	3000	1000	0	0	0	31057	0	0	0	0	0	2000	8000	10000	10000	15000	14286	14286	14286	14286	14286	13429	10857	10000	10000	7857	2000	-1
10010	1	76	4150	203	200000	400400103	3	45600	4735	0	0	4735	0	0	5209	0	0	3788	0	0	2500	1000	0	0	0	32759	0	0	0	0	0	2000	8000	10000	10000	15000	12500	12500	12500	12500	12500	11875	10000	10000	10000	7813	3000	-1
10010	1	77	4150	203	210000	400400103	3	46200	4860	0	0	4860	0	0	5346	0	0	3888	0	0	2500	1000	0	0	0	34461	0	0	0	0	0	2000	8000	10000	10000	15000	12500	12500	12500	12500	12500	11875	10000	10000	10000	7813	3000	-1
10010	1	78	4150	203	210000	400400103	3	46800	4985	0	0	4985	0	0	5484	0	0	3988	0	0	2000	1000	0	0	0	36163	0	0	0	0	0	2000	8000	10000	10000	15000	12500	12500	12500	12500	12500	12000	10500	10000	10000	8750	3000	-1
10010	1	79	4150	203	220000	400400103	3	47400	5110	0	0	5110	0	0	5621	0	0	4088	0	0	2000	1000	0	0	0	37865	0	0	0	0	0	2000	8000	10000	10000	15000	12500	12500	12500	12500	12500	12000	10500	10000	10000	8750	3000	-1
10010	1	80	5160	203	220000	400400104	3	48000	5235	0	0	5235	0	0	5759	0	0	4188	0	0	10000	1000	0	0	0	39567	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	0	-1
10010	1	81	5160	203	230000	400400104	3	48600	5506	0	0	5506	0	0	6057	0	0	4405	0	0	10000	1000	0	0	0	43723	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	10000	0	-1
10010	1	82	5160	203	240000	400400104	3	49200	5778	0	0	5778	0	0	6356	0	0	4622	0	0	9000	1000	0	0	0	47879	0	0	0	0	0	0	6000	10000	10000	10000	100000	100000	100000	100000	100000	100000	46000	10000	10000	10000	1000	-1
10010	1	83	5160	203	240000	400400104	3	49800	6049	0	0	6049	0	0	6654	0	0	4839	0	0	9000	1000	0	0	0	52035	0	0	0	0	0	0	6000	10000	10000	10000	100000	100000	100000	100000	100000	100000	46000	10000	10000	10000	1000	-1
10010	1	84	5160	203	250000	400400104	3	50400	6320	0	0	6320	0	0	6952	0	0	5056	0	0	8000	1000	0	0	0	56191	0	0	0	0	0	0	6000	10000	10000	10000	50000	50000	50000	50000	50000	50000	26000	10000	10000	10000	1000	-1
10010	1	85	5170	203	250000	400400104	3	51000	6592	0	0	6592	0	0	7251	0	0	5274	0	0	8000	1000	0	0	0	60347	0	0	0	0	0	0	2000	8000	10000	10000	50000	50000	50000	50000	50000	50000	42000	18000	10000	10000	1000	-1
10010	1	86	5170	203	260000	400400104	3	51600	6864	0	0	6864	0	0	7550	0	0	5491	0	0	7000	1000	0	0	0	64503	0	0	0	0	0	0	2000	8000	10000	10000	33333	33333	33333	33333	33333	33333	28667	14667	10000	10000	1000	-1
10010	1	87	5170	203	270000	400400104	3	52200	7135	0	0	7135	0	0	7849	0	0	5708	0	0	7000	1000	0	0	0	68659	0	0	0	0	0	0	2000	8000	10000	10000	33333	33333	33333	33333	33333	33333	28667	14667	10000	10000	1000	-1
10010	1	88	5170	203	270000	400400104	3	52800	7407	0	0	7407	0	0	8148	0	0	5926	0	0	6000	1000	0	0	0	72815	0	0	0	0	0	0	2000	8000	10000	10000	25000	25000	25000	25000	25000	25000	22000	13000	10000	10000	2000	-1
10010	1	89	5170	203	280000	400400104	3	53400	7678	0	0	7678	0	0	8446	0	0	6142	0	0	6000	1000	0	0	0	76971	0	0	0	0	0	0	2000	8000	10000	10000	25000	25000	25000	25000	25000	25000	22000	13000	10000	10000	2000	-1
10010	1	90	6180	203	280000	400400104	3	54000	7950	0	0	7950	0	0	8745	0	0	6360	0	0	5000	1000	0	0	0	81127	0	0	0	0	0	0	0	6000	10000	10000	20000	20000	20000	20000	20000	20000	20000	14000	10000	10000	2000	-1
10010	1	91	6180	203	290000	400400104	3	54600	8347	0	0	8347	0	0	9182	0	0	6678	0	0	5000	1000	0	0	0	89437	0	0	0	0	0	0	0	6000	10000	10000	20000	20000	20000	20000	20000	20000	20000	14000	10000	10000	2000	-1
10010	1	92	6180	203	300000	400400104	3	55200	8744	0	0	8744	0	0	9618	0	0	6995	0	0	4000	1000	0	0	0	97746	0	0	0	0	0	0	0	6000	10000	10000	16667	16667	16667	16667	16667	16667	16667	12667	10000	10000	2000	-1
10010	1	93	6180	203	300000	400400104	3	55800	9141	0	0	9141	0	0	10055	0	0	7313	0	0	4000	1000	0	0	0	106056	0	0	0	0	0	0	0	6000	10000	10000	16667	16667	16667	16667	16667	16667	16667	12667	10000	10000	2000	-1
10010	1	94	6180	203	310000	400400104	3	56400	9538	0	0	9538	0	0	10492	0	0	7630	0	0	3000	1000	0	0	0	114365	0	0	0	0	0	0	0	6000	10000	10000	14286	14286	14286	14286	14286	14286	14286	11714	10000	10000	2000	-1
