属性池ID(1位类型<1白点2精炼属性池3蓝色属性池4法球属性池5称号属性池（5开头，5000+2位流水++1位流水+1位流水：占段走流水号），6系统（活动或玩法或系统ID,70（仙道秘法，2位职业+2位大境界+1位小层次）），7符印属性池（8+5位携带类型+2位流水）8坐骑外观属性池（80+外观ID，8+坐骑ID+1位流水）9伙伴属性池>+2位部位+2位职业+1位颜色+1位魂神+1位流水)(白色属性最多3条，蓝色属性最多5条，装备下上极品按照第一条白色属性品质来算)	副键流水号	有效标志	属性类型(1，为属性值；2为百分比属性，3，为主动技能；4为被动技能；5为技能天赋，6为主动攻击法球，7为被击触发法球，8为破招法球，9为格挡法球，10符印天地人(<0无，1天，2地，3人>)	属性枚举类型（法球对应的技能iD）	生成几率（法球的触发几率）	付费生成几率	品质1下属性等级（法球CD，单位秒），符印1档属性	品质2下属性等级（法球对应的技能等级），符印2档属性	品质3下属性等级，法球的时候代表法球加到玩家身上是否处于CD中（0是加上后要先走一遍CD、1是加上后可以立马被触发），，符印3档属性	品质4下属性等级，符印4档属性	品质5下属性等级，符印5档属性	品质6下属性等级，符印6档属性	品质7下属性等级，符印7档属性	品质8下属性等级，符印8档属性	品质9下属性等级，符印9档属性	品质10下属性等级，符印10档属性	品质11下属性等级（逆天封顶值，实际上不存在第11档，必定逆天时才用），符印10档属性满	品质1下属性的战力值	品质2下属性的战力值	品质3下属性的战力值	品质4下属性的战力值	品质5下属性的战力值	品质6下属性的战力值	品质7下属性的战力值	品质8下属性的战力值	品质9下属性的战力值	品质10下属性的战力值	品质11下属性的战力值	品质系数ID	通用参数(强化时为放大系数，精炼时为所属星级)，符印的话（0无，1天，2地，3人）
10211710	1	1	1	1072	10000	10000	14971	15719	16468	17216	17965	18713	19462	20210	20959	21707	22456	1766	1854	1942	2030	2119	2207	2295	2384	2472	2560	2649	701	10000
10311710	1	1	1	1071	10000	10000	862	905	948	991	1034	1077	1120	1163	1206	1249	1293	3310	3475	3641	3806	3972	4137	4303	4468	4634	4799	4965	701	10000
10411710	1	1	1	1065	10000	10000	283	297	311	325	339	353	367	382	396	410	424	2173	2281	2390	2498	2607	2716	2824	2933	3042	3150	3259	702	10000
10511710	1	1	1	1065	10000	10000	283	297	311	325	339	353	367	382	396	410	424	2173	2281	2390	2498	2607	2716	2824	2933	3042	3150	3259	703	10000
10611710	1	1	1	1065	10000	10000	283	297	311	325	339	353	367	382	396	410	424	2173	2281	2390	2498	2607	2716	2824	2933	3042	3150	3259	703	10000
10711710	1	1	1	1072	10000	10000	14971	15719	16468	17216	17965	18713	19462	20210	20959	21707	22456	1766	1854	1942	2030	2119	2207	2295	2384	2472	2560	2649	702	10000
10811710	1	1	1	1067	10000	10000	292	306	321	335	350	365	379	394	408	423	438	1121	1177	1233	1289	1345	1401	1457	1513	1569	1625	1681	702	10000
10911710	1	1	1	1072	10000	10000	14971	15719	16468	17216	17965	18713	19462	20210	20959	21707	22456	1766	1854	1942	2030	2119	2207	2295	2384	2472	2560	2649	702	10000
10011810	1	1	1	1067	10000	10000	1572	1650	1729	1807	1886	1965	2043	2122	2200	2279	2358	8032	8433	8835	9236	9638	10040	10441	10843	11244	11646	12048	801	10000
10111810	1	1	1	1068	10000	10000	948	995	1042	1090	1137	1185	1232	1279	1327	1374	1422	4844	5086	5328	5570	5812	6055	6297	6539	6781	7023	7266	801	10000
10211810	1	1	1	1072	10000	10000	16905	17750	18595	19440	20286	21131	21976	22821	23667	24512	25357	2704	2839	2974	3109	3244	3380	3515	3650	3785	3920	4056	801	10000
10311810	1	1	1	1071	10000	10000	948	995	1042	1090	1137	1185	1232	1279	1327	1374	1422	4844	5086	5328	5570	5812	6055	6297	6539	6781	7023	7266	801	10000
10411810	1	1	1	1065	10000	10000	312	327	343	358	374	390	405	421	436	452	468	3185	3344	3503	3662	3822	3981	4140	4299	4459	4618	4777	802	10000
10511810	1	1	1	1065	10000	10000	312	327	343	358	374	390	405	421	436	452	468	3185	3344	3503	3662	3822	3981	4140	4299	4459	4618	4777	803	10000
10611810	1	1	1	1065	10000	10000	312	327	343	358	374	390	405	421	436	452	468	3185	3344	3503	3662	3822	3981	4140	4299	4459	4618	4777	803	10000
10711810	1	1	1	1072	10000	10000	16905	17750	18595	19440	20286	21131	21976	22821	23667	24512	25357	2704	2839	2974	3109	3244	3380	3515	3650	3785	3920	4056	802	10000
10811810	1	1	1	1067	10000	10000	322	338	354	370	386	402	418	434	450	466	483	1645	1727	1809	1891	1974	2056	2138	2220	2303	2385	2467	802	10000
10911810	1	1	1	1072	10000	10000	16905	17750	18595	19440	20286	21131	21976	22821	23667	24512	25357	2704	2839	2974	3109	3244	3380	3515	3650	3785	3920	4056	802	10000
10011910	1	1	1	1067	10000	10000	1808	1898	1988	2079	2169	2260	2350	2440	2531	2621	2712	12294	12908	13523	14138	14752	15367	15982	16596	17211	17826	18441	901	10000
10111910	1	1	1	1068	10000	10000	1090	1144	1199	1253	1308	1362	1417	1471	1526	1580	1635	7412	7782	8153	8523	8894	9265	9635	10006	10376	10747	11118	901	10000
10211910	1	1	1	1072	10000	10000	19595	20574	21554	22534	23514	24493	25473	26453	27433	28412	29392	4114	4319	4525	4731	4936	5142	5348	5553	5759	5965	6171	901	10000
10311910	1	1	1	1071	10000	10000	1090	1144	1199	1253	1308	1362	1417	1471	1526	1580	1635	7412	7782	8153	8523	8894	9265	9635	10006	10376	10747	11118	901	10000
10411910	1	1	1	1065	10000	10000	358	375	393	411	429	447	465	483	501	519	537	4861	5104	5347	5590	5833	6076	6319	6562	6805	7048	7291	902	10000
10511910	1	1	1	1065	10000	10000	358	375	393	411	429	447	465	483	501	519	537	4861	5104	5347	5590	5833	6076	6319	6562	6805	7048	7291	903	10000
10611910	1	1	1	1065	10000	10000	358	375	393	411	429	447	465	483	501	519	537	4861	5104	5347	5590	5833	6076	6319	6562	6805	7048	7291	903	10000
10711910	1	1	1	1072	10000	10000	19595	20574	21554	22534	23514	24493	25473	26453	27433	28412	29392	4114	4319	4525	4731	4936	5142	5348	5553	5759	5965	6171	902	10000
10811910	1	1	1	1067	10000	10000	370	388	407	425	444	462	481	499	518	536	555	2516	2641	2767	2893	3019	3145	3270	3396	3522	3648	3774	902	10000
10911910	1	1	1	1072	10000	10000	19595	20574	21554	22534	23514	24493	25473	26453	27433	28412	29392	4114	4319	4525	4731	4936	5142	5348	5553	5759	5965	6171	902	10000
20011200	1	1	1	1067	10000	10000	88	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	201	1
20011200	2	1	1	1007	10000	10000	80	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	201	2
20011200	3	1	1	1011	10000	10000	100	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	201	3
20011200	4	1	1	1067	10000	10000	177	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	201	4
20011200	5	1	1	1007	10000	10000	140	0	0	0	0	0	0	0	0	0	0	244	0	0	0	0	0	0	0	0	0	0	201	5
20011200	6	1	1	1011	10000	10000	160	0	0	0	0	0	0	0	0	0	0	281	0	0	0	0	0	0	0	0	0	0	201	6
20011200	7	1	1	1067	10000	10000	265	0	0	0	0	0	0	0	0	0	0	318	0	0	0	0	0	0	0	0	0	0	201	7
20011200	8	1	1	1011	10000	10000	220	0	0	0	0	0	0	0	0	0	0	350	0	0	0	0	0	0	0	0	0	0	201	8
20011200	9	1	1	1007	10000	10000	320	0	0	0	0	0	0	0	0	0	0	385	0	0	0	0	0	0	0	0	0	0	201	9
20011200	10	1	1	1067	10000	10000	354	0	0	0	0	0	0	0	0	0	0	424	0	0	0	0	0	0	0	0	0	0	201	10
20111200	1	1	1	1068	10000	10000	89	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	201	1
20111200	2	1	1	1010	10000	10000	80	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	201	2
20111200	3	1	1	1008	10000	10000	100	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	201	3
20111200	4	1	1	1068	10000	10000	177	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	201	4
20111200	5	1	1	1010	10000	10000	140	0	0	0	0	0	0	0	0	0	0	244	0	0	0	0	0	0	0	0	0	0	201	5
20111200	6	1	1	1008	10000	10000	160	0	0	0	0	0	0	0	0	0	0	281	0	0	0	0	0	0	0	0	0	0	201	6
20111200	7	1	1	1068	10000	10000	266	0	0	0	0	0	0	0	0	0	0	318	0	0	0	0	0	0	0	0	0	0	201	7
20111200	8	1	1	1008	10000	10000	220	0	0	0	0	0	0	0	0	0	0	350	0	0	0	0	0	0	0	0	0	0	201	8
20111200	9	1	1	1010	10000	10000	320	0	0	0	0	0	0	0	0	0	0	385	0	0	0	0	0	0	0	0	0	0	201	9
20111200	10	1	1	1068	10000	10000	354	0	0	0	0	0	0	0	0	0	0	424	0	0	0	0	0	0	0	0	0	0	201	10
20211200	1	1	1	1072	10000	10000	1031	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	201	1
20211200	2	1	1	1006	10000	10000	80	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	201	2
20211200	3	1	1	1075	10000	10000	100	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	201	3
20211200	4	1	1	1072	10000	10000	2062	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	201	4
20211200	5	1	1	1006	10000	10000	140	0	0	0	0	0	0	0	0	0	0	244	0	0	0	0	0	0	0	0	0	0	201	5
20211200	6	1	1	1075	10000	10000	160	0	0	0	0	0	0	0	0	0	0	281	0	0	0	0	0	0	0	0	0	0	201	6
20211200	7	1	1	1072	10000	10000	3092	0	0	0	0	0	0	0	0	0	0	318	0	0	0	0	0	0	0	0	0	0	201	7
20211200	8	1	1	1075	10000	10000	220	0	0	0	0	0	0	0	0	0	0	350	0	0	0	0	0	0	0	0	0	0	201	8
20211200	9	1	1	1006	10000	10000	320	0	0	0	0	0	0	0	0	0	0	385	0	0	0	0	0	0	0	0	0	0	201	9
20211200	10	1	1	1072	10000	10000	4123	0	0	0	0	0	0	0	0	0	0	424	0	0	0	0	0	0	0	0	0	0	201	10
20311200	1	1	1	1071	10000	10000	89	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	201	1
20311200	2	1	1	1010	10000	10000	80	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	201	2
20311200	3	1	1	1008	10000	10000	100	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	201	3
20311200	4	1	1	1071	10000	10000	177	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	201	4
20311200	5	1	1	1010	10000	10000	140	0	0	0	0	0	0	0	0	0	0	244	0	0	0	0	0	0	0	0	0	0	201	5
20311200	6	1	1	1008	10000	10000	160	0	0	0	0	0	0	0	0	0	0	281	0	0	0	0	0	0	0	0	0	0	201	6
20311200	7	1	1	1071	10000	10000	266	0	0	0	0	0	0	0	0	0	0	318	0	0	0	0	0	0	0	0	0	0	201	7
20311200	8	1	1	1008	10000	10000	220	0	0	0	0	0	0	0	0	0	0	350	0	0	0	0	0	0	0	0	0	0	201	8
20311200	9	1	1	1010	10000	10000	320	0	0	0	0	0	0	0	0	0	0	385	0	0	0	0	0	0	0	0	0	0	201	9
20311200	10	1	1	1071	10000	10000	354	0	0	0	0	0	0	0	0	0	0	424	0	0	0	0	0	0	0	0	0	0	201	10
20411200	1	1	1	1065	10000	10000	29	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	201	1
20411200	2	1	1	1007	10000	10000	80	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	201	2
20411200	3	1	1	1011	10000	10000	100	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	201	3
20411200	4	1	1	1065	10000	10000	59	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	201	4
20411200	5	1	1	1007	10000	10000	140	0	0	0	0	0	0	0	0	0	0	244	0	0	0	0	0	0	0	0	0	0	201	5
20411200	6	1	1	1011	10000	10000	160	0	0	0	0	0	0	0	0	0	0	281	0	0	0	0	0	0	0	0	0	0	201	6
20411200	7	1	1	1065	10000	10000	88	0	0	0	0	0	0	0	0	0	0	318	0	0	0	0	0	0	0	0	0	0	201	7
20411200	8	1	1	1011	10000	10000	220	0	0	0	0	0	0	0	0	0	0	350	0	0	0	0	0	0	0	0	0	0	201	8
20411200	9	1	1	1007	10000	10000	320	0	0	0	0	0	0	0	0	0	0	385	0	0	0	0	0	0	0	0	0	0	201	9
20411200	10	1	1	1065	10000	10000	118	0	0	0	0	0	0	0	0	0	0	424	0	0	0	0	0	0	0	0	0	0	201	10
20511200	1	1	1	1065	10000	10000	29	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	201	1
20511200	2	1	1	1007	10000	10000	80	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	201	2
20511200	3	1	1	1011	10000	10000	100	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	201	3
20511200	4	1	1	1065	10000	10000	59	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	201	4
20511200	5	1	1	1007	10000	10000	140	0	0	0	0	0	0	0	0	0	0	244	0	0	0	0	0	0	0	0	0	0	201	5
20511200	6	1	1	1011	10000	10000	160	0	0	0	0	0	0	0	0	0	0	281	0	0	0	0	0	0	0	0	0	0	201	6
20511200	7	1	1	1065	10000	10000	88	0	0	0	0	0	0	0	0	0	0	318	0	0	0	0	0	0	0	0	0	0	201	7
20511200	8	1	1	1011	10000	10000	220	0	0	0	0	0	0	0	0	0	0	350	0	0	0	0	0	0	0	0	0	0	201	8
20511200	9	1	1	1007	10000	10000	320	0	0	0	0	0	0	0	0	0	0	385	0	0	0	0	0	0	0	0	0	0	201	9
20511200	10	1	1	1065	10000	10000	118	0	0	0	0	0	0	0	0	0	0	424	0	0	0	0	0	0	0	0	0	0	201	10
20611200	1	1	1	1065	10000	10000	29	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	201	1
20611200	2	1	1	1006	10000	10000	80	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	201	2
20611200	3	1	1	1075	10000	10000	100	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	201	3
20611200	4	1	1	1065	10000	10000	59	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	201	4
20611200	5	1	1	1006	10000	10000	140	0	0	0	0	0	0	0	0	0	0	244	0	0	0	0	0	0	0	0	0	0	201	5
20611200	6	1	1	1075	10000	10000	160	0	0	0	0	0	0	0	0	0	0	281	0	0	0	0	0	0	0	0	0	0	201	6
20611200	7	1	1	1065	10000	10000	88	0	0	0	0	0	0	0	0	0	0	318	0	0	0	0	0	0	0	0	0	0	201	7
20611200	8	1	1	1075	10000	10000	220	0	0	0	0	0	0	0	0	0	0	350	0	0	0	0	0	0	0	0	0	0	201	8
20611200	9	1	1	1006	10000	10000	320	0	0	0	0	0	0	0	0	0	0	385	0	0	0	0	0	0	0	0	0	0	201	9
20611200	10	1	1	1065	10000	10000	118	0	0	0	0	0	0	0	0	0	0	424	0	0	0	0	0	0	0	0	0	0	201	10
20711200	1	1	1	1072	10000	10000	1031	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	201	1
20711200	2	1	1	1006	10000	10000	80	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	201	2
20711200	3	1	1	1075	10000	10000	100	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	201	3
20711200	4	1	1	1072	10000	10000	2062	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	201	4
20711200	5	1	1	1006	10000	10000	140	0	0	0	0	0	0	0	0	0	0	244	0	0	0	0	0	0	0	0	0	0	201	5
20711200	6	1	1	1075	10000	10000	160	0	0	0	0	0	0	0	0	0	0	281	0	0	0	0	0	0	0	0	0	0	201	6
20711200	7	1	1	1072	10000	10000	3092	0	0	0	0	0	0	0	0	0	0	318	0	0	0	0	0	0	0	0	0	0	201	7
20711200	8	1	1	1075	10000	10000	220	0	0	0	0	0	0	0	0	0	0	350	0	0	0	0	0	0	0	0	0	0	201	8
20711200	9	1	1	1006	10000	10000	320	0	0	0	0	0	0	0	0	0	0	385	0	0	0	0	0	0	0	0	0	0	201	9
20711200	10	1	1	1072	10000	10000	4123	0	0	0	0	0	0	0	0	0	0	424	0	0	0	0	0	0	0	0	0	0	201	10
20811200	1	1	1	1067	10000	10000	88	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	201	1
20811200	2	1	1	1074	10000	10000	80	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	201	2
20811200	3	1	1	1005	10000	10000	100	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	201	3
20811200	4	1	1	1067	10000	10000	177	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	201	4
20811200	5	1	1	1074	10000	10000	140	0	0	0	0	0	0	0	0	0	0	244	0	0	0	0	0	0	0	0	0	0	201	5
20811200	6	1	1	1005	10000	10000	160	0	0	0	0	0	0	0	0	0	0	281	0	0	0	0	0	0	0	0	0	0	201	6
20811200	7	1	1	1067	10000	10000	265	0	0	0	0	0	0	0	0	0	0	318	0	0	0	0	0	0	0	0	0	0	201	7
20811200	8	1	1	1005	10000	10000	220	0	0	0	0	0	0	0	0	0	0	350	0	0	0	0	0	0	0	0	0	0	201	8
20811200	9	1	1	1074	10000	10000	320	0	0	0	0	0	0	0	0	0	0	385	0	0	0	0	0	0	0	0	0	0	201	9
20811200	10	1	1	1067	10000	10000	354	0	0	0	0	0	0	0	0	0	0	424	0	0	0	0	0	0	0	0	0	0	201	10
20911200	1	1	1	1072	10000	10000	1031	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	201	1
20911200	2	1	1	1074	10000	10000	80	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	201	2
20911200	3	1	1	1005	10000	10000	100	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	201	3
20911200	4	1	1	1072	10000	10000	2062	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	201	4
20911200	5	1	1	1074	10000	10000	140	0	0	0	0	0	0	0	0	0	0	244	0	0	0	0	0	0	0	0	0	0	201	5
20911200	6	1	1	1005	10000	10000	160	0	0	0	0	0	0	0	0	0	0	281	0	0	0	0	0	0	0	0	0	0	201	6
20911200	7	1	1	1072	10000	10000	3092	0	0	0	0	0	0	0	0	0	0	318	0	0	0	0	0	0	0	0	0	0	201	7
20911200	8	1	1	1005	10000	10000	220	0	0	0	0	0	0	0	0	0	0	350	0	0	0	0	0	0	0	0	0	0	201	8
20911200	9	1	1	1074	10000	10000	320	0	0	0	0	0	0	0	0	0	0	385	0	0	0	0	0	0	0	0	0	0	201	9
20911200	10	1	1	1072	10000	10000	4123	0	0	0	0	0	0	0	0	0	0	424	0	0	0	0	0	0	0	0	0	0	201	10
20011300	1	1	1	1067	10000	10000	159	0	0	0	0	0	0	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	201	1
20011300	2	1	1	1007	10000	10000	104	0	0	0	0	0	0	0	0	0	0	291	0	0	0	0	0	0	0	0	0	0	201	2
20011300	3	1	1	1011	10000	10000	130	0	0	0	0	0	0	0	0	0	0	364	0	0	0	0	0	0	0	0	0	0	201	3
20011300	4	1	1	1067	10000	10000	318	0	0	0	0	0	0	0	0	0	0	467	0	0	0	0	0	0	0	0	0	0	201	4
20011300	5	1	1	1007	10000	10000	182	0	0	0	0	0	0	0	0	0	0	537	0	0	0	0	0	0	0	0	0	0	201	5
20011300	6	1	1	1011	10000	10000	208	0	0	0	0	0	0	0	0	0	0	618	0	0	0	0	0	0	0	0	0	0	201	6
20011300	7	1	1	1067	10000	10000	477	0	0	0	0	0	0	0	0	0	0	701	0	0	0	0	0	0	0	0	0	0	201	7
20011300	8	1	1	1011	10000	10000	286	0	0	0	0	0	0	0	0	0	0	771	0	0	0	0	0	0	0	0	0	0	201	8
20011300	9	1	1	1007	10000	10000	416	0	0	0	0	0	0	0	0	0	0	848	0	0	0	0	0	0	0	0	0	0	201	9
20011300	10	1	1	1067	10000	10000	637	0	0	0	0	0	0	0	0	0	0	936	0	0	0	0	0	0	0	0	0	0	201	10
20111300	1	1	1	1068	10000	10000	159	0	0	0	0	0	0	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	201	1
20111300	2	1	1	1010	10000	10000	104	0	0	0	0	0	0	0	0	0	0	291	0	0	0	0	0	0	0	0	0	0	201	2
20111300	3	1	1	1008	10000	10000	130	0	0	0	0	0	0	0	0	0	0	364	0	0	0	0	0	0	0	0	0	0	201	3
20111300	4	1	1	1068	10000	10000	319	0	0	0	0	0	0	0	0	0	0	467	0	0	0	0	0	0	0	0	0	0	201	4
20111300	5	1	1	1010	10000	10000	182	0	0	0	0	0	0	0	0	0	0	537	0	0	0	0	0	0	0	0	0	0	201	5
20111300	6	1	1	1008	10000	10000	208	0	0	0	0	0	0	0	0	0	0	618	0	0	0	0	0	0	0	0	0	0	201	6
20111300	7	1	1	1068	10000	10000	478	0	0	0	0	0	0	0	0	0	0	701	0	0	0	0	0	0	0	0	0	0	201	7
20111300	8	1	1	1008	10000	10000	286	0	0	0	0	0	0	0	0	0	0	771	0	0	0	0	0	0	0	0	0	0	201	8
20111300	9	1	1	1010	10000	10000	416	0	0	0	0	0	0	0	0	0	0	848	0	0	0	0	0	0	0	0	0	0	201	9
20111300	10	1	1	1068	10000	10000	637	0	0	0	0	0	0	0	0	0	0	936	0	0	0	0	0	0	0	0	0	0	201	10
20211300	1	1	1	1072	10000	10000	1884	0	0	0	0	0	0	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	201	1
20211300	2	1	1	1006	10000	10000	104	0	0	0	0	0	0	0	0	0	0	291	0	0	0	0	0	0	0	0	0	0	201	2
20211300	3	1	1	1075	10000	10000	130	0	0	0	0	0	0	0	0	0	0	364	0	0	0	0	0	0	0	0	0	0	201	3
20211300	4	1	1	1072	10000	10000	3768	0	0	0	0	0	0	0	0	0	0	467	0	0	0	0	0	0	0	0	0	0	201	4
20211300	5	1	1	1006	10000	10000	182	0	0	0	0	0	0	0	0	0	0	537	0	0	0	0	0	0	0	0	0	0	201	5
20211300	6	1	1	1075	10000	10000	208	0	0	0	0	0	0	0	0	0	0	618	0	0	0	0	0	0	0	0	0	0	201	6
20211300	7	1	1	1072	10000	10000	5651	0	0	0	0	0	0	0	0	0	0	701	0	0	0	0	0	0	0	0	0	0	201	7
20211300	8	1	1	1075	10000	10000	286	0	0	0	0	0	0	0	0	0	0	771	0	0	0	0	0	0	0	0	0	0	201	8
20211300	9	1	1	1006	10000	10000	416	0	0	0	0	0	0	0	0	0	0	848	0	0	0	0	0	0	0	0	0	0	201	9
20211300	10	1	1	1072	10000	10000	7535	0	0	0	0	0	0	0	0	0	0	936	0	0	0	0	0	0	0	0	0	0	201	10
20311300	1	1	1	1071	10000	10000	159	0	0	0	0	0	0	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	201	1
20311300	2	1	1	1010	10000	10000	104	0	0	0	0	0	0	0	0	0	0	291	0	0	0	0	0	0	0	0	0	0	201	2
20311300	3	1	1	1008	10000	10000	130	0	0	0	0	0	0	0	0	0	0	364	0	0	0	0	0	0	0	0	0	0	201	3
20311300	4	1	1	1071	10000	10000	319	0	0	0	0	0	0	0	0	0	0	467	0	0	0	0	0	0	0	0	0	0	201	4
20311300	5	1	1	1010	10000	10000	182	0	0	0	0	0	0	0	0	0	0	537	0	0	0	0	0	0	0	0	0	0	201	5
20311300	6	1	1	1008	10000	10000	208	0	0	0	0	0	0	0	0	0	0	618	0	0	0	0	0	0	0	0	0	0	201	6
20311300	7	1	1	1071	10000	10000	478	0	0	0	0	0	0	0	0	0	0	701	0	0	0	0	0	0	0	0	0	0	201	7
20311300	8	1	1	1008	10000	10000	286	0	0	0	0	0	0	0	0	0	0	771	0	0	0	0	0	0	0	0	0	0	201	8
20311300	9	1	1	1010	10000	10000	416	0	0	0	0	0	0	0	0	0	0	848	0	0	0	0	0	0	0	0	0	0	201	9
20311300	10	1	1	1071	10000	10000	637	0	0	0	0	0	0	0	0	0	0	936	0	0	0	0	0	0	0	0	0	0	201	10
20411300	1	1	1	1065	10000	10000	53	0	0	0	0	0	0	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	201	1
20411300	2	1	1	1007	10000	10000	104	0	0	0	0	0	0	0	0	0	0	291	0	0	0	0	0	0	0	0	0	0	201	2
20411300	3	1	1	1011	10000	10000	130	0	0	0	0	0	0	0	0	0	0	364	0	0	0	0	0	0	0	0	0	0	201	3
20411300	4	1	1	1065	10000	10000	106	0	0	0	0	0	0	0	0	0	0	467	0	0	0	0	0	0	0	0	0	0	201	4
20411300	5	1	1	1007	10000	10000	182	0	0	0	0	0	0	0	0	0	0	537	0	0	0	0	0	0	0	0	0	0	201	5
20411300	6	1	1	1011	10000	10000	208	0	0	0	0	0	0	0	0	0	0	618	0	0	0	0	0	0	0	0	0	0	201	6
20411300	7	1	1	1065	10000	10000	159	0	0	0	0	0	0	0	0	0	0	701	0	0	0	0	0	0	0	0	0	0	201	7
20411300	8	1	1	1011	10000	10000	286	0	0	0	0	0	0	0	0	0	0	771	0	0	0	0	0	0	0	0	0	0	201	8
20411300	9	1	1	1007	10000	10000	416	0	0	0	0	0	0	0	0	0	0	848	0	0	0	0	0	0	0	0	0	0	201	9
20411300	10	1	1	1065	10000	10000	212	0	0	0	0	0	0	0	0	0	0	936	0	0	0	0	0	0	0	0	0	0	201	10
20511300	1	1	1	1065	10000	10000	53	0	0	0	0	0	0	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	201	1
20511300	2	1	1	1007	10000	10000	104	0	0	0	0	0	0	0	0	0	0	291	0	0	0	0	0	0	0	0	0	0	201	2
20511300	3	1	1	1011	10000	10000	130	0	0	0	0	0	0	0	0	0	0	364	0	0	0	0	0	0	0	0	0	0	201	3
20511300	4	1	1	1065	10000	10000	106	0	0	0	0	0	0	0	0	0	0	467	0	0	0	0	0	0	0	0	0	0	201	4
20511300	5	1	1	1007	10000	10000	182	0	0	0	0	0	0	0	0	0	0	537	0	0	0	0	0	0	0	0	0	0	201	5
20511300	6	1	1	1011	10000	10000	208	0	0	0	0	0	0	0	0	0	0	618	0	0	0	0	0	0	0	0	0	0	201	6
20511300	7	1	1	1065	10000	10000	159	0	0	0	0	0	0	0	0	0	0	701	0	0	0	0	0	0	0	0	0	0	201	7
20511300	8	1	1	1011	10000	10000	286	0	0	0	0	0	0	0	0	0	0	771	0	0	0	0	0	0	0	0	0	0	201	8
20511300	9	1	1	1007	10000	10000	416	0	0	0	0	0	0	0	0	0	0	848	0	0	0	0	0	0	0	0	0	0	201	9
20511300	10	1	1	1065	10000	10000	212	0	0	0	0	0	0	0	0	0	0	936	0	0	0	0	0	0	0	0	0	0	201	10
