任务ID（1-1279为一次性任务）	有效标志位	子任务ID	任务类型（1正常模式，2客户端模式，指引、奇遇、全隐藏模式这几个待定）	任务模式（来源：1经文,2神树，3课程表，4剑池，5灵宠，6出国，7帮派工资，8帮派任务1，9帮派任务2，10帮派任务3，11帮派任务4，12帮派任务5，13修仙之路,14奇遇任务(指引型),15奇遇任务(选择型)，16师徒任务）	任务模式（时间：0一次性任务，1日常任务，2周常任务，3月常任务）	任务模式（接取来源-位域：0无，1NPC，2面板，4道具）	所属环ID	模式参数	领取任务状态限制表主键，填0则不会读取	消耗条件主键，填0则不会读取	奖励ID主键，填0则不会读取	任务名字	可接任务描述	已接任务描述	可交任务描述	整个任务描述	领取任务对白ID	提交任务对白ID	领取任务脚本ID	完成任务脚本ID	完成任务的模式：0表示或条件，1表示与条件（注意：如果是或条件的话，空条件类型的参数2要是1，否则会一接就完成的情况）	完成任务条件：（1杀怪，2通关副本，3完成成就，4境界要求，5诵读经文，6采集多少次，7是客户端采集，8获得道具，9完成次数限制，10装备加工，11技能加工，12由服务器通关客户端副本，13灵宠注入灵元几次，14提交名剑X次，15通关指定类型客户端副本X次<2为观灵阁，8是精英历练>，16获得经文残页X次，17等级提升，18参与指定类型副本，19每日通关封魔塔层数（重置也算）），20重铸卡牌（无用），21杀敌/助攻,22抽奖(参数1:1青铜,2白银,3黄金)，23悬赏（条件为0，进度为1），24好友个数（参数1：需要角色身上的好友数量，25客户端触发服务器进度，26帮派竞拍物品成功次数，27购买某个商店多少个物品  参数1：商店ID，28帮派分红多少元宝，29开启修炼，30打造装备，31灵宠招募，参数2次数，32升级宝石，参数2次数，33合成魂装，参数2次数，34精炼多少次，35卡牌重铸多少次，36卡牌洗练多少次，37灵宠培养，38灵宠重铸，39购买聚宝盆）	完成任务条件1参数1	完成任务条件1参数2	完成任务条件1参数3	任务条件1的描述	任务条件1触发的脚本	完成条件2	完成条件2参数1	完成条件2参数2	完成条件2参数3	完成条件2描述	完成条件2脚本	完成条件3	完成条件3参数1	完成条件3参数2	完成条件3参数3	完成条件3描述	完成条件3脚本	完成条件4	完成条件4参数1	完成条件4参数2	完成条件4参数3	完成条件4描述	完成条件4脚本	完成条件5	完成条件5参数1	完成条件5参数2	完成条件5参数3	完成条件5描述	完成条件5脚本	可重复次数（仅针对可循环任务）	接任务NPC（默认）	交任务NPC（默认）	接任务地图（默认公共地图及第一阵营）	交任务地图（默认公共地图及第一阵营）	任务预给奖励	任务回收ID（消耗ID）	状态限制ID（仅在这个状态内可提交）	任务类型(0主线，1支线，2日常，3课程表，4灵宠，5教院，6指引）	只能接一个任务	是否可放弃任务（0不可以，1可以）	师徒值邮件ID	奖励师德值	接任务NPCX坐标	接任务NPCY坐标	接任务NPCZ坐标	交任务NPCX坐标	交任务NPCY坐标	交任务NPCZ坐标	任务目标1npcid	任务目标1地图	任务目标1x	任务目标1y	任务目标1z	任务目标2npcid	任务目标2地图	任务目标2x	任务目标2y	任务目标2z	任务目标3npcid	任务目标3地图	任务目标3x	任务目标3y	任务目标3z	可提交时触发脚本ID	不自动去做	不自动去交	任务自动读秒（大于0的则为默认读秒时间，读秒仅用于自动领取任务和自动领取任务奖励，等于0则不自动读秒）	目标1寻路后触发脚本	目标2寻路后触发脚本	目标3寻路后触发脚本	任务显示优先级	是否显示特殊奖励	环任务脚本（仅用在环任务上，切记）	接任务NPC（阵营2）	接任务地图（第二阵营）	接任务NPCX坐标	接任务NPCY坐标	接任务NPCZ坐标	交任务NPC（阵营2）	交任务地图（第二阵营）	交任务NPCX坐标	交任务NPCY坐标	交任务NPCZ坐标	接任务NPC（阵营3）	接任务地图（第二阵营）	接任务NPCX坐标	接任务NPCY坐标	接任务NPCZ坐标	交任务NPC（阵营3）	交任务地图（第二阵营）	交任务NPCX坐标	交任务NPCY坐标	交任务NPCZ坐标	接任务上报	交任务上报
26	1	339	2	0	0	0	0	0	10002601	0	10002601	第一学院	询问碎星阙考官	空	点击领取奖励	碎星阙考试看起来挺严格的，不过旁边似乎有人在争执，真是奇怪。	0	0	0	0	1	1	10001	1	0	与碎星阙守卫对话	0	1	10001	1	0	门前殿试	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10006	0	10	0	0	0	0	0	0	0	0	0	0	0	317.03	316.6	708.02	0	10	326.9875	316.3	679.2526	0	10	332.27	316.3	718.29	0	0	0	0	0	0	0	0	10	LogicScriptManager.TriggerScript(2602)	LogicScriptManager.TriggerScript(2601)	0	88888	0	0	0	0	0	0	0	10006	10	317.03	316.6	708.02	0	0	0	0	0	10006	10	317.03	316.6	708.02	102500	102510
339	1	1117	1	0	0	0	0	0	10033901	0	10033901	长生第一问	长生第一问	空	点击领取奖励	我有一疑惑欲问长生，不知长生能答否？长生不答，君可答否？	0	0	0	0	1	25	339	1	0	答对所有问题	AnswerQuestionPanel.OpenPanel(339)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	88888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102600	102610
1117	1	15	2	0	0	0	0	0	10111701	0	10111701	主城遇师	禀告师父	空	点击领取奖励	我决定先去向师父汇报情况，众人也跟随我一起来到了神都的临仙台。	0	0	0	111701	1	1	10001	1	0	仙鹤送信	LogicScriptManager.TriggerScript(111702)	1	10001	1	0	回禀师父	LogicScriptManager.TriggerScript(111703)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1011005	0	10	0	0	0	0	0	0	0	0	0	0	0	509.9	341.9	696.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	88888	0	0	0	0	0	0	0	1011005	10	509.9	341.9	696.7	0	0	0	0	0	1011005	10	509.9	341.9	696.7	102700	102710
15	1	1236	2	0	0	0	0	0	10001501	0	10001501	剑池异象	查看剑池异常情况	空	点击领取奖励	神都临仙台附近出现了一个黑色漩涡，慕萧辰认为是传说中仙踪剑池的入口。	0	1501	0	0	1	1	10001	1	0	进入仙踪	LogicScriptManager.TriggerScript(1501)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1011005	10046	10	7200	0	0	0	0	0	0	0	0	509.9	341.9	698.8	221.4	3.5	119.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	88888	0	0	1011005	10	509.9	341.9	696.7	10046	7200	136.2	3.5	214.3	1011005	10	509.9	341.9	696.7	10046	7200	304.7	3.5	224.1	102800	102810
1236	1	17	1	0	0	0	0	0	10123601	0	10123601	强化教学	武器强化2级	空	点击领取奖励	强化需消耗强化材料，强化可大幅度、快速提升装备属性。装备强化到一定等级后还能进行强化激活，快去试试看。	0	0	0	123603	1	3	701	1	0	强化武器到2级	LogicScriptManager.TriggerScript(123601)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10046	0	7200	10123602	0	0	0	0	0	0	0	0	0	0	221.4	3.5	119.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	88888	0	0	0	0	0	0	0	10046	7200	136.2	3.5	214.3	0	0	0	0	0	10046	7200	304.7	3.5	224.1	102900	102910
327	1	328	1	0	0	0	0	0	10032701	0	10032701	强者之路(一)	武器强化+5	空	点击领取奖励	在变强的道路上，希望可以越走越远，而变强的最快捷方式就是进行装备强化，试试将武器强化到5级吧！	0	0	0	0	1	3	2631	1	0	武器强化+5	RolePanel.CMD_ShowSubPanelByIndex(2,0)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103000	103010
17	1	23	1	0	0	0	0	0	10001701	0	10001701	妖兽之乱	镇压妖兽	空	点击领取奖励	师父告诉我最近剑池的妖兽异常活跃，希望我去镇压一下这些妖兽。	0	1701	0	0	1	1	10001	3	0	消灭3只妖兽	LogicScriptManager.TriggerScript(1701)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10046	0	7200	0	0	0	0	0	0	0	0	0	0	0	221.4	3.5	119.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	88888	0	0	0	0	0	0	0	10046	7200	136.2	3.5	214.3	0	0	0	0	0	10046	7200	304.7	3.5	224.1	103100	103110
23	1	16	1	0	0	0	0	0	10002301	0	10002301	散轶剑谱	收集剑谱	空	点击领取奖励	这里散落了这么多剑谱，多捡几本总不是坏事。咦，和那只妖兽战斗的三人，看着这么眼熟呢？好像是尘生他们！	0	0	0	2303	1	1	10001	1	0	采集1本剑谱	LogicScriptManager.TriggerScript(2301)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	88888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103200	103210
16	1	1132	1	0	0	0	0	0	10001601	0	10001601	剑池守护兽	击败剑池守护兽	空	点击领取奖励	这剑池的守护兽究竟是被谁惹怒了的？居然引得剑池动荡，像失心疯一样攻击人。	0	0	0	0	1	1	10001	1	0	打败1只守护兽	LogicScriptManager.TriggerScript(1602)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1603	0	0	10	0	0	0	88888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103300	103310
1132	1	1273	1	0	0	0	0	0	10113201	0	10113201	来龙去脉	向师父交待来龙去脉	空	点击领取奖励	找到尘生他们仨了，将剑池的来龙去脉告知师父。	0	0	113201	0	0	0	0	0	0	与师父对话	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10046	10046	7200	7200	0	0	0	0	0	0	0	0	221.4	3.5	119.8	221.4	3.5	119.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	88888	0	0	10046	7200	136.2	3.5	214.3	10046	7200	136.2	3.5	214.3	10046	7200	304.7	3.5	224.1	10046	7200	304.7	3.5	224.1	103400	103410
1273	1	1088	2	0	0	0	0	0	10127301	0	10127301	尘埃落定	离开剑池	空	点击领取奖励	慕萧辰刚才所展示的功法好强啊，他的实力相当不俗，事情已经解决了，是时候出去了。	0	0	0	127302	1	1	10001	1	0	离开剑池	LogicScriptManager.TriggerScript(127301)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	88888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103500	103510
1088	1	330	2	0	0	0	0	0	10108801	0	10108801	桃花廊桥	寻找桃花廊桥	空	点击领取奖励	经历了此事之后，我们几个也算是患难之交，于是我们约好前往桃花廊桥，慕萧辰似乎希望崇明殿下来作证婚人。	0	0	0	0	1	1	10001	1	0	询问桃花廊桥所在	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10106	0	10	0	0	0	0	0	0	0	0	0	0	0	505.7	295.99	511.09	0	10	505.7	295.99	511.09	0	0	0	0	0	0	0	0	0	0	0	0	0	10	LogicScriptManager.TriggerScript(108801)	0	0	88888	0	0	0	0	0	0	0	10106	10	505.7	295.99	511.09	0	0	0	0	0	10106	10	505.7	295.99	511.09	103600	103610
330	1	28	1	0	0	0	0	0	10033001	0	10033001	主婚人	与崇明殿下对话	空	点击领取奖励	前往桃花廊桥的路上竟然偶遇崇明殿下，殿下一口答应实在是感激不尽。	0	0	0	33002	1	3	2553	1	0	与崇明殿下对话	LogicScriptManager.TriggerScript(33001)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10163	0	10	0	0	0	0	0	0	0	0	0	0	0	547.57	293.55	517.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	88888	0	0	0	0	0	0	0	10163	10	547.57	293.55	517.12	0	0	0	0	0	10163	10	547.57	293.55	517.12	103700	103710
28	1	14	2	0	0	0	0	0	10002801	0	10002801	神都风情	了解神都人情风貌	空	点击领取奖励	努力练功提升实力的、品茗对弈的、一家老小在闲谈的，神都果然非同凡响，人民的生活也非常安逸。	0	0	0	1402	1	1	10001	1	0	与慕萧辰对话	0	1	10001	1	0	了解神都人情风貌	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10127	10	685.1	300.1	590.8	0	10	703.2	299.9	584.8	0	0	0	0	0	0	0	0	10	LogicScriptManager.TriggerScript(108803)	LogicScriptManager.TriggerScript(2801)	0	88888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103800	103810
14	1	329	2	0	0	0	0	0	10001401	0	10001401	许愿池	许愿池许愿	空	点击领取奖励	在桃花廊桥上有一个许愿池，相传有情人在此许愿时必定可以实现，我们赶紧跟上去。	0	0	0	0	1	1	10001	1	0	观看许愿池	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10066	0	10	0	0	0	0	0	0	0	0	0	0	0	758.1	300.3	596.3	0	10	756.33	300.3	596.3	0	0	0	0	0	0	0	0	0	0	0	0	0	10	LogicScriptManager.TriggerScript(1405)	0	0	88888	0	0	0	0	0	0	0	10066	10	758.1	300.3	596.3	0	0	0	0	0	10066	10	758.1	300.3	596.3	103900	103910
329	1	19	2	0	0	0	0	0	10032901	0	10032901	了解尊享	了解尊享特权	空	点击领取奖励	尊享特权是一项特殊的权利，你可以获得更多的福利，可以获得更多的快捷便利功能，可以快速地提升自己的实力。	0	0	32901	0	1	1	10001	1	0	了解尊享特权	LogicScriptManager.TriggerScript(32901)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	754.76	299.9	593.34	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	88888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104000	104010
992	1	0	1	0	0	0	0	0	10099201	0	10099201	解锁尊享礼包	等级提升到26级	空	点击领取奖励	获得尊享特权可以更加快速的提升实力，等级提升到26级后，去领取一下尊享礼包吧。	0	0	0	99202	1	3	769	1	0	升到26级领取尊享礼包	LogicScriptManager.TriggerScript(99201)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104100	104110
19	1	1277	2	0	0	0	0	0	10001901	0	10001901	慕府做客	前去慕府	空	点击领取奖励	这慕府真大，看来在神都地位也挺高的，一会可要多吃点。只是不知师父怎么样了，要抓紧时间找到师父才好。	0	0	0	0	1	1	10001	1	0	与管家对话	0	1	10001	1	0	进入慕府	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10058	10127	10	1021	0	0	0	0	0	0	0	0	567.7	54.1	335.46	41.45	3.72	181.36	0	10	757.4	300	566	0	1021	41.35734	3.72	178.457	0	0	0	0	0	0	0	0	10	LogicScriptManager.TriggerScript(1902)	LogicScriptManager.TriggerScript(1901)	0	88888	0	0	10058	10	567.7	54.1	335.46	10127	1021	41.45	3.72	181.36	10058	10	567.7	54.1	335.46	10127	1021	41.45	3.72	181.36	104200	104210
1277	1	349	2	0	0	0	0	0	10127701	0	10127701	第一婚宴	第一婚宴	空	点击领取奖励	慕萧辰与俞霜果然是郎才女貌，两人是天作之合，真是可喜可贺。	0	127701	0	0	1	1	10001	1	0	参加慕府婚宴	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10163	0	1021	0	0	0	0	0	0	0	0	0	0	0	26.82	3.48	148.56	10127	1021	41.46642	3.74	154.67	0	0	0	0	0	0	0	0	0	0	0	0	0	10	LogicScriptManager.TriggerScript(127701)	0	0	88888	0	0	0	0	0	0	0	10163	1021	26.82	3.48	148.56	0	0	0	0	0	10163	1021	26.82	3.48	148.56	104300	104310
349	1	1114	1	0	0	0	0	0	10034901	0	10034901	一生所爱	完成缘定今生	空	点击领取奖励	领取第一婚宴奖励，完成缘定今生。	0	0	0	33003	1	3	2554	1	0	完成缘定今生	LogicScriptManager.TriggerScript(34901)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1031011	0	1021	0	0	0	0	0	0	0	0	0	0	0	27.19473	3.480815	116.7255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33002	0	0	10	0	0	0	88888	0	0	0	0	0	0	0	1031011	1021	27.19473	3.480815	116.7255	0	0	0	0	0	1031011	1021	27.19473	3.480815	116.7255	104400	104410
1114	1	91	1	0	0	0	0	0	10111401	0	10111401	似曾相识	熟悉的感觉	空	点击领取奖励	从慕府辞别后，尘生在那里楞了半天了，在那做什么？	0	0	0	111401	0	0	0	0	0	与烟尘生对话	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10001	0	10	0	0	0	0	0	0	0	0	0	0	0	741.7	299.9055	630.7	10001	10	741.7	299.9055	630.7	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	88888	0	0	0	0	0	0	0	10001	10	741.7	299.9055	630.7	0	0	0	0	0	10001	10	741.7	299.9055	630.7	104500	104510
91	1	1198	1	0	0	0	0	0	10009101	0	10009101	星月阁	星月阁阁前	空	点击领取奖励	似乎很久没有回来星月阁了，在阁前看到了师姐，先向她打声招呼。	0	9101	0	0	0	0	0	0	0	与师父对话	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10046	0	10	0	0	0	0	0	0	0	0	0	0	0	733.3	316.7972	696.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	88888	0	0	0	0	0	0	0	10046	10	733.3	316.7972	696.6	0	0	0	0	0	10046	10	733.3	316.7972	696.6	104600	104610
1198	1	29	2	0	0	0	0	0	10119801	0	10119801	了解帮派	加入或创建帮派	空	点击领取奖励	加入帮派一起携手闯天下，帮派可以共享资源，参与帮派活动更加可以获得稀有道具，是快速提升实力的不二法门。	0	0	119803	0	1	1	10001	1	0	加入帮派	LogicScriptManager.TriggerScript(119801)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10119802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	10	0	0	0	88888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104700	104710
1069	1	0	1	0	0	0	0	0	10106901	0	10106901	帮派发言	帮派发言	空	点击领取奖励	尝试在帮派频道发言，向帮派内众人打声招呼。	0	0	0	0	1	3	2601	1	0	帮派发言	LogicScriptManager.TriggerScript(106901)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104800	104810
304	1	0	1	0	0	0	0	0	10030401	0	10030401	帮派福利	领取帮派福利	空	点击领取奖励	人多力量大，众人拾柴火焰高，给自己的帮派捐赠一次，然后领取帮派给予的福利吧。	0	0	30401	0	1	3	2611	1	0	领取帮派福利1次	LogicScriptManager.TriggerScript(30401)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10030402	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104900	104910
29	1	22	1	0	0	0	0	0	10002901	0	10002901	可爱的师姐	可爱的师姐	空	点击领取奖励	和音一与尘生来到星月阁，却发现许久不见的师姐正好也在阁里。哎，估计这次是跑不了要继续帮忙干活的命运了。	0	0	0	2902	0	0	0	0	0	对话学姐	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1011031	0	11	0	0	0	0	0	0	0	0	0	0	0	167.2	13.5	241.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	88888	0	0	0	0	0	0	0	1011031	111	167.2	13.5	241.5	0	0	0	0	0	1011031	211	167.2	13.5	241.5	105000	105010
1197	1	0	1	0	0	0	0	0	10119701	0	10119701	了解好友	添加好友	空	点击领取奖励	行走江湖自然会结识很多好友，添加好友可以获得好友祝福，您将获得更多经验和铜币，等级和技能升级更快哟！	0	0	0	0	1	24	0	5	0	添加5个好友	LogicScriptManager.TriggerScript(119701)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105100	105110
22	1	27	1	0	0	0	0	0	10002201	0	10002201	严肃的金门户	与金门户对话	空	点击领取奖励	前面好像是金门户，金门户号称“万年冷面”，严肃得很。	0	0	0	2201	0	0	0	0	0	与金门户对话	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1011031	1036043	11	11	0	0	0	0	0	0	0	0	167.2	13.5	241.5	163.239	12.02634	204.291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	88888	0	0	1011031	111	167.2	13.5	241.5	1036043	111	163.239	12.02634	204.291	1011031	211	167.2	13.5	241.5	1036043	211	163.239	12.02634	204.291	105200	105210
27	1	1064	1	0	0	0	0	0	10002701	0	10002701	星月阁主	与师父对话	空	点击领取奖励	云逍观主竟然是师父的师弟，难怪师父好像一直认识尘生的样子。一路奔波累坏了，不过还是得去偏殿登记一下。	0	2701	0	0	0	0	0	0	0	找到阁主	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1036043	10046	11	11	0	0	0	0	0	0	0	0	163.239	12.02634	204.291	163.37	22.46	134.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	88888	0	0	1036043	111	163.239	12.02634	204.291	10046	111	163.37	22.46	134.26	1036043	211	163.239	12.02634	204.291	10046	211	163.37	22.46	134.26	105300	105310
1064	1	25	1	0	0	0	0	0	10106401	0	10106401	唯美时装	师父的礼物	空	点击领取奖励	师父为了奖励我找到《长生诀》的线索，便送我一套新衣裳。佛靠金装，人靠衣装，有了新衣服果然不一样了。	0	106402	0	2701	1	3	741	1	0	领取唯美时装	LogicScriptManager.TriggerScript(106401)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10046	0	11	0	0	0	0	0	0	0	0	0	0	0	163.37	22.46	134.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106402	0	1	10	0	0	0	88888	0	0	0	0	0	0	0	10046	111	163.37	22.46	134.26	0	0	0	0	0	10046	211	163.37	22.46	134.26	105400	105410
25	1	24	2	0	0	0	0	0	10002501	0	10002501	偏殿登记	去偏殿登记	空	点击领取奖励	登记完就可以领取一些被褥了，音一是要和尘生住一起嘛！？羞羞羞…活生生一波狗粮啊…	0	0	0	0	1	1	10001	1	0	前往偏殿	LogicScriptManager.TriggerScript(2501)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11103	0	11	0	0	0	0	0	0	0	0	0	210.3814	18.64347	123.2655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	88888	0	0	11103	111	210.3814	18.64347	123.2655	0	0	0	0	0	11103	211	210.3814	18.64347	123.2655	0	0	0	0	0	105500	105510
24	1	44	1	0	0	0	0	0	10002401	0	10002401	后山异动	与尘生对话	空	点击领取奖励	师姐告知我后山最近总有些异象出现，但是阁内的人又无法查明真相，希望我可以帮忙看看是怎么回事。	0	0	0	2401	0	0	0	0	0	前往宿舍	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1011031	0	11	0	0	0	0	0	0	0	0	0	0	0	231.8	19.05635	189.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	88888	0	0	0	0	0	0	0	1011031	111	231.8	19.05635	189.9	0	0	0	0	0	1011031	211	231.8	19.05635	189.9	105600	105610
44	1	45	1	0	0	0	0	0	10004401	0	10004401	异动线索	与金门户对话	空	点击领取奖励	金门户经常守卫着星月阁，或许他有什么线索。	0	4401	0	0	0	0	0	0	0	与金门户对话	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1036043	1036043	11	11	0	0	0	0	0	0	0	0	162.9847	12.21694	200.4772	162.9847	12.21694	200.4772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	88888	0	0	1036043	111	162.9847	12.21694	200.4772	1036043	111	162.9847	12.21694	200.4772	1036043	211	162.9847	12.21694	200.4772	1036043	211	162.9847	12.21694	200.4772	105700	105710
45	1	56	1	0	0	0	0	0	10004501	0	10004501	罪魁祸首	询问小小有关线索	空	点击领取奖励	师父将后山的异象告诉我后，让我顺便帮忙找一块精铁陨石。	0	4501	0	0	0	0	0	0	0	询问小小有关线索	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1036033	0	11	10004402	0	0	0	0	0	0	0	0	0	0	118.3783	16.83968	238.7266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	88888	0	0	0	0	0	0	0	1036033	111	118.3783	16.83968	238.7266	0	0	0	0	0	1036033	211	118.3783	16.83968	238.7266	105800	105810
