品质主ID	副ID（0普通生成用，1免费重铸用，2付费重铸用……10~19各种掉落用，20~29各种制造用）	有效标志位	品质0出现几率	品质1出现几率	品质2出现几率	品质3出现几率	品质4出现几率	品质5出现几率	品质6出现几率	品质7出现几率	品质8出现几率	品质9出现几率	品质0步数	品质1步数	品质2步数	品质3步数	品质4步数	品质5步数	品质6步数	品质7步数	品质8步数	品质9步数	品质0升级成功率	品质1升级成功率	品质2升级成功率	品质3升级成功率	品质4升级成功率	品质5升级成功率	品质6升级成功率	品质7升级成功率	品质8升级成功率	品质9升级成功率	品质0暴击成功率	品质1暴击成功率	品质2暴击成功率	品质3暴击成功率	品质4暴击成功率	品质5暴击成功率	品质6暴击成功率	品质7暴击成功率	品质8暴击成功率	品质9暴击成功率
823	1	1	10000	0	0	0	0	0	0	0	0	0	7	7	7	8	7	8	10	50	50	100	9000	9000	9000	9000	9000	9000	9000	5000	5000	2500	100	100	100	100	100	100	100	0	0	0
823	2	1	10000	0	0	0	0	0	0	0	0	0	4	4	4	4	4	4	5	26	26	53	9000	9000	9000	9000	9000	9000	9000	5000	5000	2500	8000	8000	8000	8000	8000	8000	8000	4000	4000	0
833	0	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	2000	2000	2000	2000	2000	2000	2000	0	0	0
833	1	1	10000	0	0	0	0	0	0	0	0	0	10	10	10	11	10	11	14	70	70	140	6000	6000	6000	6000	6000	6000	6000	3500	3500	2000	100	100	100	100	100	100	100	0	0	0
833	2	1	10000	0	0	0	0	0	0	0	0	0	5	5	5	6	5	6	7	37	37	74	6000	6000	6000	6000	6000	6000	6000	3500	3500	2000	8000	8000	8000	8000	8000	8000	8000	4000	4000	0
903	0	1	3750	1250	3750	1250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
903	1	1	10000	0	0	0	0	0	0	0	0	0	10000	0	0	10	15	16	23	29	58	116	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
903	2	1	10000	0	0	0	0	0	0	0	0	0	10000	0	0	5	8	8	12	15	29	116	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
903	8	1	0	0	0	0	0	0	0	0	0	10000	10000	0	0	1	1	1	1	1	2	8	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	0	0	0	0	0	0	0	0	0	0
903	10	1	7500	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
903	11	1	0	0	7500	2500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
903	12	1	0	0	0	0	7500	1900	600	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
903	13	1	0	0	0	0	0	0	0	7500	1900	600	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
903	14	1	3750	1250	3750	1250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
903	20	1	4900	3500	350	1000	200	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
903	21	1	0	0	0	1600	320	80	6000	1600	320	80	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
903	22	1	4200	3000	300	1960	392	98	38	10	2	1	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
903	23	1	0	0	0	1600	320	80	6000	1600	320	80	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
913	0	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	2000	2000	2000	2000	2000	2000	2000	0	0	0
913	1	1	10000	0	0	0	0	0	0	0	0	0	8	8	8	7	8	8	9	36	54	90	10000	10000	10000	10000	10000	10000	10000	8000	8000	2500	2000	2000	2000	2000	2000	2000	2000	0	0	0
913	2	1	10000	0	0	0	0	0	0	0	0	0	5	5	5	5	5	5	6	24	36	60	10000	10000	10000	10000	10000	10000	10000	8000	8000	2500	8000	8000	8000	8000	8000	8000	8000	4000	4000	0
923	0	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	2000	2000	2000	2000	2000	2000	2000	0	0	0
923	1	1	10000	0	0	0	0	0	0	0	0	0	11	11	11	10	11	11	13	65	65	130	9000	9000	9000	9000	9000	9000	9000	5000	5000	2500	100	100	100	100	100	100	100	0	0	0
923	2	1	10000	0	0	0	0	0	0	0	0	0	7	7	7	7	7	7	9	43	43	87	9000	9000	9000	9000	9000	9000	9000	5000	5000	2500	8000	8000	8000	8000	8000	8000	8000	4000	4000	0
933	0	1	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	2000	2000	2000	2000	2000	2000	2000	0	0	0
933	1	1	10000	0	0	0	0	0	0	0	0	0	15	15	15	14	15	15	18	90	90	180	6000	6000	6000	6000	6000	6000	6000	3500	3500	2000	100	100	100	100	100	100	100	0	0	0
933	2	1	10000	0	0	0	0	0	0	0	0	0	10	10	10	9	10	10	12	60	60	120	6000	6000	6000	6000	6000	6000	6000	3500	3500	2000	8000	8000	8000	8000	8000	8000	8000	4000	4000	0
224	0	1	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
324	0	1	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
424	0	1	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
524	0	1	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
624	0	1	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
724	0	1	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
824	0	1	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
924	0	1	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
225	0	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
325	0	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
425	0	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
525	0	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
625	0	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
725	0	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
825	0	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
925	0	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
1101	0	1	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
1301	0	1	500	500	2000	2900	2000	1500	500	76	20	4	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
1401	0	1	500	1500	3000	2900	1500	400	150	38	10	2	0	0	0	0	0	0	0	0	0	0	10000	10000	10000	10000	10000	10000	10000	3000	3000	1000	3000	3000	3000	3000	3000	3000	3000	1000	1000	10
2011	0	1	10000	0	0	0	0	0	0	0	0	0	2	2	4	6	9	12	30	30	50	100	10000	10000	10000	10000	10000	10000	10000	8000	8000	2500	0	0	0	0	0	0	0	0	0	0
2012	0	1	10000	0	0	0	0	0	0	0	0	0	4	4	8	12	18	24	30	30	50	100	10000	10000	10000	10000	10000	10000	10000	8000	8000	2500	0	0	0	0	0	0	0	0	0	0
