道具ID(9位，4位表现分类+3位等级+2位流水；道具ID首位从3开始，由于道具和装备同一套规划，所以ID段划分。300000000~900000000之间为道具，卡牌为5开头。9为虚拟装备)	有效标志	道具名	表现分类，对应另外一张配置表，这里配的是表现分类ID，规则就是道具ID的前四位	颜色(0白（废弃不要用），1绿，2蓝，3紫，4橙，5青，6红，7粉)	背包位置(0普通道具背包，1碎片)	有效期，-1为无限期，大于0则为道具的存在时间，单位为秒	绑定方式(0不绑定，1获得绑定，2使用绑定)	消耗数量，每次使用道具消耗的数量，碎片类的在TIPS上显示就是合成的数量	叠加上限	出售货币（填0不可出售-出售价格必须为1、大于10000表示道具）	出售价格	等级限制下限	等级限制上限	境界限制下限	境界限制上限	无用字段（原来是次数限制，但已经改成走消耗系统了）	效果对象（0角色，1宠物）	效果类型（0无用，1事件，2drop型宝箱（客户端不预览，dropid+成就ID+是否播放表现），3永久属性，4经文碎片（自动使用），5获得灵宠，6获得招式，7获得法器，8获得血脉，9获得血脉精血，10灵宠灵元，11灵宠亲密度，12战斗力宝箱(掉落id+战力)，13次数限制，14成就触发，15使用技能，16称号，17藏宝图（事件ID、展示奖励ID、地点ID），18获得坐骑（参数1坐骑ID，参数2持续时间），19提升膜拜等级（叁数1物品使用要求的玩家光荣榜等级、叁数2物品使用后玩家光荣榜的等级），20获得学院DKP，21醒酒道具，22灵宠技能书，23获得组队经验加成状态（参数1：加成后的百分比(双倍就是200)，参数2：加成的时间：单位秒），24周月卡（参数1类型位域<月卡2+周卡1>，参数2持续时间<单位秒>，25情缘赏花道具(不能销毁），26reward型宝箱（客户端有预览，可以自动使用，参数1ID，参数2是否弹黑框），27修炼酒，28奖励多选，29时装激活，30限时时装，31喜帖，32红包参数1填祝福ID,33改名道具，34改性别道具，36地宫钥匙，37主播礼物--可能没用了）	效果参数1（类型为0则无用，事件ID，掉落ID，属性枚举，经文类别，成就ID下限）	效果参数2（类型为0则无用，技能等级，掉落无用，属性数值，事件无用，次数无用，称号无用，成就ID上限）	效果参数3（成就触发次数）	效果参数4（0标识此绑定继续走掉落规则决定是否绑定，1标识由服务器通用规则来决定是否绑定）	任选礼包展示（如果坐骑礼包、宠物礼包这种的选择类道具，这个地方配一个NPC_type来显示模型）	特殊消耗类型（0无特殊消耗，1对应消耗表ID）	特殊消耗参数1(0无用，1为对应消耗表的副ID)	状态限制ID(特殊消耗参数2)	地点限制ID(特殊消耗参数3)	删除方式(0无，1跳副本删除)	是否自动使用(0不自动，1为自动使用，需与掉落配合)	获得广播说明(位域，0不广播，1掉落拾取，2开宝箱,4制造广播，2^3~2^12(8184)世界科技1~10广播,2^13全世界广播,2^14当前地图广播,2^15本阵营广播,2^16上品广播,2^17极品广播,2^18帮派广播,2^19小队广播)	拍卖分类	摆摊价格	特殊标示位（位域，1该道具是否可以赠送）	读条类型	读条时间，毫秒	男图标前景ID（后面要改名成FontImageID_male）	女图标前景ID	男图标背景ID（后面要改名成BackImageID_male）	女图标背景ID	掉落图标ID	掉落特效ID	合成预览ID(根据职业不同配置不同，示例（六个职业）100111001|100111002|100111003|100111004|100111005|100111006)	道具描述	来源对象ID	掉落飞入特效ID	使用后触发脚本	掉落彰显状态限制（走状态限制表，即满足状态限制之后才会在掉落的时候彰显出来）	掉落彰显表现（1紫色光柱、2橙色光柱）	物品品质（0无，1魂，2神）	使用文字	标签类型(1可鉴定，2可合成，3可魂化，4可镶嵌）装备是默认为可装备的	道具阶级	UI飞入特效（0默认飞入特效，1稀有装备、2稀有碎片、3上古装备、4上古碎片、5其他）
300110450	1	[未鉴定]五阶护腕	3214	1	0	-1	0	1	999	5	1100	2115	7999	0	999	0	0	2	210415	2616	0	1	19999018	50750	1	0	0	0	0	0	106	300110450	0	0	0	0	0	item51_054	item51_054	0	1000062	0	未鉴定的五阶护腕，需要消耗一定铜币进行鉴定后方可穿戴，可能获得普通、精粹品质。\n<color=#7fff94>鉴定消耗：1400铜币</color>	300110450	0	0	0	0	0	鉴定	1	5	0
300110550	1	[未鉴定]五阶项链	3214	1	0	-1	0	1	999	203	350	2100	7999	0	999	0	0	2	210515	2616	0	1	19999019	50750	1	0	0	0	0	0	108	300110550	0	0	0	0	0	item51_055	item51_055	0	1000062	0	未鉴定的五阶项链，需要消耗一定铜币进行鉴定后方可穿戴，可能获得普通、精粹品质。\n<color=#7fff94>鉴定消耗：1400铜币</color>	300110550	0	0	0	0	0	鉴定	1	5	0
300110650	1	[未鉴定]五阶戒指	3214	1	0	-1	0	1	999	203	350	2111	7999	0	999	0	0	2	210615	2616	0	1	19999020	50750	1	0	0	0	0	0	109	300110650	0	0	0	0	0	item51_056	item51_056	0	1000062	0	未鉴定的五阶戒指，需要消耗一定铜币进行鉴定后方可穿戴，可能获得普通、精粹品质。\n<color=#7fff94>鉴定消耗：1400铜币</color>	300110650	0	0	0	0	0	鉴定	1	5	0
300110750	1	[未鉴定]五阶护肩	3214	1	0	-1	0	1	999	5	1100	2105	7999	0	999	0	0	2	210715	2616	0	1	19999021	50750	1	0	0	0	0	0	105	300110750	0	0	0	0	0	item51_057	item51_057	0	1000062	0	未鉴定的五阶护肩，需要消耗一定铜币进行鉴定后方可穿戴，可能获得普通、精粹品质。\n<color=#7fff94>鉴定消耗：1400铜币</color>	300110750	0	0	0	0	0	鉴定	1	5	0
300110850	1	[未鉴定]五阶帽子	3214	1	0	-1	0	1	999	5	1100	2104	7999	0	999	0	0	2	210815	2616	0	1	19999022	50750	1	0	0	0	0	0	104	300110850	0	0	0	0	0	item51_058	item51_058	0	1000062	0	未鉴定的五阶头饰，需要消耗一定铜币进行鉴定后方可穿戴，可能获得普通、精粹品质。\n<color=#7fff94>鉴定消耗：1400铜币</color>	300110850	0	0	0	0	0	鉴定	1	5	0
300110950	1	[未鉴定]五阶鞋子	3214	1	0	-1	0	1	999	5	1100	2119	7999	0	999	0	0	2	210915	2616	0	1	19999023	50750	1	0	0	0	0	0	107	300110950	0	0	0	0	0	item51_059	item51_059	0	1000062	0	未鉴定的五阶鞋子，需要消耗一定铜币进行鉴定后方可穿戴，可能获得普通、精粹品质。\n<color=#7fff94>鉴定消耗：1400铜币</color>	300110950	0	0	0	0	0	鉴定	1	5	0
300110060	1	[未鉴定]六阶武器	3214	1	0	-1	0	1	999	5	1700	3120	7999	0	999	0	0	2	210016	2616	0	1	19999014	50760	1	0	0	0	0	0	100	300110060	0	0	0	0	0	item51_050	item51_050	0	1000062	0	未鉴定的六阶武器，需要消耗一定铜币进行鉴定后方可穿戴，可能获得普通、精粹品质。\n<color=#7fff94>鉴定消耗：1700铜币</color>	300110060	0	0	0	0	0	鉴定	1	6	0
300110160	1	[未鉴定]六阶护甲	3214	1	0	-1	0	1	999	5	1700	3126	7999	0	999	0	0	2	210116	2616	0	1	19999015	50760	1	0	0	0	0	0	101	300110160	0	0	0	0	0	item51_051	item51_051	0	1000062	0	未鉴定的六阶护甲，需要消耗一定铜币进行鉴定后方可穿戴，可能获得普通、精粹品质。\n<color=#7fff94>鉴定消耗：1700铜币</color>	300110160	0	0	0	0	0	鉴定	1	6	0
300110260	1	[未鉴定]六阶腰带	3214	1	0	-1	0	1	999	5	1700	3136	7999	0	999	0	0	2	210216	2616	0	1	19999016	50760	1	0	0	0	0	0	103	300110260	0	0	0	0	0	item51_052	item51_052	0	1000062	0	未鉴定的六阶腰带，需要消耗一定铜币进行鉴定后方可穿戴，可能获得普通、精粹品质。\n<color=#7fff94>鉴定消耗：1700铜币</color>	300110260	0	0	0	0	0	鉴定	1	6	0
300110360	1	[未鉴定]六阶裤子	3214	1	0	-1	0	1	999	5	1700	3133	7999	0	999	0	0	2	210316	2616	0	1	19999017	50760	1	0	0	0	0	0	102	300110360	0	0	0	0	0	item51_053	item51_053	0	1000062	0	未鉴定的六阶裤裙，需要消耗一定铜币进行鉴定后方可穿戴，可能获得普通、精粹品质。\n<color=#7fff94>鉴定消耗：1700铜币</color>	300110360	0	0	0	0	0	鉴定	1	6	0
300110460	1	[未鉴定]六阶护腕	3214	1	0	-1	0	1	999	5	1400	3135	7999	0	999	0	0	2	210416	2616	0	1	19999018	50760	1	0	0	0	0	0	106	300110460	0	0	0	0	0	item51_054	item51_054	0	1000062	0	未鉴定的六阶护腕，需要消耗一定铜币进行鉴定后方可穿戴，可能获得普通、精粹品质。\n<color=#7fff94>鉴定消耗：1700铜币</color>	300110460	0	0	0	0	0	鉴定	1	6	0
300110560	1	[未鉴定]六阶项链	3214	1	0	-1	0	1	999	203	430	3120	7999	0	999	0	0	2	210516	2616	0	1	19999019	50760	1	0	0	0	0	0	108	300110560	0	0	0	0	0	item51_055	item51_055	0	1000062	0	未鉴定的六阶项链，需要消耗一定铜币进行鉴定后方可穿戴，可能获得普通、精粹品质。\n<color=#7fff94>鉴定消耗：1700铜币</color>	300110560	0	0	0	0	0	鉴定	1	6	0
300110660	1	[未鉴定]六阶戒指	3214	1	0	-1	0	1	999	203	430	3131	7999	0	999	0	0	2	210616	2616	0	1	19999020	50760	1	0	0	0	0	0	109	300110660	0	0	0	0	0	item51_056	item51_056	0	1000062	0	未鉴定的六阶戒指，需要消耗一定铜币进行鉴定后方可穿戴，可能获得普通、精粹品质。\n<color=#7fff94>鉴定消耗：1700铜币</color>	300110660	0	0	0	0	0	鉴定	1	6	0
300110760	1	[未鉴定]六阶护肩	3214	1	0	-1	0	1	999	5	1400	3125	7999	0	999	0	0	2	210716	2616	0	1	19999021	50760	1	0	0	0	0	0	105	300110760	0	0	0	0	0	item51_057	item51_057	0	1000062	0	未鉴定的六阶护肩，需要消耗一定铜币进行鉴定后方可穿戴，可能获得普通、精粹品质。\n<color=#7fff94>鉴定消耗：1700铜币</color>	300110760	0	0	0	0	0	鉴定	1	6	0
300110860	1	[未鉴定]六阶帽子	3214	1	0	-1	0	1	999	5	1400	3124	7999	0	999	0	0	2	210816	2616	0	1	19999022	50760	1	0	0	0	0	0	104	300110860	0	0	0	0	0	item51_058	item51_058	0	1000062	0	未鉴定的六阶头饰，需要消耗一定铜币进行鉴定后方可穿戴，可能获得普通、精粹品质。\n<color=#7fff94>鉴定消耗：1700铜币</color>	300110860	0	0	0	0	0	鉴定	1	6	0
300110960	1	[未鉴定]六阶鞋子	3214	1	0	-1	0	1	999	5	1400	3139	7999	0	999	0	0	2	210916	2616	0	1	19999023	50760	1	0	0	0	0	0	107	300110960	0	0	0	0	0	item51_059	item51_059	0	1000062	0	未鉴定的六阶鞋子，需要消耗一定铜币进行鉴定后方可穿戴，可能获得普通、精粹品质。\n<color=#7fff94>鉴定消耗：1700铜币</color>	300110960	0	0	0	0	0	鉴定	1	6	0
300110070	1	[未鉴定]七阶武器	3214	1	0	-1	0	1	999	5	2000	4140	7999	0	999	0	0	2	210017	2616	0	1	19999014	50770	1	0	0	0	0	0	100	300110070	0	0	0	0	0	item51_050	item51_050	0	1000062	0	未鉴定的七阶武器，需要消耗一定铜币进行鉴定后方可穿戴，可能获得普通、精粹品质。\n<color=#7fff94>鉴定消耗：2100铜币</color>	300110070	0	0	0	0	0	鉴定	1	7	0
300110170	1	[未鉴定]七阶护甲	3214	1	0	-1	0	1	999	5	2000	4146	7999	0	999	0	0	2	210117	2616	0	1	19999015	50770	1	0	0	0	0	0	101	300110170	0	0	0	0	0	item51_051	item51_051	0	1000062	0	未鉴定的七阶护甲，需要消耗一定铜币进行鉴定后方可穿戴，可能获得普通、精粹品质。\n<color=#7fff94>鉴定消耗：2100铜币</color>	300110170	0	0	0	0	0	鉴定	1	7	0
300110270	1	[未鉴定]七阶腰带	3214	1	0	-1	0	1	999	5	2000	4156	7999	0	999	0	0	2	210217	2616	0	1	19999016	50770	1	0	0	0	0	0	103	300110270	0	0	0	0	0	item51_052	item51_052	0	1000062	0	未鉴定的七阶腰带，需要消耗一定铜币进行鉴定后方可穿戴，可能获得普通、精粹品质。\n<color=#7fff94>鉴定消耗：2100铜币</color>	300110270	0	0	0	0	0	鉴定	1	7	0
300110370	1	[未鉴定]七阶裤子	3214	1	0	-1	0	1	999	5	2000	4153	7999	0	999	0	0	2	210317	2616	0	1	19999017	50770	1	0	0	0	0	0	102	300110370	0	0	0	0	0	item51_053	item51_053	0	1000062	0	未鉴定的七阶裤裙，需要消耗一定铜币进行鉴定后方可穿戴，可能获得普通、精粹品质。\n<color=#7fff94>鉴定消耗：2100铜币</color>	300110370	0	0	0	0	0	鉴定	1	7	0
300110470	1	[未鉴定]七阶护腕	3214	1	0	-1	0	1	999	5	1700	4155	7999	0	999	0	0	2	210417	2616	0	1	19999018	50770	1	0	0	0	0	0	106	300110470	0	0	0	0	0	item51_054	item51_054	0	1000062	0	未鉴定的七阶护腕，需要消耗一定铜币进行鉴定后方可穿戴，可能获得普通、精粹品质。\n<color=#7fff94>鉴定消耗：2100铜币</color>	300110470	0	0	0	0	0	鉴定	1	7	0
300110570	1	[未鉴定]七阶项链	3214	1	0	-1	0	1	999	203	530	4140	7999	0	999	0	0	2	210517	2616	0	1	19999019	50770	1	0	0	0	0	0	108	300110570	0	0	0	0	0	item51_055	item51_055	0	1000062	0	未鉴定的七阶项链，需要消耗一定铜币进行鉴定后方可穿戴，可能获得普通、精粹品质。\n<color=#7fff94>鉴定消耗：2100铜币</color>	300110570	0	0	0	0	0	鉴定	1	7	0
300110670	1	[未鉴定]七阶戒指	3214	1	0	-1	0	1	999	203	530	4151	7999	0	999	0	0	2	210617	2616	0	1	19999020	50770	1	0	0	0	0	0	109	300110670	0	0	0	0	0	item51_056	item51_056	0	1000062	0	未鉴定的七阶戒指，需要消耗一定铜币进行鉴定后方可穿戴，可能获得普通、精粹品质。\n<color=#7fff94>鉴定消耗：2100铜币</color>	300110670	0	0	0	0	0	鉴定	1	7	0
300110770	1	[未鉴定]七阶护肩	3214	1	0	-1	0	1	999	5	1700	4145	7999	0	999	0	0	2	210717	2616	0	1	19999021	50770	1	0	0	0	0	0	105	300110770	0	0	0	0	0	item51_057	item51_057	0	1000062	0	未鉴定的七阶护肩，需要消耗一定铜币进行鉴定后方可穿戴，可能获得普通、精粹品质。\n<color=#7fff94>鉴定消耗：2100铜币</color>	300110770	0	0	0	0	0	鉴定	1	7	0
300110870	1	[未鉴定]七阶帽子	3214	1	0	-1	0	1	999	5	1700	4144	7999	0	999	0	0	2	210817	2616	0	1	19999022	50770	1	0	0	0	0	0	104	300110870	0	0	0	0	0	item51_058	item51_058	0	1000062	0	未鉴定的七阶头饰，需要消耗一定铜币进行鉴定后方可穿戴，可能获得普通、精粹品质。\n<color=#7fff94>鉴定消耗：2100铜币</color>	300110870	0	0	0	0	0	鉴定	1	7	0
300110970	1	[未鉴定]七阶鞋子	3214	1	0	-1	0	1	999	5	1700	4159	7999	0	999	0	0	2	210917	2616	0	1	19999023	50770	1	0	0	0	0	0	107	300110970	0	0	0	0	0	item51_059	item51_059	0	1000062	0	未鉴定的七阶鞋子，需要消耗一定铜币进行鉴定后方可穿戴，可能获得普通、精粹品质。\n<color=#7fff94>鉴定消耗：2100铜币</color>	300110970	0	0	0	0	0	鉴定	1	7	0
300110080	1	[未鉴定]八阶武器	3214	1	0	-1	0	1	999	5	2400	5160	7999	0	999	0	0	2	210018	2616	0	1	19999014	50780	1	0	0	0	0	0	100	300110080	0	0	0	0	0	item51_050	item51_050	0	1000062	0	未鉴定的八阶武器，需要消耗一定铜币进行鉴定后方可穿戴，可能获得普通、精粹品质。\n<color=#7fff94>鉴定消耗：2600铜币</color>	300110080	0	0	0	0	0	鉴定	1	8	0
300110180	1	[未鉴定]八阶护甲	3214	1	0	-1	0	1	999	5	2400	5166	7999	0	999	0	0	2	210118	2616	0	1	19999015	50780	1	0	0	0	0	0	101	300110180	0	0	0	0	0	item51_051	item51_051	0	1000062	0	未鉴定的八阶护甲，需要消耗一定铜币进行鉴定后方可穿戴，可能获得普通、精粹品质。\n<color=#7fff94>鉴定消耗：2600铜币</color>	300110180	0	0	0	0	0	鉴定	1	8	0
300110280	1	[未鉴定]八阶腰带	3214	1	0	-1	0	1	999	5	2400	5176	7999	0	999	0	0	2	210218	2616	0	1	19999016	50780	1	0	0	0	0	0	103	300110280	0	0	0	0	0	item51_052	item51_052	0	1000062	0	未鉴定的八阶腰带，需要消耗一定铜币进行鉴定后方可穿戴，可能获得普通、精粹品质。\n<color=#7fff94>鉴定消耗：2600铜币</color>	300110280	0	0	0	0	0	鉴定	1	8	0
300110380	1	[未鉴定]八阶裤子	3214	1	0	-1	0	1	999	5	2400	5173	7999	0	999	0	0	2	210318	2616	0	1	19999017	50780	1	0	0	0	0	0	102	300110380	0	0	0	0	0	item51_053	item51_053	0	1000062	0	未鉴定的八阶裤裙，需要消耗一定铜币进行鉴定后方可穿戴，可能获得普通、精粹品质。\n<color=#7fff94>鉴定消耗：2600铜币</color>	300110380	0	0	0	0	0	鉴定	1	8	0
300110480	1	[未鉴定]八阶护腕	3214	1	0	-1	0	1	999	5	2000	5175	7999	0	999	0	0	2	210418	2616	0	1	19999018	50780	1	0	0	0	0	0	106	300110480	0	0	0	0	0	item51_054	item51_054	0	1000062	0	未鉴定的八阶护腕，需要消耗一定铜币进行鉴定后方可穿戴，可能获得普通、精粹品质。\n<color=#7fff94>鉴定消耗：2600铜币</color>	300110480	0	0	0	0	0	鉴定	1	8	0
300110580	1	[未鉴定]八阶项链	3214	1	0	-1	0	1	999	203	650	5160	7999	0	999	0	0	2	210518	2616	0	1	19999019	50780	1	0	0	0	0	0	108	300110580	0	0	0	0	0	item51_055	item51_055	0	1000062	0	未鉴定的八阶项链，需要消耗一定铜币进行鉴定后方可穿戴，可能获得普通、精粹品质。\n<color=#7fff94>鉴定消耗：2600铜币</color>	300110580	0	0	0	0	0	鉴定	1	8	0
300110680	1	[未鉴定]八阶戒指	3214	1	0	-1	0	1	999	203	650	5171	7999	0	999	0	0	2	210618	2616	0	1	19999020	50780	1	0	0	0	0	0	109	300110680	0	0	0	0	0	item51_056	item51_056	0	1000062	0	未鉴定的八阶戒指，需要消耗一定铜币进行鉴定后方可穿戴，可能获得普通、精粹品质。\n<color=#7fff94>鉴定消耗：2600铜币</color>	300110680	0	0	0	0	0	鉴定	1	8	0
300110780	1	[未鉴定]八阶护肩	3214	1	0	-1	0	1	999	5	2000	5165	7999	0	999	0	0	2	210718	2616	0	1	19999021	50780	1	0	0	0	0	0	105	300110780	0	0	0	0	0	item51_057	item51_057	0	1000062	0	未鉴定的八阶护肩，需要消耗一定铜币进行鉴定后方可穿戴，可能获得普通、精粹品质。\n<color=#7fff94>鉴定消耗：2600铜币</color>	300110780	0	0	0	0	0	鉴定	1	8	0
300110880	1	[未鉴定]八阶帽子	3214	1	0	-1	0	1	999	5	2000	5164	7999	0	999	0	0	2	210818	2616	0	1	19999022	50780	1	0	0	0	0	0	104	300110880	0	0	0	0	0	item51_058	item51_058	0	1000062	0	未鉴定的八阶头饰，需要消耗一定铜币进行鉴定后方可穿戴，可能获得普通、精粹品质。\n<color=#7fff94>鉴定消耗：2600铜币</color>	300110880	0	0	0	0	0	鉴定	1	8	0
300110980	1	[未鉴定]八阶鞋子	3214	1	0	-1	0	1	999	5	2000	5179	7999	0	999	0	0	2	210918	2616	0	1	19999023	50780	1	0	0	0	0	0	107	300110980	0	0	0	0	0	item51_059	item51_059	0	1000062	0	未鉴定的八阶鞋子，需要消耗一定铜币进行鉴定后方可穿戴，可能获得普通、精粹品质。\n<color=#7fff94>鉴定消耗：2600铜币</color>	300110980	0	0	0	0	0	鉴定	1	8	0
300110090	1	[未鉴定]九阶武器	3214	1	0	-1	0	1	999	5	2800	6180	7999	0	999	0	0	2	210019	2616	0	1	19999014	50790	1	0	0	0	0	0	100	300110090	0	0	0	0	0	item51_050	item51_050	0	1000062	0	未鉴定的九阶武器，需要消耗一定铜币进行鉴定后方可穿戴，可能获得普通、精粹品质。\n<color=#7fff94>鉴定消耗：3200铜币</color>	300110090	0	0	0	0	0	鉴定	1	9	0
300110190	1	[未鉴定]九阶护甲	3214	1	0	-1	0	1	999	5	2800	6186	7999	0	999	0	0	2	210119	2616	0	1	19999015	50790	1	0	0	0	0	0	101	300110190	0	0	0	0	0	item51_051	item51_051	0	1000062	0	未鉴定的九阶护甲，需要消耗一定铜币进行鉴定后方可穿戴，可能获得普通、精粹品质。\n<color=#7fff94>鉴定消耗：3200铜币</color>	300110190	0	0	0	0	0	鉴定	1	9	0
300110290	1	[未鉴定]九阶腰带	3214	1	0	-1	0	1	999	5	2800	6196	7999	0	999	0	0	2	210219	2616	0	1	19999016	50790	1	0	0	0	0	0	103	300110290	0	0	0	0	0	item51_052	item51_052	0	1000062	0	未鉴定的九阶腰带，需要消耗一定铜币进行鉴定后方可穿戴，可能获得普通、精粹品质。\n<color=#7fff94>鉴定消耗：3200铜币</color>	300110290	0	0	0	0	0	鉴定	1	9	0
300110390	1	[未鉴定]九阶裤子	3214	1	0	-1	0	1	999	5	2800	6193	7999	0	999	0	0	2	210319	2616	0	1	19999017	50790	1	0	0	0	0	0	102	300110390	0	0	0	0	0	item51_053	item51_053	0	1000062	0	未鉴定的九阶裤裙，需要消耗一定铜币进行鉴定后方可穿戴，可能获得普通、精粹品质。\n<color=#7fff94>鉴定消耗：3200铜币</color>	300110390	0	0	0	0	0	鉴定	1	9	0
300110490	1	[未鉴定]九阶护腕	3214	1	0	-1	0	1	999	5	2400	6195	7999	0	999	0	0	2	210419	2616	0	1	19999018	50790	1	0	0	0	0	0	106	300110490	0	0	0	0	0	item51_054	item51_054	0	1000062	0	未鉴定的九阶护腕，需要消耗一定铜币进行鉴定后方可穿戴，可能获得普通、精粹品质。\n<color=#7fff94>鉴定消耗：3200铜币</color>	300110490	0	0	0	0	0	鉴定	1	9	0
300110590	1	[未鉴定]九阶项链	3214	1	0	-1	0	1	999	203	800	6180	7999	0	999	0	0	2	210519	2616	0	1	19999019	50790	1	0	0	0	0	0	108	300110590	0	0	0	0	0	item51_055	item51_055	0	1000062	0	未鉴定的九阶项链，需要消耗一定铜币进行鉴定后方可穿戴，可能获得普通、精粹品质。\n<color=#7fff94>鉴定消耗：3200铜币</color>	300110590	0	0	0	0	0	鉴定	1	9	0
300110690	1	[未鉴定]九阶戒指	3214	1	0	-1	0	1	999	203	800	6191	7999	0	999	0	0	2	210619	2616	0	1	19999020	50790	1	0	0	0	0	0	109	300110690	0	0	0	0	0	item51_056	item51_056	0	1000062	0	未鉴定的九阶戒指，需要消耗一定铜币进行鉴定后方可穿戴，可能获得普通、精粹品质。\n<color=#7fff94>鉴定消耗：3200铜币</color>	300110690	0	0	0	0	0	鉴定	1	9	0
300110790	1	[未鉴定]九阶护肩	3214	1	0	-1	0	1	999	5	2400	6185	7999	0	999	0	0	2	210719	2616	0	1	19999021	50790	1	0	0	0	0	0	105	300110790	0	0	0	0	0	item51_057	item51_057	0	1000062	0	未鉴定的九阶护肩，需要消耗一定铜币进行鉴定后方可穿戴，可能获得普通、精粹品质。\n<color=#7fff94>鉴定消耗：3200铜币</color>	300110790	0	0	0	0	0	鉴定	1	9	0
300110890	1	[未鉴定]九阶帽子	3214	1	0	-1	0	1	999	5	2400	6184	7999	0	999	0	0	2	210819	2616	0	1	19999022	50790	1	0	0	0	0	0	104	300110890	0	0	0	0	0	item51_058	item51_058	0	1000062	0	未鉴定的九阶头饰，需要消耗一定铜币进行鉴定后方可穿戴，可能获得普通、精粹品质。\n<color=#7fff94>鉴定消耗：3200铜币</color>	300110890	0	0	0	0	0	鉴定	1	9	0
300110990	1	[未鉴定]九阶鞋子	3214	1	0	-1	0	1	999	5	2400	6199	7999	0	999	0	0	2	210919	2616	0	1	19999023	50790	1	0	0	0	0	0	107	300110990	0	0	0	0	0	item51_059	item51_059	0	1000062	0	未鉴定的九阶鞋子，需要消耗一定铜币进行鉴定后方可穿戴，可能获得普通、精粹品质。\n<color=#7fff94>鉴定消耗：3200铜币</color>	300110990	0	0	0	0	0	鉴定	1	9	0
300120020	1	[稀有]二阶武器	3214	3	0	-1	0	1	999	5	530	20	7999	0	999	0	0	2	210022	2616	0	1	19999014	50721	1	0	0	0	0	0	100	300120020	0	0	0	0	0	item51_050	item51_050	0	1000062	0	未鉴定的二阶武器，需要消耗一定铜币进行鉴定后方可穿戴，必定获得<color=#7fff94>稀有品质</color>。\n<color=#7fff94>鉴定消耗：1800铜币</color>	300120020	1	0	0	0	0	鉴定	1	2	1
300120120	1	[稀有]二阶护甲	3214	3	0	-1	0	1	999	5	530	30	7999	0	999	0	0	2	210122	2616	0	1	19999015	50721	1	0	0	0	0	0	101	300120120	0	0	0	0	0	item51_051	item51_051	0	1000062	0	未鉴定的二阶护甲，需要消耗一定铜币进行鉴定后方可穿戴，必定获得<color=#7fff94>稀有品质</color>。\n<color=#7fff94>鉴定消耗：1800铜币</color>	300120120	1	0	0	0	0	鉴定	1	2	1
300120220	1	[稀有]二阶腰带	3214	3	0	-1	0	1	999	5	530	50	7999	0	999	0	0	2	210222	2616	0	1	19999016	50721	1	0	0	0	0	0	103	300120220	0	0	0	0	0	item51_052	item51_052	0	1000062	0	未鉴定的二阶腰带，需要消耗一定铜币进行鉴定后方可穿戴，必定获得<color=#7fff94>稀有品质</color>。\n<color=#7fff94>鉴定消耗：1800铜币</color>	300120220	1	0	0	0	0	鉴定	1	2	1
300120320	1	[稀有]二阶裤子	3214	3	0	-1	0	1	999	5	530	40	7999	0	999	0	0	2	210322	2616	0	1	19999017	50721	1	0	0	0	0	0	102	300120320	0	0	0	0	0	item51_053	item51_053	0	1000062	0	未鉴定的二阶裤裙，需要消耗一定铜币进行鉴定后方可穿戴，必定获得<color=#7fff94>稀有品质</color>。\n<color=#7fff94>鉴定消耗：1800铜币</color>	300120320	1	0	0	0	0	鉴定	1	2	1
300120420	1	[稀有]二阶护腕	3214	3	0	-1	0	1	999	5	440	45	7999	0	999	0	0	2	210422	2616	0	1	19999018	50721	1	0	0	0	0	0	106	300120420	0	0	0	0	0	item51_054	item51_054	0	1000062	0	未鉴定的二阶护腕，需要消耗一定铜币进行鉴定后方可穿戴，必定获得<color=#7fff94>稀有品质</color>。\n<color=#7fff94>鉴定消耗：1800铜币</color>	300120420	1	0	0	0	0	鉴定	1	2	1
300120520	1	[稀有]二阶项链	3214	3	0	-1	0	1	999	203	75	20	7999	0	999	0	0	2	210522	2616	0	1	19999019	50721	1	0	0	0	0	0	108	300120520	0	0	0	0	0	item51_055	item51_055	0	1000062	0	未鉴定的二阶项链，需要消耗一定铜币进行鉴定后方可穿戴，必定获得<color=#7fff94>稀有品质</color>。\n<color=#7fff94>鉴定消耗：1800铜币</color>	300120520	1	0	0	0	0	鉴定	1	2	1
300120620	1	[稀有]二阶戒指	3214	3	0	-1	0	1	999	203	75	38	7999	0	999	0	0	2	210622	2616	0	1	19999020	50721	1	0	0	0	0	0	109	300120620	0	0	0	0	0	item51_056	item51_056	0	1000062	0	未鉴定的二阶戒指，需要消耗一定铜币进行鉴定后方可穿戴，必定获得<color=#7fff94>稀有品质</color>。\n<color=#7fff94>鉴定消耗：1800铜币</color>	300120620	1	0	0	0	0	鉴定	1	2	1
300120720	1	[稀有]二阶护肩	3214	3	0	-1	0	1	999	5	440	35	7999	0	999	0	0	2	210722	2616	0	1	19999021	50721	1	0	0	0	0	0	105	300120720	0	0	0	0	0	item51_057	item51_057	0	1000062	0	未鉴定的二阶护肩，需要消耗一定铜币进行鉴定后方可穿戴，必定获得<color=#7fff94>稀有品质</color>。\n<color=#7fff94>鉴定消耗：1800铜币</color>	300120720	1	0	0	0	0	鉴定	1	2	1
