备注	BUFF的ID(ID规则：弹道ID+2位流水号；如果是场景系统等没相关弹道的buff地图ID+2流水号，任务相关1000-1999)	一级分类（只在免疫、叠加计算使用了，其他时候都没用了，1属性改变，2生命恢复，4治疗加成，8无敌，16变身，32特殊，64减速、128沉默、256变羊、512定身、1024眩晕、2048昏睡、4096击退）	二级分类（如果两个buff一级分类相同，但是需要区分为不同类的buff，则使用二级分类）	BUFF类型（1、buff|2、debuff|3、场景buff(3类型buff，先不要用，应该无效））	BUFF等级（副主键，buff等级）	优先级（buff的优先级，优先级低的同类型buff会被高优先级替换）	叠加上限（buff的最大叠加层数，最大99）	触发方式（1时间触发(一般用在dot和hot等有触发间隔的)，2获得触发（关联属性计算改变），3被击触发，4攻击触发，5被击触发另外BUFF，6攻击触发另外BUFF，7移动触发）	CD类型ID（加上BUFF时检测的CD，仅是BUFF的CD，与技能无关）	CD时间(毫秒，具体的CD时间)	时间持续类型（1、墙上时间|2、在线时间|3、永久(NPC出生自带BUFF需要配成永久的)|4、时间叠加类buff墙上时间|5、时间叠加类buff在线时间|6、在某个时间前一直存在）	删除方式（0、不可删除|1、时间到删除|2、死亡删除|4、可以驱散删除|8、跳地图删除|16、使用技能删除|32、跳副本删除|64、被击删除|128、主动攻击删除|256、移动删除）	被击删除次数（被击删除时，才有效）	效果个数（效果个数，需要与后面的个数保持一致|当debuff类型为“受伤转化为施术者回血”时，占用第一个效果的“数值参数”填写转化百分比）	持续时间1（此效果的存在时间，单位毫秒，与buff时间一样则填写-1，如果时间比buff时间短，则此效果要填在后面）	触发间隔1（此效果的触发间隔，单位毫秒，加BUFF瞬间就生效则填写0(之后不再重复生效)，伤害类的DOT一定要填生效间隔的；当一级分类里为位移型hpdot（4194305），则触发间隔为移动距离）	生效条件1（关联至condition（跟程序确认一下））	关联效果id1（关联至skill_effect_cfg中的ID）	百分比参数1（关联的百分比）	数值参数1（关联的数值|当debuff类型为“受伤转化为施术者回血”时，占用第一个效果的“数值参数”填写转化百分比）	暴击率1（效果的单独暴击率）	暴击系数1（效果的单独暴击系数）	持续时间2	触发间隔2	生效条件2	关联效果id2	百分比参数2	数值参数2	暴击率2	暴击系数2	持续时间3	触发间隔3	生效条件3	关联效果id3	百分比参数3	数值参数3	暴击率3	暴击系数3	持续时间4	触发间隔4	生效条件4	关联效果id4	百分比参数4	数值参数4	暴击率4	暴击系数4	客户端表现ID	BUFF广播级别(0不广播，1广播)	BUFF的状态限制ID(关联状态限制表)
经验BUFF-5	1105	32	1105	1	1	1	99	1	0	0	5	1	0	1	-1	5000	0	9081	0	10560009	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
吃鸡地图内治疗效果减弱-50	1110	1	1110	2	1	1	1	2	0	0	2	43	0	1	-1	0	0	9013	0	-30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
吃鸡地图内毒圈效果1	1111	1	1111	2	1	1	1	1	0	0	2	43	0	1	-1	1000	0	1009	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
吃鸡地图内毒圈效果2	1112	1	1112	2	1	1	1	1	0	0	2	43	0	1	-1	1000	0	1009	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
吃鸡地图内毒圈效果3	1113	1	1113	2	1	1	1	1	0	0	2	43	0	1	-1	1000	0	1009	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
吃鸡地图内毒圈效果4	1114	1	1114	2	1	1	1	1	0	0	2	43	0	1	-1	1000	0	1009	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
吃鸡地图内毒圈效果5	1115	1	1115	2	1	1	5	1	0	0	2	43	0	1	-1	1000	0	1009	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
吃鸡地图-血气丹小回复	1116	1	1116	1	1	1	1	1	0	0	2	107	0	1	-1	1000	0	3012	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
吃鸡地图-紫心丹大回复	1117	1	1117	1	1	1	1	1	0	0	2	107	0	1	-1	1000	0	3012	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
吃鸡地图-装备积分表现buff1	1118	1	1118	1	1	1	1	2	0	0	1	40	0	1	-1	0	0	3001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
吃鸡地图-装备积分表现buff2	1119	1	1118	1	1	1	1	2	0	0	1	40	0	1	-1	0	0	3001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
吃鸡地图-装备积分表现buff3	1120	1	1118	1	1	1	1	2	0	0	1	40	0	1	-1	0	0	3001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
特殊：缴械-武器	2001	32	2001	1	1	1	1	2	0	0	1	41	0	1	-1	0	0	9097	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
特殊：缴械-衣服	2002	32	2002	1	1	1	1	2	0	0	1	41	0	1	-1	0	0	9098	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
特殊：缴械-腰带	2003	32	2003	1	1	1	1	2	0	0	1	41	0	1	-1	0	0	9099	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
特殊：缴械-裤子	2004	32	2004	1	1	1	1	2	0	0	1	41	0	1	-1	0	0	9100	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
特殊：缴械-手套	2005	32	2005	1	1	1	1	2	0	0	1	41	0	1	-1	0	0	9101	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
特殊：缴械-戒指	2006	32	2006	1	1	1	1	2	0	0	1	41	0	1	-1	0	0	9102	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
特殊：缴械-项链	2007	32	2007	1	1	1	1	2	0	0	1	41	0	1	-1	0	0	9103	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
特殊：缴械-护肩	2008	32	2008	1	1	1	1	2	0	0	1	41	0	1	-1	0	0	9104	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
特殊：缴械-头盔	2009	32	2009	1	1	1	1	2	0	0	1	41	0	1	-1	0	0	9105	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
特殊：缴械-鞋子	2010	32	2010	1	1	1	1	2	0	0	1	41	0	1	-1	0	0	9106	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
夺旗弱国buff	3001	1	3001	1	1	1	5	2	0	0	2	41	0	4	-1	0	0	3001	10	405	0	0	-1	0	0	3002	10	405	0	0	-1	0	0	3003	10	405	0	0	-1	0	0	3004	10	405	0	0	0	0	0
夺旗弱国buff	3001	1	3001	1	2	1	5	2	0	0	2	41	0	4	-1	0	0	3001	10	547	0	0	-1	0	0	3002	10	547	0	0	-1	0	0	3003	10	547	0	0	-1	0	0	3004	10	547	0	0	0	0	0
夺旗弱国buff	3001	1	3001	1	3	1	5	2	0	0	2	41	0	4	-1	0	0	3001	10	609	0	0	-1	0	0	3002	10	609	0	0	-1	0	0	3003	10	609	0	0	-1	0	0	3004	10	609	0	0	0	0	0
夺旗弱国buff	3001	1	3001	1	4	1	5	2	0	0	2	41	0	4	-1	0	0	3001	10	1009	0	0	-1	0	0	3002	10	1009	0	0	-1	0	0	3003	10	1009	0	0	-1	0	0	3004	10	1009	0	0	0	0	0
夺旗弱国buff	3001	1	3001	1	5	1	5	2	0	0	2	41	0	4	-1	0	0	3001	10	1094	0	0	-1	0	0	3002	10	1094	0	0	-1	0	0	3003	10	1094	0	0	-1	0	0	3004	10	1094	0	0	0	0	0
夺旗弱国buff	3001	1	3001	1	6	1	5	2	0	0	2	41	0	4	-1	0	0	3001	10	1183	0	0	-1	0	0	3002	10	1183	0	0	-1	0	0	3003	10	1183	0	0	-1	0	0	3004	10	1183	0	0	0	0	0
夺旗弱国buff	3001	1	3001	1	7	1	5	2	0	0	2	41	0	4	-1	0	0	3001	10	1275	0	0	-1	0	0	3002	10	1275	0	0	-1	0	0	3003	10	1275	0	0	-1	0	0	3004	10	1275	0	0	0	0	0
夺旗弱国buff	3001	1	3001	1	8	1	5	2	0	0	2	41	0	4	-1	0	0	3001	10	1923	0	0	-1	0	0	3002	10	1923	0	0	-1	0	0	3003	10	1923	0	0	-1	0	0	3004	10	1923	0	0	0	0	0
夺旗弱国buff	3001	1	3001	1	9	1	5	2	0	0	2	41	0	4	-1	0	0	3001	10	2014	0	0	-1	0	0	3002	10	2014	0	0	-1	0	0	3003	10	2014	0	0	-1	0	0	3004	10	2014	0	0	0	0	0
夺旗弱国buff	3001	1	3001	1	10	1	5	2	0	0	2	41	0	4	-1	0	0	3001	10	2141	0	0	-1	0	0	3002	10	2141	0	0	-1	0	0	3003	10	2141	0	0	-1	0	0	3004	10	2141	0	0	0	0	0
巨兽弱国buff	3002	1	3002	1	1	1	5	2	0	0	2	41	0	4	-1	0	0	3001	10	405	0	0	-1	0	0	3002	10	405	0	0	-1	0	0	3003	10	405	0	0	-1	0	0	3004	10	405	0	0	0	0	0
巨兽弱国buff	3002	1	3002	1	2	1	5	2	0	0	2	41	0	4	-1	0	0	3001	10	547	0	0	-1	0	0	3002	10	547	0	0	-1	0	0	3003	10	547	0	0	-1	0	0	3004	10	547	0	0	0	0	0
巨兽弱国buff	3002	1	3002	1	3	1	5	2	0	0	2	41	0	4	-1	0	0	3001	10	609	0	0	-1	0	0	3002	10	609	0	0	-1	0	0	3003	10	609	0	0	-1	0	0	3004	10	609	0	0	0	0	0
巨兽弱国buff	3002	1	3002	1	4	1	5	2	0	0	2	41	0	4	-1	0	0	3001	10	1009	0	0	-1	0	0	3002	10	1009	0	0	-1	0	0	3003	10	1009	0	0	-1	0	0	3004	10	1009	0	0	0	0	0
巨兽弱国buff	3002	1	3002	1	5	1	5	2	0	0	2	41	0	4	-1	0	0	3001	10	1094	0	0	-1	0	0	3002	10	1094	0	0	-1	0	0	3003	10	1094	0	0	-1	0	0	3004	10	1094	0	0	0	0	0
巨兽弱国buff	3002	1	3002	1	6	1	5	2	0	0	2	41	0	4	-1	0	0	3001	10	1183	0	0	-1	0	0	3002	10	1183	0	0	-1	0	0	3003	10	1183	0	0	-1	0	0	3004	10	1183	0	0	0	0	0
巨兽弱国buff	3002	1	3002	1	7	1	5	2	0	0	2	41	0	4	-1	0	0	3001	10	1275	0	0	-1	0	0	3002	10	1275	0	0	-1	0	0	3003	10	1275	0	0	-1	0	0	3004	10	1275	0	0	0	0	0
巨兽弱国buff	3002	1	3002	1	8	1	5	2	0	0	2	41	0	4	-1	0	0	3001	10	1923	0	0	-1	0	0	3002	10	1923	0	0	-1	0	0	3003	10	1923	0	0	-1	0	0	3004	10	1923	0	0	0	0	0
巨兽弱国buff	3002	1	3002	1	9	1	5	2	0	0	2	41	0	4	-1	0	0	3001	10	2014	0	0	-1	0	0	3002	10	2014	0	0	-1	0	0	3003	10	2014	0	0	-1	0	0	3004	10	2014	0	0	0	0	0
巨兽弱国buff	3002	1	3002	1	10	1	5	2	0	0	2	41	0	4	-1	0	0	3001	10	2141	0	0	-1	0	0	3002	10	2141	0	0	-1	0	0	3003	10	2141	0	0	-1	0	0	3004	10	2141	0	0	0	0	0
出国弱国buff	3003	1	3003	1	1	1	5	2	0	0	2	41	0	4	-1	0	0	3001	10	405	0	0	-1	0	0	3002	10	405	0	0	-1	0	0	3003	10	405	0	0	-1	0	0	3004	10	405	0	0	0	0	0
出国弱国buff	3003	1	3003	1	2	1	5	2	0	0	2	41	0	4	-1	0	0	3001	10	547	0	0	-1	0	0	3002	10	547	0	0	-1	0	0	3003	10	547	0	0	-1	0	0	3004	10	547	0	0	0	0	0
出国弱国buff	3003	1	3003	1	3	1	5	2	0	0	2	41	0	4	-1	0	0	3001	10	609	0	0	-1	0	0	3002	10	609	0	0	-1	0	0	3003	10	609	0	0	-1	0	0	3004	10	609	0	0	0	0	0
出国弱国buff	3003	1	3003	1	4	1	5	2	0	0	2	41	0	4	-1	0	0	3001	10	1009	0	0	-1	0	0	3002	10	1009	0	0	-1	0	0	3003	10	1009	0	0	-1	0	0	3004	10	1009	0	0	0	0	0
出国弱国buff	3003	1	3003	1	5	1	5	2	0	0	2	41	0	4	-1	0	0	3001	10	1094	0	0	-1	0	0	3002	10	1094	0	0	-1	0	0	3003	10	1094	0	0	-1	0	0	3004	10	1094	0	0	0	0	0
出国弱国buff	3003	1	3003	1	6	1	5	2	0	0	2	41	0	4	-1	0	0	3001	10	1183	0	0	-1	0	0	3002	10	1183	0	0	-1	0	0	3003	10	1183	0	0	-1	0	0	3004	10	1183	0	0	0	0	0
出国弱国buff	3003	1	3003	1	7	1	5	2	0	0	2	41	0	4	-1	0	0	3001	10	1275	0	0	-1	0	0	3002	10	1275	0	0	-1	0	0	3003	10	1275	0	0	-1	0	0	3004	10	1275	0	0	0	0	0
出国弱国buff	3003	1	3003	1	8	1	5	2	0	0	2	41	0	4	-1	0	0	3001	10	1923	0	0	-1	0	0	3002	10	1923	0	0	-1	0	0	3003	10	1923	0	0	-1	0	0	3004	10	1923	0	0	0	0	0
出国弱国buff	3003	1	3003	1	9	1	5	2	0	0	2	41	0	4	-1	0	0	3001	10	2014	0	0	-1	0	0	3002	10	2014	0	0	-1	0	0	3003	10	2014	0	0	-1	0	0	3004	10	2014	0	0	0	0	0
出国弱国buff	3003	1	3003	1	10	1	5	2	0	0	2	41	0	4	-1	0	0	3001	10	2141	0	0	-1	0	0	3002	10	2141	0	0	-1	0	0	3003	10	2141	0	0	-1	0	0	3004	10	2141	0	0	0	0	0
夺旗占领短期无敌	3004	1	3004	1	1	1	1	2	0	0	1	15	0	1	-1	0	0	5000	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	1	0
群P玩法里天地异变1-剑客职业加成	3005	1	3005	1	1	1	1	2	0	0	2	41	0	3	-1	0	0	3001	0	494	0	0	-1	0	0	3002	0	247	0	0	-1	0	0	3004	0	247	0	0	-1	0	0	0	0	0	0	0	0	0	90000001
群P玩法里天地异变2-剑客职业加成	3005	1	3005	1	2	1	1	2	0	0	2	41	0	3	-1	0	0	3001	0	1233	0	0	-1	0	0	3002	0	616	0	0	-1	0	0	3004	0	616	0	0	-1	0	0	0	0	0	0	0	0	0	90000001
群P玩法里天地异变3-剑客职业加成	3005	1	3005	1	3	1	1	2	0	0	2	41	0	3	-1	0	0	3001	0	1866	0	0	-1	0	0	3002	0	933	0	0	-1	0	0	3004	0	933	0	0	-1	0	0	0	0	0	0	0	0	0	90000001
群P玩法里天地异变4-剑客职业加成	3005	1	3005	1	4	1	1	2	0	0	2	41	0	3	-1	0	0	3001	0	3274	0	0	-1	0	0	3002	0	1637	0	0	-1	0	0	3004	0	1637	0	0	-1	0	0	0	0	0	0	0	0	0	90000001
群P玩法里天地异变5-剑客职业加成	3005	1	3005	1	5	1	1	2	0	0	2	41	0	3	-1	0	0	3001	0	4110	0	0	-1	0	0	3002	0	2055	0	0	-1	0	0	3004	0	2055	0	0	-1	0	0	0	0	0	0	0	0	0	90000001
群P玩法里天地异变6-剑客职业加成	3005	1	3005	1	6	1	1	2	0	0	2	41	0	3	-1	0	0	3001	0	5445	0	0	-1	0	0	3002	0	2722	0	0	-1	0	0	3004	0	2722	0	0	-1	0	0	0	0	0	0	0	0	0	90000001
群P玩法里天地异变7-剑客职业加成	3005	1	3005	1	7	1	1	2	0	0	2	41	0	3	-1	0	0	3001	0	7717	0	0	-1	0	0	3002	0	3858	0	0	-1	0	0	3004	0	3858	0	0	-1	0	0	0	0	0	0	0	0	0	90000001
群P玩法里天地异变8-剑客职业加成	3005	1	3005	1	8	1	1	2	0	0	2	41	0	3	-1	0	0	3001	0	9757	0	0	-1	0	0	3002	0	4878	0	0	-1	0	0	3004	0	4878	0	0	-1	0	0	0	0	0	0	0	0	0	90000001
群P玩法里天地异变9-剑客职业加成	3005	1	3005	1	9	1	1	2	0	0	2	41	0	3	-1	0	0	3001	0	12379	0	0	-1	0	0	3002	0	6189	0	0	-1	0	0	3004	0	6189	0	0	-1	0	0	0	0	0	0	0	0	0	90000001
群P玩法里天地异变1-刀客职业加成	3006	1	3006	1	1	1	1	2	0	0	2	41	0	3	-1	0	0	3016	0	10518	0	0	-1	0	0	3002	0	271	0	0	-1	0	0	3004	0	271	0	0	-1	0	0	0	0	0	0	0	0	0	90000003
群P玩法里天地异变2-刀客职业加成	3006	1	3006	1	2	1	1	2	0	0	2	41	0	3	-1	0	0	3016	0	23943	0	0	-1	0	0	3002	0	678	0	0	-1	0	0	3004	0	678	0	0	-1	0	0	0	0	0	0	0	0	0	90000003
群P玩法里天地异变3-刀客职业加成	3006	1	3006	1	3	1	1	2	0	0	2	41	0	3	-1	0	0	3016	0	38970	0	0	-1	0	0	3002	0	1026	0	0	-1	0	0	3004	0	1026	0	0	-1	0	0	0	0	0	0	0	0	0	90000003
群P玩法里天地异变4-刀客职业加成	3006	1	3006	1	4	1	1	2	0	0	2	41	0	3	-1	0	0	3016	0	72914	0	0	-1	0	0	3002	0	1800	0	0	-1	0	0	3004	0	1800	0	0	-1	0	0	0	0	0	0	0	0	0	90000003
群P玩法里天地异变5-刀客职业加成	3006	1	3006	1	5	1	1	2	0	0	2	41	0	3	-1	0	0	3016	0	107494	0	0	-1	0	0	3002	0	2260	0	0	-1	0	0	3004	0	2260	0	0	-1	0	0	0	0	0	0	0	0	0	90000003
群P玩法里天地异变6-刀客职业加成	3006	1	3006	1	6	1	1	2	0	0	2	41	0	3	-1	0	0	3016	0	151432	0	0	-1	0	0	3002	0	2994	0	0	-1	0	0	3004	0	2994	0	0	-1	0	0	0	0	0	0	0	0	0	90000003
群P玩法里天地异变7-刀客职业加成	3006	1	3006	1	7	1	1	2	0	0	2	41	0	3	-1	0	0	3016	0	211776	0	0	-1	0	0	3002	0	4244	0	0	-1	0	0	3004	0	4244	0	0	-1	0	0	0	0	0	0	0	0	0	90000003
群P玩法里天地异变8-刀客职业加成	3006	1	3006	1	8	1	1	2	0	0	2	41	0	3	-1	0	0	3016	0	276676	0	0	-1	0	0	3002	0	5366	0	0	-1	0	0	3004	0	5366	0	0	-1	0	0	0	0	0	0	0	0	0	90000003
群P玩法里天地异变9-刀客职业加成	3006	1	3006	1	9	1	1	2	0	0	2	41	0	3	-1	0	0	3016	0	328369	0	0	-1	0	0	3002	0	6808	0	0	-1	0	0	3004	0	6808	0	0	-1	0	0	0	0	0	0	0	0	0	90000003
夺旗初级诅咒debuff	3007	1	3007	2	1	1	1	2	0	0	1	40	0	4	-1	0	0	3001	-5	0	0	0	-1	0	0	3003	-5	0	0	0	-1	0	0	3002	-5	0	0	0	-1	0	0	3004	-5	0	0	0	0	1	0
夺旗初级诅咒debuff	3008	1	3007	2	1	1	1	2	0	0	1	40	0	4	-1	0	0	3001	-10	0	0	0	-1	0	0	3003	-10	0	0	0	-1	0	0	3002	-10	0	0	0	-1	0	0	3004	-10	0	0	0	0	1	0
夺旗中级诅咒debuff	3009	1	3007	2	1	1	1	2	0	0	1	40	0	4	-1	0	0	3001	-30	0	0	0	-1	0	0	3003	-30	0	0	0	-1	0	0	3002	-30	0	0	0	-1	0	0	3004	-30	0	0	0	0	1	0
夺旗高级诅咒debuff	3010	1	3007	2	1	1	1	2	0	0	1	40	0	4	-1	0	0	3001	-40	0	0	0	-1	0	0	3003	-40	0	0	0	-1	0	0	3002	-40	0	0	0	-1	0	0	3004	-40	0	0	0	0	1	0
夺旗高级诅咒debuff	3011	1	3007	2	1	1	1	2	0	0	1	40	0	4	-1	0	0	3001	-50	0	0	0	-1	0	0	3003	-50	0	0	0	-1	0	0	3002	-50	0	0	0	-1	0	0	3004	-50	0	0	0	0	1	0
夺旗高级诅咒debuff	3012	1	3007	2	1	1	1	2	0	0	1	40	0	4	-1	0	0	3001	-60	0	0	0	-1	0	0	3003	-60	0	0	0	-1	0	0	3002	-60	0	0	0	-1	0	0	3004	-60	0	0	0	0	1	0
巨兽初级诅咒debuff	3013	1	3013	2	1	1	1	2	0	0	1	40	0	4	-1	0	0	3001	-5	0	0	0	-1	0	0	3003	-5	0	0	0	-1	0	0	3002	-5	0	0	0	-1	0	0	3004	-5	0	0	0	0	1	0
巨兽初级诅咒debuff	3014	1	3013	2	1	1	1	2	0	0	1	40	0	4	-1	0	0	3001	-10	0	0	0	-1	0	0	3003	-10	0	0	0	-1	0	0	3002	-10	0	0	0	-1	0	0	3004	-10	0	0	0	0	1	0
巨兽中级诅咒debuff	3015	1	3013	2	1	1	1	2	0	0	1	40	0	4	-1	0	0	3001	-30	0	0	0	-1	0	0	3003	-30	0	0	0	-1	0	0	3002	-30	0	0	0	-1	0	0	3004	-30	0	0	0	0	1	0
巨兽高级诅咒debuff	3016	1	3013	2	1	1	1	2	0	0	1	40	0	4	-1	0	0	3001	-40	0	0	0	-1	0	0	3003	-40	0	0	0	-1	0	0	3002	-40	0	0	0	-1	0	0	3004	-40	0	0	0	0	1	0
巨兽高级诅咒debuff	3017	1	3013	2	1	1	1	2	0	0	1	40	0	4	-1	0	0	3001	-50	0	0	0	-1	0	0	3003	-50	0	0	0	-1	0	0	3002	-50	0	0	0	-1	0	0	3004	-50	0	0	0	0	1	0
魔像初级诅咒debuff	3018	1	3018	2	1	1	1	2	0	0	1	40	0	4	-1	0	0	3001	-10	0	0	0	-1	0	0	3003	-10	0	0	0	-1	0	0	3002	-10	0	0	0	-1	0	0	3004	-10	0	0	0	0	1	0
魔像中级诅咒debuff	3019	1	3018	2	1	1	1	2	0	0	1	40	0	4	-1	0	0	3001	-30	0	0	0	-1	0	0	3003	-30	0	0	0	-1	0	0	3002	-30	0	0	0	-1	0	0	3004	-30	0	0	0	0	1	0
魔像高级诅咒debuff	3020	1	3018	2	1	1	1	2	0	0	1	40	0	4	-1	0	0	3001	-50	0	0	0	-1	0	0	3003	-50	0	0	0	-1	0	0	3002	-50	0	0	0	-1	0	0	3004	-50	0	0	0	0	1	0
天地异变1-筑基境压制	5001	1	5001	1	1	1	1	2	0	0	2	41	0	3	-1	0	0	3013	0	-105	0	0	-1	0	0	3014	0	-210	0	0	-1	0	0	3016	0	-11900	0	0	-1	0	0	0	0	0	0	0	0	0	0
天地异变1-虚丹境压制	5002	1	5002	1	1	1	1	2	0	0	2	41	0	3	-1	0	0	3013	0	-219	0	0	-1	0	0	3014	0	-412	0	0	-1	0	0	3016	0	-23363	0	0	-1	0	0	0	0	0	0	0	0	0	0
天地异变1-金丹境压制	5003	1	5003	1	1	1	1	2	0	0	2	41	0	3	-1	0	0	3013	0	-342	0	0	-1	0	0	3014	0	-631	0	0	-1	0	0	3016	0	-35963	0	0	-1	0	0	0	0	0	0	0	0	0	0
天地异变1-婴变境压制	5004	1	5004	1	1	1	1	2	0	0	2	41	0	3	-1	0	0	3013	0	-482	0	0	-1	0	0	3014	0	-876	0	0	-1	0	0	3016	0	-49788	0	0	-1	0	0	0	0	0	0	0	0	0	0
天地异变2-元婴境压制	5005	1	5005	1	1	1	1	2	0	0	2	41	0	3	-1	0	0	3013	0	-631	0	0	-1	0	0	3014	0	-1139	0	0	-1	0	0	3016	0	-65013	0	0	-1	0	0	0	0	0	0	0	0	0	0
天地异变2-凝液境压制	5006	1	5006	1	1	1	1	2	0	0	2	41	0	3	-1	0	0	3013	0	-815	0	0	-1	0	0	3014	0	-1454	0	0	-1	0	0	3016	0	-83038	0	0	-1	0	0	0	0	0	0	0	0	0	0
天地异变3-炼虚境压制	5007	1	5007	1	1	1	1	2	0	0	2	41	0	3	-1	0	0	3013	0	-1025	0	0	-1	0	0	3014	0	-1822	0	0	-1	0	0	3016	0	-104301	0	0	-1	0	0	0	0	0	0	0	0	0	0
天地异变3-化神境压制	5008	1	5008	1	1	1	1	2	0	0	2	41	0	3	-1	0	0	3013	0	-1279	0	0	-1	0	0	3014	0	-2260	0	0	-1	0	0	3016	0	-129326	0	0	-1	0	0	0	0	0	0	0	0	0	0
天地异变4-合体境压制	5009	1	5009	1	1	1	1	2	0	0	2	41	0	3	-1	0	0	3013	0	-1577	0	0	-1	0	0	3014	0	-2777	0	0	-1	0	0	3016	0	-158901	0	0	-1	0	0	0	0	0	0	0	0	0	0
天地异变4-小乘境压制	5010	1	5010	1	1	1	1	2	0	0	2	41	0	3	-1	0	0	3013	0	-1927	0	0	-1	0	0	3014	0	-3390	0	0	-1	0	0	3016	0	-193814	0	0	-1	0	0	0	0	0	0	0	0	0	0
天地异变5-大乘境压制	5011	1	5011	1	1	1	1	2	0	0	2	41	0	3	-1	0	0	3013	0	-2339	0	0	-1	0	0	3014	0	-4108	0	0	-1	0	0	3016	0	-234939	0	0	-1	0	0	0	0	0	0	0	0	0	0
天地异变5-渡劫境压制	5012	1	5012	1	1	1	1	2	0	0	2	41	0	3	-1	0	0	3013	0	-2829	0	0	-1	0	0	3014	0	-4957	0	0	-1	0	0	3016	0	-283502	0	0	-1	0	0	0	0	0	0	0	0	0	0
天地异变6-飞升境压制	5013	1	5013	1	1	1	1	2	0	0	2	41	0	3	-1	0	0	3013	0	-3407	0	0	-1	0	0	3014	0	-5964	0	0	-1	0	0	3016	0	-340815	0	0	-1	0	0	0	0	0	0	0	0	0	0
天地异变6-化真境压制	5014	1	5014	1	1	1	1	2	0	0	2	41	0	3	-1	0	0	3013	0	-4090	0	0	-1	0	0	3014	0	-7146	0	0	-1	0	0	3016	0	-408453	0	0	-1	0	0	0	0	0	0	0	0	0	0
天地异变7-大罗境压制	5015	1	5015	1	1	1	1	2	0	0	2	41	0	3	-1	0	0	3013	0	-4887	0	0	-1	0	0	3014	0	-8546	0	0	-1	0	0	3016	0	-488253	0	0	-1	0	0	0	0	0	0	0	0	0	0
天地异变7-太乙境压制	5016	1	5016	1	1	1	1	2	0	0	2	41	0	3	-1	0	0	3013	0	-5832	0	0	-1	0	0	3014	0	-10191	0	0	-1	0	0	3016	0	-582403	0	0	-1	0	0	0	0	0	0	0	0	0	0
天地异变8-入灭境压制	5017	1	5017	1	1	1	1	2	0	0	2	41	0	3	-1	0	0	3013	0	-6944	0	0	-1	0	0	3014	0	-12134	0	0	-1	0	0	3016	0	-693528	0	0	-1	0	0	0	0	0	0	0	0	0	0
天地异变8-悟虚境压制	5018	1	5018	1	1	1	1	2	0	0	2	41	0	3	-1	0	0	3013	0	-8257	0	0	-1	0	0	3014	0	-14427	0	0	-1	0	0	3016	0	-824603	0	0	-1	0	0	0	0	0	0	0	0	0	0
